fileid,mic_file,method,doa_source,speaker_id,duration_sec,gt_doa,steering_doa,predicted_doa_count,predicted_doas,matched_predicted_index,steering_doa_error_deg,beamformed_file,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,reference,hypothesis,localization_sec,beamforming_sec,whisper_sec,total_sec,localization_rtf,beamforming_rtf,whisper_rtf,total_rtf,under_realtime
350,mic_fileid_350_doa97_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.88575,216,260,3,"260,95,345",0,44.0,hark_fileid_350_spk1_hark_music_doa260_gt216.wav,text_fileid_350_doa216_spk1.txt,0.22727272727272727,10,44,6.105175910009142,3.4228679593153406,-2.6823079506938012,5.328170109436363,0.9762167714235116,-4.3519533380128514,,,,VERY CROSS AND I DON'T WONDER I'M A GREAT TRIAL TO HER SHE WAS TERRIBLY MORTIFIED ABOUT THE PUDDING SAUCE LAST WEEK WE HAD A PLUM PUDDING FOR DINNER ON TUESDAY AND THERE WAS HALF THE PUDDING AND A PITCHERFUL OF SAUCE LEFT OVER,"very tough. And I got wondered, I'm a great trial worker. She was terribly mortified about the pudding sauce like these. She had a plum pudding for dinner on Tuesday, and there was half the pudding and a pitcher full of sauce left over.",0.02632956800152897,0.3987505759978376,0.6696859869989567,1.0947661309983232,0.0016574331083851232,0.02510114889116583,0.042156397211271526,0.06891497921082249,1
351,mic_fileid_351_doa35_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.55575,35,10,3,"10,265,290",0,25.0,hark_fileid_351_spk1_hark_music_doa10_gt35.wav,text_fileid_351_doa35_spk1.txt,0.07142857142857142,2,28,5.252960584807859,2.1546569403746356,-3.0983036444332233,4.633125763180764,0.14311289311563727,-4.490012870065127,,,,BUT HE WAS RESOLVED TO MARRY HER HAROON THOUGHT THIS SUCH AN EXTRAORDINARY STORY THAT HE ORDERED HIS HISTORIOGRAPHER TO COMMIT IT TO WRITING WITH ALL ITS CIRCUMSTANCES,But he was resolved to marry her. Haroon thought this such an extraordinary story that he ordered his historiographer to commit into writing with all its circumstances.,0.025354430999868782,0.40868865200172877,0.44992747099968255,0.8839705540012801,0.0016299073332927555,0.026272513507978,0.028923547305638272,0.05682596814690903,1
352,mic_fileid_352_doa234_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.027625,234,200,3,"265,350,200",2,34.0,hark_fileid_352_spk1_hark_music_doa200_gt234.wav,text_fileid_352_doa234_spk1.txt,0.34210526315789475,13,38,3.907786237931474,1.5214814915081356,-2.3863047464233382,3.215390914265113,-2.978229977764854,-6.193620892029967,,,,AND TO SHOW SOME DEGREE OF PRECIPITANCY AND INDISCRETION MOVED BY THIS EXAMPLE THE HOUSE OF PEERS WERE ROUSED FROM THEIR INACTIVITY AND CLAIMED LIBERTY FOR THE EARL OF ARUNDEL WHO HAD BEEN LATELY CONFINED IN THE TOWER,"and to show some degree of specificity and indiscretion. Move this example, the house appears to arouse an inactivity and cleans liberty for the Earl and Euronella who have been lately confined in the tower.",0.02118783299738425,0.40941367199775414,0.5348009929984983,0.9654024979936366,0.0013219571207452288,0.02554425075441646,0.03336745107266349,0.06023365894782518,1
353,mic_fileid_353_doa27_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.324,354,285,3,"285,75,190",0,69.0,hark_fileid_353_spk1_hark_music_doa285_gt354.wav,text_fileid_353_doa354_spk1.txt,0.358974358974359,14,39,4.5445965918896665,0.8766557258367094,-3.667940866052957,3.2440005351823937,-4.351790301788337,-7.59579083697073,,,,HOLD YOUR TONGUE SAID UNCLE JOHN I SAY I'VE GOT THREE NIECES AS FINE A TRIO OF INTELLIGENT SWEET AND ATTRACTIVE YOUNG WOMEN AS YOU'LL RUN ACROSS IN A MONTH OF SUNDAYS I DARE YOU TO DENY IT SIR,"Blue G. Tom said, Uncle John, I say I've got three nieces, as fine a trio of intelligent, sweet and attractive young women as your run class in a month of Sundays. I dare you to deny it, Sarah. With a heart of lead, turn to weight.",0.023187316000985447,0.41695211400292465,0.6565521150005225,1.0966915450044326,0.0013384504733886774,0.024067889286707722,0.03789841347266927,0.06330475323276567,1
354,mic_fileid_354_doa100_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.23375,331,345,3,"345,270,95",0,14.0,hark_fileid_354_spk1_hark_music_doa345_gt331.wav,text_fileid_354_doa331_spk1.txt,0.09615384615384616,5,52,4.211949674200957,0.9983861861009722,-3.213563488099985,4.430230603561222,-4.396235669112082,-8.826466272673304,,,,A PICTURE TO WRING THE HEART OF THE ONLOOKER WITH ENVY OR SYMPATHY ACCORDING TO HIS NATURE BUT THERE WAS ONLY ONE ONLOOKER A MAN OF FORTY OR THEREABOUTS WHO PAUSED FOR AN INSTANT UNDER THE GREAT GATE OF THE CASTLE AND TOOK IN THE FULL CHARM AND MEANING OF THE SCENE,"A picture to ring the heart of the onlooker with envy or sympathy according to his nature is that there was only one onlooker, a man of 40 or thereabouts, who paused for an instant under the gray gate of the castle and took in the full charm and meaning of the scene.",0.03341331100091338,0.41438982500039856,0.6521577200001047,1.0999608560014167,0.0019388299703148404,0.024045249873091958,0.037841892797569,0.0638259726409758,1
355,mic_fileid_355_doa22_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.643125,285,285,3,"285,180,10",0,0.0,hark_fileid_355_spk1_hark_music_doa285_gt285.wav,text_fileid_355_doa285_spk1.txt,0.34210526315789475,13,38,4.1113278291146305,2.119822069922807,-1.9915057591918233,3.101619469159983,-1.9323644316826019,-5.0339839008425855,,,,CARRIED DAINTY MESSES TO THEIR SICK RESOLVED BEFORE LONG TO TEACH AT THE SCHOOL WHERE HER FATHER WENT EVERY DAY AS TO AN APPOINTED TASK BUT SHE WAS CONTINUALLY TEMPTED OFF TO GO AND SEE SOME INDIVIDUAL FRIEND,"Kari and the team that liked her were sick, resolved before long to teach at the school where her father would every day ask her an appointment, but she was continually tempted off to go and see some individual friend.",0.02736536000156775,0.3923590049998893,0.4817493590016966,0.9014737240031536,0.0016442440948780802,0.02357483976115599,0.028945847549765837,0.05416493140579991,1
356,mic_fileid_356_doa17_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.634375,181,180,3,"5,180,85",1,1.0,hark_fileid_356_spk1_hark_music_doa180_gt181.wav,text_fileid_356_doa181_spk1.txt,0.16216216216216217,6,37,4.746079966769314,3.821361066390685,-0.9247189003786294,4.024089359169714,1.49599591626108,-2.5280934429086344,,,,BUT TO WHOM THEY HAD LATTERLY ADVANCED MONEY THE LETTERS HINTED AT THE UTTER INSOLVENCY OF THIS MANUFACTURER THEY HAD URGED THEIR CORRESPONDENT TO GIVE THEM HIS NAME IN CONFIDENCE AND THIS MORNING'S LETTER HAD BROUGHT IT,"But to whom they had laterally advanced money. The letters printed out the utter insolvency of this manufacturer. They had urged their correspondents to give them this name of confidence, and this morning's letter had brought it.",0.049721422998118214,0.42636537999715074,0.539498846999777,1.015585649995046,0.00298907671602439,0.025631583993817066,0.032432769310525765,0.06105343002036723,1
357,mic_fileid_357_doa155_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.672625,234,190,3,"190,260,95",0,44.0,hark_fileid_357_spk1_hark_music_doa190_gt234.wav,text_fileid_357_doa234_spk1.txt,0.8378378378378378,31,37,5.202740084384633,-0.6299016542134829,-5.832641738598116,4.979462305342983,-13.593633792703965,-18.573096098046946,,,,POSSIBLY THERE IS SOMETHING YOU OUGHT TO DO AND ARE NOT DOING AND THAT IS WHY YOU CANNOT REST I THINK JESUS WOULD GIVE NO REST EXCEPT IN THE WAY OF LEARNING OF HIM HELEN'S SOBS CEASED,"Well, the youth don't have to do the art not to be a proletarian, and I think Jesus would give all of us the exact same way of turning the camp still to the east or rain.",0.021285394999722484,0.4227854799974011,1.0756512159969134,1.519722090994037,0.0013581257128095954,0.026976047726363715,0.06863248600645479,0.09696665944562809,1
358,mic_fileid_358_doa96_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.0745,326,335,3,"275,335,195",1,9.0,hark_fileid_358_spk1_hark_music_doa335_gt326.wav,text_fileid_358_doa326_spk1.txt,1.6,48,30,3.343624116631325,2.068181615735219,-1.2754425008961063,2.752082157638926,-0.39584889200766754,-3.1479310496465938,,,,AND TO WARN YO IF NEED WERE MY MOTHER NIVER BADE YO TO COME SPYING AFTER ME AND BLAMING ME FOR SEEING A LAD AS MY FEYTHER THINKS WELL ON,"And the wife used to have an advantage in his first life. My mother had in some kids come to Spain to spar into the grass. The best of the best. And the best of the best. But the great arms of Paul's the eighth. The boy the day's over, remarked the dealer laughingly.",0.015300171002309071,0.348931682001421,0.7685130530007882,1.1327449060045183,0.001014970380596973,0.0231471479652009,0.05098099791043074,0.07514311625622862,1
359,mic_fileid_359_doa92_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.17175,291,280,3,"280,90,195",0,11.0,hark_fileid_359_spk1_hark_music_doa280_gt291.wav,text_fileid_359_doa291_spk1.txt,0.18181818181818182,8,44,4.316768315396468,4.224398684890202,-0.09236963050626557,4.312533892948131,2.270399057808012,-2.0421348351401187,,,,AND A STORM OF LAUGHTER RIPPLED ROUND THE THRONG OF HEADS SHE HEARD AN INDRAWN HISS BEHIND HER CHAIR AND THE NEXT INSTANT AN EXCLAMATION FROM MABEL WHAT WAS THAT THERE WAS A SHARP CRACK AND THE TINY GESTICULATING FIGURE STAGGERED BACK A STEP,And a storm of laughter rippled around a throng of heads. She heard an indrom hiss behind her chair. And the next instant an exclamation from Mabel. What was that? There was a sharp crack. And a tiny gesticulating figure staggered back a step. He would surely fail.,0.021493730000656797,0.4170718259993009,0.7734524619991134,1.2120180179990712,0.0012516912953343018,0.0242882540218266,0.04504214550055256,0.07058209081771347,1
360,mic_fileid_360_doa3_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.78425,104,170,3,"275,95,170",2,66.0,hark_fileid_360_spk1_hark_music_doa170_gt104.wav,text_fileid_360_doa104_spk1.txt,1.1764705882352942,40,34,5.0547820057632995,-0.3137037586961227,-5.368485764459423,4.061131266066779,-16.108841015808892,-20.169972281875673,,,,WHOSE EYES WERE CLOSED HIS COUNTENANCE PALE DISFIGURED AND BATHED IN TEARS SHE GAZED EARNESTLY ON HIM HER HEART BEAT AND SHE FANCIED SHE BEHELD GANEM BUT YET SHE WOULD NOT BELIEVE HER EYES,"They should not be completely rest or complete change of life for any length of time, for the continuation of the life of a righteous judge who has been learned, with a reasonable reduction of the demands they still have. But yet, she would not believe her eyes.",0.02921724699990591,0.4416550140012987,0.7592857939998794,1.230158055001084,0.0017407538019217964,0.0263136579830078,0.04523799359517878,0.07329240538010838,1
361,mic_fileid_361_doa8_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.306875,230,250,3,"250,200,105",0,20.0,hark_fileid_361_spk1_hark_music_doa250_gt230.wav,text_fileid_361_doa230_spk1.txt,0.46153846153846156,18,39,4.9041509358733935,-0.6665987829039439,-5.570749718777337,3.7651280361206787,-6.434087397847234,-10.199215433967913,,,,MODE BEARD THE OYSTERS AND SCALD THEM IN THEIR OWN LIQUOR THEN ADD IT WELL STRAINED TO THE BROTH THICKEN WITH THE BUTTER AND FLOUR AND SIMMER FOR ONE QUARTER OF AN HOUR PUT IN THE OYSTERS STIR WELL,"Widen the green, the very good effect, and swallow them in their own litter. Then add it well strained to the broth. They can put the butter in flour and simmer for one more minute, putting the oysters stir well.",0.01869122999778483,0.3601525269987178,0.7469845539999369,1.1258283109964395,0.0012211003224227566,0.023528808264176575,0.04880059149891385,0.07355050008551318,1
362,mic_fileid_362_doa47_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.986,265,270,3,"270,170,350",0,5.0,hark_fileid_362_spk1_hark_music_doa270_gt265.wav,text_fileid_362_doa265_spk1.txt,0.0625,3,48,7.796241990520744,1.3364498723583849,-6.459792118162359,7.0095786092655015,-4.2905607828482015,-11.300139392113703,,,,QUITE REPLIED THORNDYKE I HAVE ENTERTAINED IT FROM THE FIRST AND THE NEW FACTS THAT YOU HAVE GATHERED INCREASE ITS PROBABILITY YOU REMEMBER I SAID THAT FOUR HYPOTHESES WERE POSSIBLE THAT THE ROBBERY WAS COMMITTED EITHER BY REUBEN BY WALTER BY JOHN HORNBY OR BY SOME OTHER PERSON,"Quite, replied Thornton, I have entertained it from the first, and the new facts that you have gathered increase its probability. You remember I said that four hypotheses were possible, that the robbery was committed either by Reuben, by Walger, by John Horneby, or by some other person.",0.02091909099908662,0.45314238300125,0.8923804280020704,1.366441902002407,0.0012315489814604156,0.026677403920949604,0.05253623148487403,0.08044518438728405,1
363,mic_fileid_363_doa95_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.91775,336,270,3,"270,190,95",0,66.0,hark_fileid_363_spk1_hark_music_doa270_gt336.wav,text_fileid_363_doa336_spk1.txt,0.28,7,25,2.8669688030679215,1.378267001983526,-1.4887018010843955,1.7994118500293204,-1.5122299591192006,-3.311641809148521,,,,CHARLES GAVE THEM A GRACIOUS AND A COMPLIANT ANSWER TO ALL THEIR REMONSTRANCES HE WAS HOWEVER IN HIS HEART EXTREMELY AVERSE TO THESE FURIOUS MEASURES,"Charles gave the vulgarist and the compliant answer to all the renouncements. He was howling in his heart, extremely averse to these furious measures.",0.020443628000066383,0.4541759040002944,0.546138018999045,1.0207575509994058,0.001208412939076791,0.026846117480178767,0.03228195351030988,0.06033648392956544,1
364,mic_fileid_364_doa50_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.970625,345,350,3,"350,80,280",0,5.0,hark_fileid_364_spk1_hark_music_doa350_gt345.wav,text_fileid_364_doa345_spk1.txt,0.34375,11,32,4.834621744316882,0.6398237242248088,-4.194798020092073,3.3759649556365634,-6.722605381330099,-10.098570336966663,,,,DEAR ME IT IS A SAD PITY YOU CANNOT FLY YOURSELF BUT I HAVE NO TIME TO LOOK FOR ANOTHER NURSE NOW SO YOU WILL DO YOUR BEST I HOPE DEAR DEAR,"Dear me, it is a sad pity you cannot live without me, but I have real time to look for another nurse now, so you will do your best, I hope. Dear, dear, she fetches herself almost into a fever.",0.03248940000048606,0.40373964399987017,0.6317853859982279,1.068014429998584,0.0019144492321576877,0.023790499407056027,0.037228174330540445,0.06293312296975416,1
365,mic_fileid_365_doa174_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.051875,212,255,3,"255,345,190",0,43.0,hark_fileid_365_spk1_hark_music_doa255_gt212.wav,text_fileid_365_doa212_spk1.txt,0.6341463414634146,26,41,5.9880374873852285,-1.3013292795700617,-7.28936676695529,6.047715809963393,-37.62519217647522,-43.67290798643861,,,,THIS THIRD BOOK THE STORY OF ANCIENT IRISH CIVILISATION GIVES IN SIMPLE PLAIN LANGUAGE AN ACCOUNT OF THE CONDITION OF THE COUNTRY IN THE OLDEN TIME BUT AS IT IS HERE TO SPEAK FOR ITSELF I NEED NOT DESCRIBE IT FURTHER,"I am very stressed now, destroyed in ancient Irish civilization, which can serve to claim the future, and account for the condition of the world. But as you see of speak for itself, I need not describe it further.",0.02907435599991004,0.4336395719983557,0.6295262940002431,1.0922402219985088,0.0017050533152459797,0.02543060936104421,0.036918303353751014,0.06405396603004121,1
366,mic_fileid_366_doa75_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.865125,180,180,3,"180,80,275",0,0.0,hark_fileid_366_spk1_hark_music_doa180_gt180.wav,text_fileid_366_doa180_spk1.txt,0.39473684210526316,15,38,4.384199138852763,1.2235011333993862,-3.1606980054533764,3.949559178280575,-3.9690074880052006,-7.918566666285775,,,,UP STEPPED THE SERVANT'S COMRADE AND KNOCKED UPON THE DOOR RAP TAP TAP BY AND BY IT WAS OPENED A CRACK AND THERE STOOD AN UGLY OLD WOMAN BLEAR EYED AND CROOKED AND GNARLED AS A WINTER TWIG,"Up step the servants' cavern and knock upon the door. Rack, tap, tap. On hand by, it was opened to crap, and there stood a three-o-woman, glitter-eyed and crooked and gnarled as a winner twig.",0.024347450998902787,0.3768273860005138,0.6609105620009359,1.0620853990003525,0.0015346523269689199,0.023751932997723862,0.04165807467643248,0.06694466000112526,1
367,mic_fileid_367_doa110_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.839375,261,185,3,"265,185,95",1,76.0,hark_fileid_367_spk1_hark_music_doa185_gt261.wav,text_fileid_367_doa261_spk1.txt,0.2564102564102564,10,39,7.623023828677401,-0.8583518959590382,-8.48137572463644,6.824989846971004,-31.69646178466856,-38.521451631639565,,,,IT WAS HER OWN HEART SINKING WITH ALARM AND TERROR AND OVERFLOWING WITH LOVE SHE OPENED THE DOOR AND STEPPED ACROSS THE THRESHOLD AND ONTO THE COLD DAMP EARTHEN FLOOR OF THE PASSAGE THE COLD SHE FELT REFRESHED HER,"It was her own heart, sinking with alarm and terror and overflowing with rational souls. She opened the door and set her cross with threshold and onto the cold downed earthen floor passing. The cold she felt refreshed her.",0.022971791000600206,0.3925060100009432,0.6904771400004392,1.1059549410019827,0.0013641712356070345,0.023308822922521958,0.041003727276127486,0.06567672143425647,1
368,mic_fileid_368_doa76_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.353375,76,80,3,"80,180,275",0,4.0,hark_fileid_368_spk1_hark_music_doa80_gt76.wav,text_fileid_368_doa76_spk1.txt,0.0,0,32,5.391430389160449,5.364602896452056,-0.02682749270839313,4.613168282092105,3.894716310780668,-0.718451971311437,,,,BUT WITH THE PROSPECT BEFORE HIM OF APPROACHING AN INEVITABLE ANNIHILATION HIS AVARICE WOULD BE LIKELY TO GET THE VICTORY OVER HIS CAUTION HIS VANITY OR HIS AMBITION AN AMBITIOUS MAN TOO,"But with the prospect before him of approaching an inevitable annihilation, his avarice would be likely to get the victory over his caution, his vanity, or his ambition. An ambitious man too.",0.03084002200193936,0.409957124000357,0.4708505039998272,0.9116476500021236,0.0020086803065735943,0.0267014336587465,0.030667557068060097,0.05937767103338019,1
369,mic_fileid_369_doa27_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.974,75,80,3,"80,5,175",0,5.0,hark_fileid_369_spk1_hark_music_doa80_gt75.wav,text_fileid_369_doa75_spk1.txt,0.4642857142857143,13,28,6.328425808059809,-0.7463929776728377,-7.0748187857326466,6.0943706243214475,-14.627294736158177,-20.721665360479626,,,,WHEN SHE PAUSED IN HER LAMENTATIONS ADORABLE PRINCESS SAID HE WHY DO YOU MOURN YOUR TROUBLES ARE NOT WITHOUT REMEDY WHO SPEAKS TO ME SO GENTLY ASKED SHE,"When she passed into the education, adorable princess, as she did, why do you remember? Which other are not without remedies? Who speaks to you so gently? As she?",0.031000301001768094,0.3976937919978809,0.4319462019993807,0.8606402949990297,0.0019406724052690681,0.024896318517458427,0.02704057856512963,0.05387756948785712,1
370,mic_fileid_370_doa148_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.74225,297,290,3,"290,175,350",0,7.0,hark_fileid_370_spk1_hark_music_doa290_gt297.wav,text_fileid_370_doa297_spk1.txt,0.13636363636363635,6,44,1.4293114037750163,1.0293543246261494,-0.3999570791488669,0.7406510821644164,-4.4187449755570976,-5.159396057721514,,,,BY THE TIME THE WAR VESSEL HAD ARRIVED AT DE LOS CAYOS L'OLONNOIS HAD MADE HIS PREPARATION TO ATTACK THE PLACE HE HAD PROCURED TWO LARGE CANOES AND IN THESE HE HAD INTENDED TO ROW UP TO THE TOWN AND LAND WITH HIS MEN,"By the time the war vessel had arrived in Oskaios, long while he'd made his preparation to attack the place, he had procured two large canoes, and in these he had intended to row up to the town and land with his men.",0.02603183999963221,0.40691803899972,0.6286427919985726,1.0615926709979249,0.0015548591138964125,0.024304859800786636,0.03754828604271067,0.06340800495739372,1
371,mic_fileid_371_doa68_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.5555,306,335,3,"190,70,335",2,29.0,hark_fileid_371_spk1_hark_music_doa335_gt306.wav,text_fileid_371_doa306_spk1.txt,0.125,7,56,4.969788837012637,4.777978843486389,-0.19180999352624806,4.905032034594449,3.0780404179743326,-1.8269916166201168,,,,AND WHO BEGAN TO RUB A CROW BAR ON A STONE IN ORDER TO REDUCE IT TO THE PROPER SIZE BARTHOLEMY CAREFULLY KNOCKED ALL THE NAILS OUT OF THE BOARD AND THEN FINDING A LARGE FLAT STONE HE RUBBED DOWN ONE OF THEM UNTIL HE HAD FORMED IT INTO THE SHAPE OF A RUDE KNIFE BLADE,"and who began to roll crowbar on his stone in order to reduce it to the proper size. Bartholomew carefully knocked all the nails out of the board, and then finding a large flat stone, he wrapped down one of them until he had formed it into the shape of a rude knife blade.",0.021445367001433624,0.40668533200005186,0.710910795001837,1.1390414940033224,0.0012953620851942633,0.024564968258285882,0.042941064600998884,0.06880139494447902,1
372,mic_fileid_372_doa161_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.864125,161,110,3,"175,270,110",2,51.0,hark_fileid_372_spk1_hark_music_doa110_gt161.wav,text_fileid_372_doa161_spk1.txt,0.5454545454545454,18,33,6.144106366160891,1.8912438145516703,-4.252862551609221,5.0794684535274115,-2.587094669210981,-7.666563122738392,,,,AND PERHAPS LOST FOREVER TO THE COUNTRY AT LENGTH CONGRESS HAVING SANCTIONED THE ENLARGEMENT OF THEIR OWN LIBRARY THEIR LIBRARIAN MISTER SPOFFORD INDUCED THEM TO PURCHASE THE WHOLE MASS JUST AS IT STOOD,"They have perhaps lost forever in the country. At length, Congress having sanctioned the enlightenment of the soul of my brother's needs. Their librarian, Mr. Spofford, can use them to purchase the whole mass of the house it's good.",0.029266284000186715,0.42264925400013453,0.6112896790000377,1.063205217000359,0.0017354166907673368,0.025062032806335018,0.036247933349642374,0.06304538284674473,1
373,mic_fileid_373_doa55_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,18.24525,176,175,3,"175,90,265",0,1.0,hark_fileid_373_spk1_hark_music_doa175_gt176.wav,text_fileid_373_doa176_spk1.txt,0.15151515151515152,5,33,6.148023837518134,0.7988256053476204,-5.349198232170513,5.1249976054252135,-6.489027629874822,-11.614025235300035,,,,A FEW REMAINED FOR THE SUMMER HERE MEN BUILT BOATS AND ROWED AWAY TO KEECHAWIK AND NEUKLUK CARRYING SUPPLIES FOR HUNTING OR PROSPECTING THE CAPTAIN'S VEGETABLE GARDEN IN THE SAND WAS GROWING RAPIDLY,"A few remained for the summer. Here men built boats and rode away to Hitchhawit in Newclock, hearing supplies for hunting or prospecting. The captain's vegetable garden in the sand was growing rapidly.",0.02893840300021111,0.46098994799831416,0.5446747720015992,1.0346031230001245,0.001586078732832442,0.025266299338091516,0.02985296293564622,0.05670534100657018,1
374,mic_fileid_374_doa92_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.93675,253,260,3,"195,260,90",1,7.0,hark_fileid_374_spk1_hark_music_doa260_gt253.wav,text_fileid_374_doa253_spk1.txt,0.18181818181818182,6,33,5.360862588598945,3.4018407724455084,-1.9590218161534363,4.2226649226940935,0.7510660324566266,-3.471598890237467,,,,CORONEL SHOOK HIM SOLEMNLY BY THE HAND I CONGRATULATE YOUR ROYAL HIGHNESS I WILL ANNOUNCE YOUR DECISION TO THE PRINCESS SHE WILL BE MUCH AMU MUCH DELIGHTED AND HE TURNED INTO THE PALACE,"Cornell shook him, solved him by the hand. I congratulate you, Your Royal Highness. I will announce your decision to the princess. She will be much delighted, and he turned into the palace.",0.02482364800016512,0.40561476899893023,0.448053127998719,0.8784915449978143,0.0014656677343743707,0.02394879590233842,0.026454492626904157,0.05186895626361695,1
375,mic_fileid_375_doa192_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.489375,336,340,3,"180,285,340",2,4.0,hark_fileid_375_spk1_hark_music_doa340_gt336.wav,text_fileid_375_doa336_spk1.txt,0.16666666666666666,6,36,5.547280629662394,4.1422071000792275,-1.4050735295831664,4.430446024868288,2.058509246538473,-2.3719367783298146,,,,AFTER TWENTY FOUR EVENTFUL HOURS OUR TWO STUDENTS OF HUMAN MOTIVES FOUND THEMSELVES TOGETHER AGAIN BY THE FIREPLACE IN THE OLD GEORGE SMOKING ROOM THEY HAD RESUMED THEIR OVERNIGHT CONVERSATION IN A STATE OF CONSIDERABLE TENSION,"After 24 eventful hours, our two students of human motives found themselves together again by the fireplace in the old George smoking booth. They had resumed their overnight conversation in a state of considerable tension in the region.",0.025772462999157142,0.4006654750010057,0.4712751000006392,0.897713038000802,0.001562973914969921,0.024298402759413605,0.028580531402836024,0.05444190807721955,1
376,mic_fileid_376_doa40_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,16.916,104,95,3,"95,30,155",0,9.0,hark_fileid_376_spk1_hark_music_doa95_gt104.wav,text_fileid_376_doa104_spk1.txt,0.2564102564102564,10,39,4.207004595632226,-0.7841352569251598,-4.991139852557385,2.8719207981273085,-11.087197861200996,-13.959118659328304,,,,I VISUALIZED THEM JUST AS I COULD CLOSE MY EYES AND VISUALIZE FOR EXAMPLE THE FIREPLACE IN THE LIVING ROOM OF MY OWN HOME I LOOKED DOWN AT THE GIRL SHE WAS FROWNING AND HER EYES WERE VERY WIDE,"I visualized them just as I could close my eyes and visualize, for example, the fireplace in the living room of my own home. I looked down at the girl, she was frowning, and her eyes were very wide. But in plain fair imaginations by the issue of circulars.",0.026596147999953246,0.40715155499856337,0.6294413800023904,1.063189083000907,0.0015722480491814404,0.024069020749501263,0.03720982383556339,0.0628510926342461,1
377,mic_fileid_377_doa285_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,15.4635,285,280,3,"280,345,190",0,5.0,hark_fileid_377_spk1_hark_music_doa280_gt285.wav,text_fileid_377_doa285_spk1.txt,0.09375,3,32,5.282684965567038,0.378265616517089,-4.904419349049949,5.169925239836749,-6.44378025076159,-11.613705490598338,,,,IN A LOW TONE AS IF NOT INTENDED FOR THE EAR OF THE VICTIM DIABOLUS FETCH ME THE RED HOT IRON THE EXPEDITION WITH WHICH THAT TONGUE WOULD DISAPPEAR WAS SIMPLY RIDICULOUS,"in a low tone, as if not intended for the ear of the victim, deodorous, fetching the red hot iron. The expedition with which that tongue would disappear was simply ridiculous.",0.021471050000400282,0.36359377699773177,0.4196801130019594,0.8047449400000914,0.0013884987228247345,0.023513032431062293,0.027140046755389103,0.05204157790927613,1
378,mic_fileid_378_doa15_3spk.wav,HARK-LocalizeMUSIC-GHDSS,hark_music,1,17.431375,85,85,3,"85,290,5",0,0.0,hark_fileid_378_spk1_hark_music_doa85_gt85.wav,text_fileid_378_doa85_spk1.txt,0.03225806451612903,1,31,5.474130554708201,4.476405655527016,-0.9977248991811845,4.974589520263749,2.6424247530831013,-2.332164767180648,,,,THE HORRIBLE GLOWING TOOL DISAPPEARED INTO THE NIGHT WHIRLING AS IT FLEW AND FELL FAR AWAY ON THE SNOW THE PRISONER RESUMED DO WHAT YOU PLEASE WITH ME HE WAS DISARMED,"The horrible blowing tool disappeared into the night, whirling as it flew and fell far away on the snow. The prisoner resumed. Do what you please with me. He was disarmed.",0.024269991998153273,0.40764242699879105,0.4177869640006975,0.8496993829976418,0.0013923165555300872,0.02338555776574086,0.02396752774813791,0.04874540206940886,1
