fileid,mic_file,duration_sec,predicted_doa_count,predicted_doas,selected_enhanced_index,selected_doa,selected_rms,selected_enhanced_file,gt_dominant_spk1_doa,selected_doa_error_deg,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,ipdnet2_sec,dsenet_sec,whisper_sec,total_sec,ipdnet2_rtf,dsenet_rtf,whisper_rtf,total_rtf,under_realtime
335,mic_fileid_335_doa43_3spk.wav,14.07575,3,"40,103,331",1,103,0.05660682096091638,enhanced_fileid_335_pred103_idx1_loudest.wav,104,1.0,text_fileid_335_doa104_spk1.txt,0.08108108108108109,3,37,BUT I WAS NATURALLY DESIROUS OF DISCOVERING NEXT WHAT LADY RACHEL HAD SAID AND I ASKED TO SPEAK WITH CRISTEL HER FAR SEEING FATHER MIGHT OR MIGHT NOT HAVE PERCEIVED A CHANCE OF LISTENING TO OUR CONVERSATION,"But I was naturally desirous of discovering next what Lady Rachel had said, and I asked to speak with Crystal. Her far-seeing father might or might not have perceived a chance of listening to our conversation.",0.11831737300008172,3.863186951999978,0.4058413239999936,4.3873456490000535,0.008405759764139155,0.2744569171802553,0.028832660710796487,0.3116953376551909,1
336,mic_fileid_336_doa91_3spk.wav,16.955,3,"44,89,204",1,89,0.060065444750050725,enhanced_fileid_336_pred89_idx1_loudest.wav,91,2.0,text_fileid_336_doa91_spk1.txt,0.02857142857142857,1,35,BUT THE MAJESTIC AND IMPOSING ORDER OF HUMAN SOCIETIES THAT I SOMETIMES FIND MYSELF EMBARRASSED IN ATTACKING CERTAIN ABUSES I LIKE TO REBUILD WITH ONE HAND WHEN I AM COMPELLED TO DESTROY WITH THE OTHER,"but the majestic and opposing order of human societies, that I sometimes find myself embarrassed in attacking certain abuses. I like to rebuild with one hand when I am compelled to destroy with the other.",0.13450176300011663,5.103715121999812,0.3499383929997748,5.588155277999704,0.00793286717783053,0.3010153419050317,0.0206392446475833,0.32958745373044557,1
337,mic_fileid_337_doa165_3spk.wav,17.002,3,"92,165,328",1,165,0.023504812254476256,enhanced_fileid_337_pred165_idx1_loudest.wav,302,137.0,text_fileid_337_doa302_spk1.txt,0.9512195121951219,39,41,WHICH YOU MUST ACKNOWLEDGE TO BE TRUE CERTAINLY MY DEAR NOBODY SAID THERE WERE BUT AS TO NOT MEETING WITH MANY PEOPLE IN THIS NEIGHBOURHOOD I BELIEVE THERE ARE FEW NEIGHBOURHOODS LARGER I KNOW WE DINE WITH FOUR AND TWENTY FAMILIES,"That seems to be the one on the Splatow on which the telegraph cable runs, where multiple soundings have even the contours of the train would be not most accurate. It was on May 17th.",0.14708385899984933,5.027341710999735,0.39530683200018757,5.569732401999772,0.008650973944232993,0.29569119580047853,0.023250607693223596,0.3275927774379351,1
338,mic_fileid_338_doa129_3spk.wav,14.89325,3,"126,176,323",1,176,0.06701886843264902,enhanced_fileid_338_pred176_idx1_loudest.wav,175,1.0,text_fileid_338_doa175_spk1.txt,0.13333333333333333,4,30,SHALL MY FEAR SHALL MY ZEAL SHALL MY JEALOUSY HAVE LEAVE TO SAY TO THEE HAST THOU CONSIDERED MY HEART THAT THERE IS NOT SO PERVERSE A HEART UPON EARTH,"Shall my fear, shall my zeal, shall my jealousy have leaned to Satanee, hast thou considered my heart, that there is not so perverse a heart upon earth?",0.12570999000035954,4.168379671000366,0.3234863600000608,4.617576021000787,0.0084407359038732,0.27988381790410866,0.021720333708227606,0.31004488751620946,1
339,mic_fileid_339_doa48_3spk.wav,16.987875,3,"47,79,221",0,47,0.04971911528942523,enhanced_fileid_339_pred47_idx0_loudest.wav,48,1.0,text_fileid_339_doa48_spk1.txt,0.023255813953488372,1,43,BUT HAS ALWAYS SOUGHT POSITIVELY TO PROVE OR TO DISPROVE SOMETHING THAT WAS CONCEIVED OF OR SUSPECTED IN ADVANCE AS I SUSPECTED SAYS THIS CORRESPONDENT I FOUND THAT THE SNAILS WERE OF A FAMILIAR LAND SPECIES THAT THEY HAD BEEN UPON THE GROUND,"but has always felt positively to prove or to disprove something that was conceived of or suspected in advance. As I suspected, says this correspondent, I found that the snails were of a familiar land species, that they had been upon the ground...",0.15433144000007815,5.047871322999981,0.4373987959997976,5.639601558999857,0.009084799599719104,0.2971455419232824,0.02574770511319383,0.33197804663619535,1
340,mic_fileid_340_doa68_3spk.wav,16.468,3,"65,70,108",0,65,0.06873754324205268,enhanced_fileid_340_pred65_idx0_loudest.wav,68,3.0,text_fileid_340_doa68_spk1.txt,0.07317073170731707,3,41,THOUGH SHE FOUND SOMETHING OF GANEM IN THE OBJETS SHE BEHELD YET IN OTHER RESPECTS HE APPEARED SO DIFFERENT THAT SHE DURST NOT IMAGINE IT WAS HE THAT LAY BEFORE HER UNABLE HOWEVER TO WITHSTAND THE EARNEST DESIRE OF BEING SATISFIED,"Though she found something of Godam in the objects she beheld, yet in other respects he appeared so different that she durst not imagine it was he that laid before her. Unable, however, to withstand the earnest desire of being satisfied.",0.13771799200003443,5.055127330999767,0.44239094599970485,5.635236268999506,0.008362763662863397,0.3069666827179844,0.02686367172696775,0.34219311810781555,1
341,mic_fileid_341_doa16_3spk.wav,17.56025,3,"16,138,193",2,193,0.037771150631500536,enhanced_fileid_341_pred193_idx2_loudest.wav,196,3.0,text_fileid_341_doa196_spk1.txt,0.23529411764705882,8,34,ARE LONG SLENDER SHARP NOSED SLIPPERY PEOPLE WITH A FRINGE OF FINS ALONG THEIR BACKS AND ANOTHER FRINGE ALONG THEIR BELLIES THEY BREATHE THROUGH VERY SMALL GILL OPENINGS IN THE BACKS OF THEIR HEADS,"are walnut, slender, sharp-nosed, slippery people with a fring of fins along their backs and another fring along their bellies. They bring it through very small bill openings in the backs of their heads.",0.14199852299998383,5.3633500529999765,0.41663912800004255,5.921987704000003,0.008086361128115137,0.3054256091456543,0.023726264033828822,0.3372382343075983,1
342,mic_fileid_342_doa2_3spk.wav,16.911375,3,"55,57,357",1,57,0.04912768871312565,enhanced_fileid_342_pred57_idx1_loudest.wav,60,3.0,text_fileid_342_doa60_spk1.txt,0.11666666666666667,7,60,AND AS I WAS GOING ALONG MY HEART WAS EVEN OVERWHELMED WITH THE THOUGHTS OF MY CONDITION AND THAT I SHOULD HAVE CHILDREN AND A NATION WHICH I KNEW NOT RULED OVER THEM WHEREUPON I EARNESTLY ENTREATED THE LORD THAT HE WOULD CONSIDER MY LOW ESTATE AND SHOW ME A TOKEN FOR GOOD AND IF IT WERE HIS BLESSED WILL,"And as I was going along, my heart was even overwhelmed with the thoughts of my condition, and that I should have children and a nation which I knew not, will look whereupon I earnestly insured the Lord, that he would consider my lowest state and show me a token for good, and if it were his last will.",0.14044095899998865,5.0404473570001755,0.588583620999998,5.769471937000162,0.008304526332127853,0.29805071184337023,0.03480400742104045,0.34115924559653854,1
343,mic_fileid_343_doa17_3spk.wav,16.14975,3,"16,52,200",1,52,0.07869048023416668,enhanced_fileid_343_pred52_idx1_loudest.wav,53,1.0,text_fileid_343_doa53_spk1.txt,0.16666666666666666,9,54,THEO'S IN GOINGS AND OUT GOINGS ARE SCARCELY OUR BUSINESS SO LONG AS SHE ENJOYS HERSELF SHE SAID PRESENT MY REGARDS TO THE MISS GOWERS MY DEAR AND SAY I REGRET THAT MY HEALTH DOES NOT PERMIT ME TO ACCOMPANY YOU A POLITE FICTION BY THE WAY AS MY LADY WAS LOOKING HER BEST,"Theo's ingoings and outgoings are scarcely our business, so long as she enjoys herself, she said. Present my regards to the misgowers, my dear, and say I regret that my health did not permit me to accompany you. And play fiction, by the way, as my lady was looking her best.",0.14077994999979637,4.691441737000332,0.564077917999839,5.396299604999967,0.008717159708342009,0.29049624526697515,0.03492796594373529,0.33414137091905244,1
344,mic_fileid_344_doa9_3spk.wav,17.27225,3,"4,45,209",2,209,0.028872847241955737,enhanced_fileid_344_pred209_idx2_loudest.wav,314,105.0,text_fileid_344_doa314_spk1.txt,1.2307692307692308,48,39,ONE SPRING AFTER THEY HAD BEEN IN THAT LAND FOR FOUR YEARS ERIC SAID MY EYES ARE HUNGRY FOR THE SIGHT OF MEN AND GREEN FIELDS AGAIN MY STOMACH IS SICK OF SEAL AND WHALE AND BEAR MY THROAT,"I doubt that we shall come out by the way that we would. I've dared at the professor with a good deal of mistrust. I asked, was he not touched in the brain? And yet there was method in his madness. And now let us go to breakfast, said he.",0.15981134399999064,5.148478706999867,0.529485472000033,5.837775522999891,0.009252491366208261,0.29807805624628336,0.030655269116648558,0.3379858167291402,1
345,mic_fileid_345_doa61_3spk.wav,16.96025,3,"59,151,313",0,59,0.041426702209291594,enhanced_fileid_345_pred59_idx0_loudest.wav,61,2.0,text_fileid_345_doa61_spk1.txt,0.0,0,33,IN SUCH A WORLD THE MENTAL OR THE PHYSICAL STATUS OF ANY PIECE OF EXPERIENCE WOULD BE UNEQUIVOCAL WHEN ACTIVE IT WOULD FIGURE IN THE PHYSICAL AND WHEN INACTIVE IN THE MENTAL GROUP,"In such a world, the mental or the physical status of any piece of experience would be unequivocal. When active, it would figure in the physical, and when inactive, in the mental group.",0.18237078299989662,5.069101137999951,0.37565208399973926,5.627124004999587,0.010752835777768407,0.2988812746274348,0.022148970917276533,0.33178308132247974,1
346,mic_fileid_346_doa62_3spk.wav,16.81725,3,"58,62,95",0,58,0.02926245884803368,enhanced_fileid_346_pred58_idx0_loudest.wav,292,126.0,text_fileid_346_doa292_spk1.txt,0.9183673469387755,45,49,IT WAS THAT SAME DAY THAT THE THREE BOYS FROM BRIGHTON WERE FOR THE FIRST TIME ASSIGNED TO A REGULAR UNIT OF THE SIGNAL CORPS ALSO WITH A REAL THRILL THEY LEARNED THAT THEY WERE ALMOST IMMEDIATELY TO SEE WAR SERVICE FOR AMERICAN TROOPS WERE ALREADY IN THE TRENCHES,"Upside-down baskets from which wide leaves and long red twigs were gracefully trailing. They swam with quiverings of their four leaf-like arms, letting the opulent tresses of their toticles dangle in the drift.",0.14161822300002314,4.884037586999966,0.41963697500023045,5.44529278500022,0.008421009558639083,0.2904183256477703,0.02495277022106649,0.32379210542747594,1
347,mic_fileid_347_doa18_3spk.wav,17.064625,3,"16,19,194",0,16,0.04008124517935661,enhanced_fileid_347_pred16_idx0_loudest.wav,18,2.0,text_fileid_347_doa18_spk1.txt,0.030303030303030304,1,33,HE REMEMBERED HAVING HEARD FROM THE OLD OLD PEOPLE OF THE TRIBE THAT THERE WAS A PATH THAT LED TO THE LAND OF SOULS THAT IF YOU SOUGHT CAREFULLY YOU COULD FIND IT,"You remembered having heard from the old, old people of the tribe that there was a path that led to the land of souls, that if you sought carefully, you could find it.",0.13545324899996558,5.072912155999347,0.3322056479996718,5.540571052998985,0.007937663382580373,0.2972765095042726,0.019467503563639504,0.32468167645049245,1
348,mic_fileid_348_doa57_3spk.wav,17.426125,3,"53,65,177",2,177,0.054020041141137384,enhanced_fileid_348_pred177_idx2_loudest.wav,173,4.0,text_fileid_348_doa173_spk1.txt,0.1956521739130435,9,46,ONLY TO FIND EVERY SEMBLANCE OF A ROAD GONE I LOST MORE THAN A HALF DAY'S PRECIOUS TIME AND AGAIN WAS THROWN INTO ANXIETY LEST I HAD MISSED THE LONG SOUGHT TRAIN THE NEXT INCIDENT THAT I REMEMBER VIVIDLY WAS MY ATTEMPT TO CROSS THE COLUMBIA,"only to find every sublance of the road gone. I lost more than a half a day's precious time, and again was thrown into anxiety, lest I'd miss the long-stop train. The next incident that I remember fiddly was my attempt to cross the Columbia.",0.14996205900024506,5.2493958269997165,0.5438816109999607,5.943239496999922,0.008605588391007472,0.3012371268425836,0.031210702953178675,0.3410534181867697,1
349,mic_fileid_349_doa87_3spk.wav,16.440875,3,"0,92,168",2,168,0.05917652011928255,enhanced_fileid_349_pred168_idx2_loudest.wav,166,2.0,text_fileid_349_doa166_spk1.txt,0.21875,7,32,AND I FOUND NO BETTER OR MORE CONGENIAL COMPANIONS ON BOARD THE SHIP THAN THESE FOUR HONEST HARD WORKING WOMEN SO FULL OF HOPE COURAGE AND GOOD SENSE AS WELL AS CHRISTIANITY,"And I found no better or more congenial companions on board the ship than these more honest, hardworking women. Self-report, courage and good sense, as well as Christianity.",0.14501891899999464,4.826739709999856,0.3486983479997434,5.320456976999594,0.008820632660974227,0.29358168041541927,0.021209232963558415,0.32361154603995196,1
350,mic_fileid_350_doa97_3spk.wav,15.88575,3,"92,207,332",2,332,0.028870742237532564,enhanced_fileid_350_pred332_idx2_loudest.wav,216,116.0,text_fileid_350_doa216_spk1.txt,1.0227272727272727,45,44,VERY CROSS AND I DON'T WONDER I'M A GREAT TRIAL TO HER SHE WAS TERRIBLY MORTIFIED ABOUT THE PUDDING SAUCE LAST WEEK WE HAD A PLUM PUDDING FOR DINNER ON TUESDAY AND THERE WAS HALF THE PUDDING AND A PITCHERFUL OF SAUCE LEFT OVER,"What I do not believe it is an easy thing to frighten a child into going to sleep. If I found it necessary to make a youngster take a nap, I should say nothing of the condition of affairs at Cuba, or of the persecutions of the Armenians.",0.13579064900022786,4.6447079670001585,0.47007409600018946,5.250572712000576,0.008547953291486261,0.292382038430679,0.029590928725441952,0.33052092044760717,1
351,mic_fileid_351_doa35_3spk.wav,15.55575,3,"35,91,208",0,35,0.040981665005707886,enhanced_fileid_351_pred35_idx0_loudest.wav,35,0.0,text_fileid_351_doa35_spk1.txt,0.07142857142857142,2,28,BUT HE WAS RESOLVED TO MARRY HER HAROON THOUGHT THIS SUCH AN EXTRAORDINARY STORY THAT HE ORDERED HIS HISTORIOGRAPHER TO COMMIT IT TO WRITING WITH ALL ITS CIRCUMSTANCES,But he was resolved to marry her. Haroun thought this such an extraordinary story that he ordered his historiographer to commit it to rhyming with all its circumstances.,0.13317225299988422,4.456540073999804,0.305278656000155,4.894990982999843,0.008560966395055476,0.2864882807964774,0.019624811147013487,0.3146740583385464,1
352,mic_fileid_352_doa234_3spk.wav,16.027625,3,"27,196,234",2,234,0.05303069174983111,enhanced_fileid_352_pred234_idx2_loudest.wav,234,0.0,text_fileid_352_doa234_spk1.txt,0.21052631578947367,8,38,AND TO SHOW SOME DEGREE OF PRECIPITANCY AND INDISCRETION MOVED BY THIS EXAMPLE THE HOUSE OF PEERS WERE ROUSED FROM THEIR INACTIVITY AND CLAIMED LIBERTY FOR THE EARL OF ARUNDEL WHO HAD BEEN LATELY CONFINED IN THE TOWER,"and to show some degree of precipitancy and indiscretion. Walked by this example, the house appears more roused from their inactivity and claims liberty for the girl of Perendale, who had been likely confined in the tower.",0.16073621200030175,4.639777105000121,0.4574589250000827,5.2579722420005055,0.01002869807599702,0.28948625295389185,0.02854190343236023,0.3280568544622491,1
353,mic_fileid_353_doa27_3spk.wav,17.324,3,"24,28,356",2,356,0.07527647215813847,enhanced_fileid_353_pred356_idx2_loudest.wav,354,2.0,text_fileid_353_doa354_spk1.txt,0.02564102564102564,1,39,HOLD YOUR TONGUE SAID UNCLE JOHN I SAY I'VE GOT THREE NIECES AS FINE A TRIO OF INTELLIGENT SWEET AND ATTRACTIVE YOUNG WOMEN AS YOU'LL RUN ACROSS IN A MONTH OF SUNDAYS I DARE YOU TO DENY IT SIR,"Hold your tongue, said Uncle John. I say I've got three nieces, as by a trio of intelligent, sweet and attractive young women as you'll run across in a month of Sundays. I dare you to deny it, sir.",0.14439609400005793,5.145957679000276,0.39764198900002157,5.687995762000355,0.008335031978761136,0.2970421195451556,0.02295324341953484,0.32833039494345156,1
354,mic_fileid_354_doa100_3spk.wav,17.23375,3,"97,198,340",2,340,0.0552914426905875,enhanced_fileid_354_pred340_idx2_loudest.wav,331,9.0,text_fileid_354_doa331_spk1.txt,0.6730769230769231,35,52,A PICTURE TO WRING THE HEART OF THE ONLOOKER WITH ENVY OR SYMPATHY ACCORDING TO HIS NATURE BUT THERE WAS ONLY ONE ONLOOKER A MAN OF FORTY OR THEREABOUTS WHO PAUSED FOR AN INSTANT UNDER THE GREAT GATE OF THE CASTLE AND TOOK IN THE FULL CHARM AND MEANING OF THE SCENE,"A district no longer has an onlooker with any authenticity according to its nature. But there was only one onlooker, a man of form in the area though, so power was in his hand under the Glint standard decalcule and took him to full power in any means of pursuing him.",0.1385969699999805,5.135112240000126,0.6093864889999168,5.883095699000023,0.0080421829259436,0.2979683609197143,0.03536006318995673,0.3413706070356146,1
355,mic_fileid_355_doa22_3spk.wav,16.643125,3,"23,168,173",0,23,0.04329278934638617,enhanced_fileid_355_pred23_idx0_loudest.wav,285,98.0,text_fileid_355_doa285_spk1.txt,1.0263157894736843,39,38,CARRIED DAINTY MESSES TO THEIR SICK RESOLVED BEFORE LONG TO TEACH AT THE SCHOOL WHERE HER FATHER WENT EVERY DAY AS TO AN APPOINTED TASK BUT SHE WAS CONTINUALLY TEMPTED OFF TO GO AND SEE SOME INDIVIDUAL FRIEND,"Her face was small, white, and pink, also much freckled. Her mouth was large and so were her eyes, which looked green in some lights and moods, and gray in others. So far the ordinary observer, an extraordinary observer.",0.1464057490002233,4.89152566499979,0.4567168819999097,5.494648295999923,0.008796770378172565,0.2939066830898518,0.02744177442637183,0.3301452278943962,1
356,mic_fileid_356_doa17_3spk.wav,16.634375,3,"24,95,182",2,182,0.04714446288477415,enhanced_fileid_356_pred182_idx2_loudest.wav,181,1.0,text_fileid_356_doa181_spk1.txt,0.08108108108108109,3,37,BUT TO WHOM THEY HAD LATTERLY ADVANCED MONEY THE LETTERS HINTED AT THE UTTER INSOLVENCY OF THIS MANUFACTURER THEY HAD URGED THEIR CORRESPONDENT TO GIVE THEM HIS NAME IN CONFIDENCE AND THIS MORNING'S LETTER HAD BROUGHT IT,"But to whom they had later the advanced money. The letters hinted at the utter insolvency of this manufacturer. They had urged their correspondent to give them his name and confidence, and this morning's letter had brought it.",0.14108518000011827,4.893515726999794,0.4174058049998166,5.452006711999729,0.008481543791102358,0.29418091915084243,0.025092965921461832,0.32775542886340664,1
357,mic_fileid_357_doa155_3spk.wav,15.672625,3,"5,109,168",2,168,0.003493025897224343,enhanced_fileid_357_pred168_idx2_loudest.wav,234,66.0,text_fileid_357_doa234_spk1.txt,1.0,37,37,POSSIBLY THERE IS SOMETHING YOU OUGHT TO DO AND ARE NOT DOING AND THAT IS WHY YOU CANNOT REST I THINK JESUS WOULD GIVE NO REST EXCEPT IN THE WAY OF LEARNING OF HIM HELEN'S SOBS CEASED,,0.13124894699967626,4.516841038000166,0.07585340300011012,4.723943387999952,0.008374407414180858,0.28819939467703504,0.004839865880802362,0.30141366797201824,1
358,mic_fileid_358_doa96_3spk.wav,15.0745,3,"91,208,332",2,332,0.051123079215891945,enhanced_fileid_358_pred332_idx2_loudest.wav,326,6.0,text_fileid_358_doa326_spk1.txt,0.8666666666666667,26,30,AND TO WARN YO IF NEED WERE MY MOTHER NIVER BADE YO TO COME SPYING AFTER ME AND BLAMING ME FOR SEEING A LAD AS MY FEYTHER THINKS WELL ON,"I don't want to speak to you. My mother never did that to come spy on us, Billy. I don't want to interfere and lie with my father, things are wrong.",0.12651549600013823,4.263459071000398,0.35666388700019525,4.746638454000731,0.008392682742388684,0.282825902749703,0.02366008073237555,0.3148786662244672,1
359,mic_fileid_359_doa92_3spk.wav,17.17175,3,"90,180,306",0,90,0.027904672225103653,enhanced_fileid_359_pred90_idx0_loudest.wav,291,159.0,text_fileid_359_doa291_spk1.txt,0.9545454545454546,42,44,AND A STORM OF LAUGHTER RIPPLED ROUND THE THRONG OF HEADS SHE HEARD AN INDRAWN HISS BEHIND HER CHAIR AND THE NEXT INSTANT AN EXCLAMATION FROM MABEL WHAT WAS THAT THERE WAS A SHARP CRACK AND THE TINY GESTICULATING FIGURE STAGGERED BACK A STEP,"A boy I've laid herist upon my mind, particularly the narrowness of my circumstances, and the loss of my fortune by the damage of my goods at sea. I told her also that I had a mother and her brother in Virginia, good circumstances.",0.14365905099975862,5.103984414000024,0.4548050069997771,5.70244847199956,0.008366011093788265,0.2972314652845531,0.026485652714474478,0.33208312909281584,1
360,mic_fileid_360_doa3_3spk.wav,16.78425,3,"4,22,104",2,104,0.05012381480211831,enhanced_fileid_360_pred104_idx2_loudest.wav,104,0.0,text_fileid_360_doa104_spk1.txt,0.08823529411764706,3,34,WHOSE EYES WERE CLOSED HIS COUNTENANCE PALE DISFIGURED AND BATHED IN TEARS SHE GAZED EARNESTLY ON HIM HER HEART BEAT AND SHE FANCIED SHE BEHELD GANEM BUT YET SHE WOULD NOT BELIEVE HER EYES,"whose eyes were closed, his countenance pale, disfigured, and bathed in tears. She gazed earnestly on him, her heart beat, and she fancied Jimmy Held gone, but yet she would not believe her eyes.",0.13965660099984234,4.906970278999779,0.45506554300027346,5.501692422999895,0.008320693566876229,0.2923556476458453,0.02711265281441074,0.3277889940271323,1
361,mic_fileid_361_doa8_3spk.wav,15.306875,3,"17,186,236",2,236,0.05809473330217624,enhanced_fileid_361_pred236_idx2_loudest.wav,230,6.0,text_fileid_361_doa230_spk1.txt,0.07692307692307693,3,39,MODE BEARD THE OYSTERS AND SCALD THEM IN THEIR OWN LIQUOR THEN ADD IT WELL STRAINED TO THE BROTH THICKEN WITH THE BUTTER AND FLOUR AND SIMMER FOR ONE QUARTER OF AN HOUR PUT IN THE OYSTERS STIR WELL,"No, burn the oysters and scald them in their own liquor. Then add it well strained to the broth. Sliced with the butter and flour and simmer for one quarter of an hour. Put in the oysters, stir well.",0.13335651000033977,4.294875134999984,0.44427363999966474,4.872505284999988,0.008712196970337824,0.2805847134049232,0.029024450777814854,0.3183213611530759,1
362,mic_fileid_362_doa47_3spk.wav,16.986,3,"46,83,138",2,138,0.02600881214816186,enhanced_fileid_362_pred138_idx2_loudest.wav,265,127.0,text_fileid_362_doa265_spk1.txt,0.9583333333333334,46,48,QUITE REPLIED THORNDYKE I HAVE ENTERTAINED IT FROM THE FIRST AND THE NEW FACTS THAT YOU HAVE GATHERED INCREASE ITS PROBABILITY YOU REMEMBER I SAID THAT FOUR HYPOTHESES WERE POSSIBLE THAT THE ROBBERY WAS COMMITTED EITHER BY REUBEN BY WALTER BY JOHN HORNBY OR BY SOME OTHER PERSON,"Mrs. Dinsmore and Adelaide approached the tree and began the pleasant task of distributing the gifts. Everything was labeled, and each, as his or her name was called out, stepped forward to receive the present. Now I had been forgotten. Each had something.",0.14709302699975524,5.0975392119999015,0.4834117950003929,5.72804403400005,0.008659662486739387,0.3001023909101555,0.028459425114823553,0.3372214785117184,1
363,mic_fileid_363_doa95_3spk.wav,16.91775,3,"90,182,343",2,343,0.03803994379745089,enhanced_fileid_363_pred343_idx2_loudest.wav,336,7.0,text_fileid_363_doa336_spk1.txt,0.96,24,25,CHARLES GAVE THEM A GRACIOUS AND A COMPLIANT ANSWER TO ALL THEIR REMONSTRANCES HE WAS HOWEVER IN HIS HEART EXTREMELY AVERSE TO THESE FURIOUS MEASURES,About 100ä Lucenz open college not 2 hours inTo all emotions to write and worthin centres bipartitte speedent and maxi easy on this logic,0.15017780200014386,5.0611799690000225,1.9767287059999035,7.18808647700007,0.008876937063152242,0.29916389407575017,0.11684347540304729,0.4248843065419497,1
364,mic_fileid_364_doa50_3spk.wav,16.970625,3,"44,202,345",2,345,0.038014702410908194,enhanced_fileid_364_pred345_idx2_loudest.wav,345,0.0,text_fileid_364_doa345_spk1.txt,0.0,0,32,DEAR ME IT IS A SAD PITY YOU CANNOT FLY YOURSELF BUT I HAVE NO TIME TO LOOK FOR ANOTHER NURSE NOW SO YOU WILL DO YOUR BEST I HOPE DEAR DEAR,"Dear me, it is a sad pity you cannot fly yourself. But I have no time to look for another nurse now. So you will do your best, I hope. Dear, dear.",0.16489676100036377,5.100728152000556,0.3778996789997109,5.643524592000631,0.00971659918243222,0.3005621862483295,0.022267870452603304,0.332546655883365,1
365,mic_fileid_365_doa174_3spk.wav,17.051875,3,"92,175,203",1,175,0.028223315529447488,enhanced_fileid_365_pred175_idx1_loudest.wav,212,37.0,text_fileid_365_doa212_spk1.txt,0.975609756097561,40,41,THIS THIRD BOOK THE STORY OF ANCIENT IRISH CIVILISATION GIVES IN SIMPLE PLAIN LANGUAGE AN ACCOUNT OF THE CONDITION OF THE COUNTRY IN THE OLDEN TIME BUT AS IT IS HERE TO SPEAK FOR ITSELF I NEED NOT DESCRIBE IT FURTHER,"And we shall have everything perfect. The Duke is going to look after every single thing. Oh, my dear, she added, kissing me. You're in luck. It's a millionaire who makes your path for you.",0.14202679800018814,5.077846717000284,0.4148825800002669,5.634756095000739,0.008329101521104755,0.2977881738518658,0.024330613495598983,0.3304478888685696,1
366,mic_fileid_366_doa75_3spk.wav,15.865125,3,"2,76,181",2,181,0.053949428761975206,enhanced_fileid_366_pred181_idx2_loudest.wav,180,1.0,text_fileid_366_doa180_spk1.txt,0.21052631578947367,8,38,UP STEPPED THE SERVANT'S COMRADE AND KNOCKED UPON THE DOOR RAP TAP TAP BY AND BY IT WAS OPENED A CRACK AND THERE STOOD AN UGLY OLD WOMAN BLEAR EYED AND CROOKED AND GNARLED AS A WINTER TWIG,"Up stepped the servant's covran and knocked upon the door. Ratt, tap, tap. By and by, it would open the crowd, and there stood an ugly old woman, leeried and crooked, and gnarled as a winter twig.",0.13761966700030825,4.521183134000239,0.4812627690002955,5.140065570000843,0.008674351257888497,0.28497620623854136,0.03033463455222039,0.3239851920486503,1
367,mic_fileid_367_doa110_3spk.wav,16.839375,3,"7,102,181",1,102,0.01595460812554673,enhanced_fileid_367_pred102_idx1_loudest.wav,261,159.0,text_fileid_367_doa261_spk1.txt,0.9230769230769231,36,39,IT WAS HER OWN HEART SINKING WITH ALARM AND TERROR AND OVERFLOWING WITH LOVE SHE OPENED THE DOOR AND STEPPED ACROSS THE THRESHOLD AND ONTO THE COLD DAMP EARTHEN FLOOR OF THE PASSAGE THE COLD SHE FELT REFRESHED HER,"But I wonder if ten night while, all day in the sleep, you could hear men talking in the veins, smelt through the dips and upon. We found comfort in the Charlotte thought of the Etonation.",0.1359636289998889,4.8783067490003305,0.3699431800000639,5.384213558000283,0.008074149367175973,0.2896964257284092,0.02196893768326104,0.3197395127788462,1
368,mic_fileid_368_doa76_3spk.wav,15.353375,3,"69,85,298",0,69,0.044096363585622786,enhanced_fileid_368_pred69_idx0_loudest.wav,76,7.0,text_fileid_368_doa76_spk1.txt,0.0,0,32,BUT WITH THE PROSPECT BEFORE HIM OF APPROACHING AN INEVITABLE ANNIHILATION HIS AVARICE WOULD BE LIKELY TO GET THE VICTORY OVER HIS CAUTION HIS VANITY OR HIS AMBITION AN AMBITIOUS MAN TOO,"But with the prospect before him of approaching an inevitable annihilation, his avarice would be likely to get the victory over his caution, his vanity, or his ambition. An ambitious man too.",0.13034586200001286,4.288826302999951,0.3660999250000714,4.785272090000035,0.008489720468627442,0.279340946404289,0.02384491520594471,0.31167558207886115,1
369,mic_fileid_369_doa27_3spk.wav,15.974,3,"27,73,172",1,73,0.030293759050783638,enhanced_fileid_369_pred73_idx1_loudest.wav,75,2.0,text_fileid_369_doa75_spk1.txt,0.14285714285714285,4,28,WHEN SHE PAUSED IN HER LAMENTATIONS ADORABLE PRINCESS SAID HE WHY DO YOU MOURN YOUR TROUBLES ARE NOT WITHOUT REMEDY WHO SPEAKS TO ME SO GENTLY ASKED SHE,"When she paused in her levitation, adorable Princess, that's me, why do you mourn? Your troubles are not without remedy. Who speaks to me so gently, as she?",0.13255175299991606,4.672444946000269,0.3560208049998437,5.161017504000029,0.008297968761732569,0.2925031267059139,0.022287517528474,0.32308861299612046,1
