fileid,mic_file,output_dir,output_prefix,command,returncode,elapsed_sec,stdout_log,stderr_log,separated_wav_count
312,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_312_doa88_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_312,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_312/hark_fileid_312_mic_fileid_312_doa88_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_312/runtime_fileid_312.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_312_doa88_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_312/hark_fileid_312_mic_fileid_312_doa88_3spk',0,6.558572224000272,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_312.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_312.stderr.log,5
313,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_313_doa50_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_313,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_313/hark_fileid_313_mic_fileid_313_doa50_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_313/runtime_fileid_313.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_313_doa50_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_313/hark_fileid_313_mic_fileid_313_doa50_3spk',0,7.630092892999528,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_313.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_313.stderr.log,5
314,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_314_doa25_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_314,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_314/hark_fileid_314_mic_fileid_314_doa25_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_314/runtime_fileid_314.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_314_doa25_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_314/hark_fileid_314_mic_fileid_314_doa25_3spk',0,6.115871193000203,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_314.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_314.stderr.log,3
315,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_315_doa207_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_315,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_315/hark_fileid_315_mic_fileid_315_doa207_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_315/runtime_fileid_315.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_315_doa207_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_315/hark_fileid_315_mic_fileid_315_doa207_3spk',0,7.565060553999501,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_315.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_315.stderr.log,9
316,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_316_doa105_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_316,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_316/hark_fileid_316_mic_fileid_316_doa105_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_316/runtime_fileid_316.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_316_doa105_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_316/hark_fileid_316_mic_fileid_316_doa105_3spk',0,6.7506491779995486,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_316.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_316.stderr.log,7
317,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_317_doa4_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_317,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_317/hark_fileid_317_mic_fileid_317_doa4_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_317/runtime_fileid_317.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_317_doa4_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_317/hark_fileid_317_mic_fileid_317_doa4_3spk',0,7.822355293999863,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_317.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_317.stderr.log,7
318,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_318_doa38_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_318,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_318/hark_fileid_318_mic_fileid_318_doa38_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_318/runtime_fileid_318.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_318_doa38_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_318/hark_fileid_318_mic_fileid_318_doa38_3spk',0,7.672886778999782,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_318.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_318.stderr.log,8
319,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_319_doa41_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_319,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_319/hark_fileid_319_mic_fileid_319_doa41_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_319/runtime_fileid_319.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_319_doa41_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_319/hark_fileid_319_mic_fileid_319_doa41_3spk',0,6.847794272000101,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_319.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_319.stderr.log,5
320,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_320_doa73_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_320,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_320/hark_fileid_320_mic_fileid_320_doa73_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_320/runtime_fileid_320.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_320_doa73_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_320/hark_fileid_320_mic_fileid_320_doa73_3spk',0,6.694320650000918,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_320.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_320.stderr.log,3
321,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_321_doa43_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_321,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_321/hark_fileid_321_mic_fileid_321_doa43_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_321/runtime_fileid_321.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_321_doa43_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_321/hark_fileid_321_mic_fileid_321_doa43_3spk',0,7.935974379999607,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_321.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_321.stderr.log,8
322,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_322_doa9_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_322,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_322/hark_fileid_322_mic_fileid_322_doa9_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_322/runtime_fileid_322.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_322_doa9_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_322/hark_fileid_322_mic_fileid_322_doa9_3spk',0,6.386692867999955,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_322.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_322.stderr.log,5
323,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_323_doa100_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_323,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_323/hark_fileid_323_mic_fileid_323_doa100_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_323/runtime_fileid_323.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_323_doa100_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_323/hark_fileid_323_mic_fileid_323_doa100_3spk',0,6.155711608000274,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_323.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_323.stderr.log,5
324,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_324_doa14_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_324,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_324/hark_fileid_324_mic_fileid_324_doa14_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_324/runtime_fileid_324.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_324_doa14_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_324/hark_fileid_324_mic_fileid_324_doa14_3spk',0,6.843697326999973,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_324.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_324.stderr.log,5
325,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_325_doa27_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_325,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_325/hark_fileid_325_mic_fileid_325_doa27_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_325/runtime_fileid_325.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_325_doa27_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_325/hark_fileid_325_mic_fileid_325_doa27_3spk',0,6.939253896000082,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_325.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_325.stderr.log,4
326,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_326_doa143_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_326,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_326/hark_fileid_326_mic_fileid_326_doa143_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_326/runtime_fileid_326.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_326_doa143_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_326/hark_fileid_326_mic_fileid_326_doa143_3spk',0,7.181437916000505,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_326.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_326.stderr.log,4
327,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_327_doa189_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_327,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_327/hark_fileid_327_mic_fileid_327_doa189_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_327/runtime_fileid_327.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_327_doa189_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_327/hark_fileid_327_mic_fileid_327_doa189_3spk',0,5.826881900999069,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_327.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_327.stderr.log,3
328,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_328_doa119_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_328,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_328/hark_fileid_328_mic_fileid_328_doa119_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_328/runtime_fileid_328.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_328_doa119_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_328/hark_fileid_328_mic_fileid_328_doa119_3spk',0,8.155472667998765,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_328.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_328.stderr.log,6
329,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_329_doa12_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_329,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_329/hark_fileid_329_mic_fileid_329_doa12_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_329/runtime_fileid_329.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_329_doa12_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_329/hark_fileid_329_mic_fileid_329_doa12_3spk',0,7.412198333999186,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_329.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_329.stderr.log,5
330,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_330_doa67_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_330,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_330/hark_fileid_330_mic_fileid_330_doa67_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_330/runtime_fileid_330.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_330_doa67_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_330/hark_fileid_330_mic_fileid_330_doa67_3spk',0,6.688650776999566,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_330.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_330.stderr.log,3
331,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_331_doa39_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_331,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_331/hark_fileid_331_mic_fileid_331_doa39_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_331/runtime_fileid_331.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_331_doa39_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_331/hark_fileid_331_mic_fileid_331_doa39_3spk',0,7.009439215000384,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_331.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_331.stderr.log,5
332,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_332_doa4_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_332,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_332/hark_fileid_332_mic_fileid_332_doa4_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_332/runtime_fileid_332.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_332_doa4_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_332/hark_fileid_332_mic_fileid_332_doa4_3spk',0,6.050008181000521,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_332.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_332.stderr.log,4
333,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_333_doa167_3spk.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_333,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_333/hark_fileid_333_mic_fileid_333_doa167_3spk,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_333/runtime_fileid_333.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_333_doa167_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_outputs/fileid_333/hark_fileid_333_mic_fileid_333_doa167_3spk',0,7.0317974659992615,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_333.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n/official_hark_logs/hark_fileid_333.stderr.log,4
