fileid,chunk_count,chunk_indices,chunk_mic_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,input_audio_mode,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
315,5,"1,2,3,4,5",mic_fileid_315_doa207_3spk_1.wav|mic_fileid_315_doa207_3spk_2.wav|mic_fileid_315_doa207_3spk_3.wav|mic_fileid_315_doa207_3spk_4.wav|mic_fileid_315_doa207_3spk_5.wav,5500.0,5520.0,20.0,207,text_fileid_315_doa207_spk1.txt,mean_all_channels,HE DID NOT CONCERN HIMSELF WITH THE INTERESTS OF HIS OWN CLASS AND CONSEQUENTLY SOME THOUGHT HIM PROUD AND OTHERS THOUGHT HIM STUPID THE WHOLE SUMMER FROM SPRING SOWING TO HARVEST HE WAS BUSY WITH THE WORK ON HIS FARM IN AUTUMN HE GAVE HIMSELF UP TO HUNTING WITH THE SAME BUSINESS LIKE SERIOUSNESS,"the whole summer. I was busy with the work on this one. And Audubon gave himself up to hunting with the same business-like seriousness. Let's talk to him there, Shaq . She said",0.8148148148148148,44,54,"the whole summer. I was busy with the work on this one. And Audubon gave himself up to hunting with the same business-like seriousness. Let's talk to him there, Shaq. She said",0.8148148148148148,44,54
316,4,"1,2,3,4",mic_fileid_316_doa105_3spk_1.wav|mic_fileid_316_doa105_3spk_2.wav|mic_fileid_316_doa105_3spk_3.wav|mic_fileid_316_doa105_3spk_4.wav,5520.0,5536.0,16.0,105,text_fileid_316_doa105_spk1.txt,mean_all_channels,IT WILL BE SEEN THEN THAT THE COLLEGE EDUCATED MEN AND WOMEN OF MY RACE HAVE ACCOMPLISHED QUITE A FEAT CONSIDERING THEIR ANTECEDENTS AND WHOLLY FOREIGN POINT OF VIEW THEY HAVE HAD TO ADJUST THEMSELVES TO A NEW WAY OF THINKING,that is a very pleasant Holy Spirit. Holy shit. It was cute. I really like the heart howl. Whoa. It's a game of the,0.9024390243902439,37,41,that is a very pleasant Holy Spirit. Holy shit. It was cute. I really like the heart howl. Whoa. It's a game of the,0.9024390243902439,37,41
317,5,"1,2,3,4,5",mic_fileid_317_doa4_3spk_1.wav|mic_fileid_317_doa4_3spk_2.wav|mic_fileid_317_doa4_3spk_3.wav|mic_fileid_317_doa4_3spk_4.wav|mic_fileid_317_doa4_3spk_5.wav,5536.0,5556.0,20.0,180,text_fileid_317_doa180_spk1.txt,mean_all_channels,IN THE ORDINARILY ACCEPTED SENSE IN THE REALM OF CONJECTURE IN THE SCHEME OF THINGS IN THE TONE OF ONE WHO MORALIZES IN THE TWINKLING OF AN EYE,heart. In the skewing of things. In the tone of one of the more like this in the tone of an eye. [BLANK _ b_m_ and read like that i have and see if it's a past my life and the words .,1.1071428571428572,31,28,heart. In the skewing of things. In the tone of one of the more like this in the tone of an eye. BLANK _ b_m_ and read like that i have and see if it's a past my life and the words.,1.1071428571428572,31,28
318,4,"1,2,3,4",mic_fileid_318_doa38_3spk_1.wav|mic_fileid_318_doa38_3spk_2.wav|mic_fileid_318_doa38_3spk_3.wav|mic_fileid_318_doa38_3spk_4.wav,5556.0,5572.0,16.0,38,text_fileid_318_doa38_spk1.txt,mean_all_channels,NAY EDWARD RECOLLECT THAT I HAVE AS EDITH OBSERVED PASSED MY LIFE IN THE WOODS EDWARD WAS MOST KINDLY RECEIVED BY MISTER HEATHERSTONE EDWARD,Edward was most kindly received by Mr . Hevers. He's not the one who did it. The news proved my wildfire . Gilbert Blyth pouring over a textbook at home. I heard it from his father,1.375,33,24,Edward was most kindly received by Mr. Hevers. He's not the one who did it. The news proved my wildfire. Gilbert Blyth pouring over a textbook at home. I heard it from his father,1.375,33,24
319,4,"1,2,3,4",mic_fileid_319_doa41_3spk_1.wav|mic_fileid_319_doa41_3spk_2.wav|mic_fileid_319_doa41_3spk_3.wav|mic_fileid_319_doa41_3spk_4.wav,5572.0,5588.0,16.0,198,text_fileid_319_doa198_spk1.txt,mean_all_channels,THE NEWS FLEW LIKE WILDFIRE GILBERT BLYTHE PORING OVER A TEXT BOOK AT HOME HEARD IT FROM HIS FATHER'S HIRED BOY AT SUNSET AND RUSHED BREATHLESSLY TO GREEN GABLES JOINED ON THE WAY BY FRED WRIGHT,"'s hired boy at Sunset in rush breathlessly to Green Gables, joined up on way to widespread riot. I might be able to do that. Each time the flight touches your face, it gave them a burning sensation , and yet to a surprise it",1.2222222222222223,44,36,"'s hired boy at Sunset in rush breathlessly to Green Gables, joined up on way to widespread riot. I might be able to do that. Each time the flight touches your face, it gave them a burning sensation, and yet to a surprise it",1.2222222222222223,44,36
320,4,"1,2,3,4",mic_fileid_320_doa73_3spk_1.wav|mic_fileid_320_doa73_3spk_2.wav|mic_fileid_320_doa73_3spk_3.wav|mic_fileid_320_doa73_3spk_4.wav,5588.0,5604.0,16.0,73,text_fileid_320_doa73_spk1.txt,mean_all_channels,EACH TIME THE FLY TOUCHED HIS FACE IT GAVE HIM A BURNING SENSATION AND YET TO HIS SURPRISE IT DID NOT DESTROY THE STRUCTURE THOUGH IT KNOCKED AGAINST THE VERY REGION OF HIS FACE WHERE IT WAS RISING,"did not destroy an instructor, not against the very region of the space where all Israel is a property . You 're so much better. Thanks for a long time. I had to see you for it took me a long time to get here .",1.131578947368421,43,38,"did not destroy an instructor, not against the very region of the space where all Israel is a property. You're so much better. Thanks for a long time. I had to see you for it took me a long time to get here.",1.105263157894737,42,38
321,4,"1,2,3,4",mic_fileid_321_doa43_3spk_1.wav|mic_fileid_321_doa43_3spk_2.wav|mic_fileid_321_doa43_3spk_3.wav|mic_fileid_321_doa43_3spk_4.wav,5604.0,5620.0,16.0,301,text_fileid_321_doa301_spk1.txt,mean_all_channels,IT WAS FORTUNATE THAT JAMES COULD GO A LONG TIME WITHOUT FOOD FOR IT TOOK NEARLY ALL HE COULD EARN FROM HIS PICTURES TO BUY PAINT AND CANVAS FOR OTHERS I DARE SAY THAT QUITE OFTEN WHEN IT WAS SAID,">> [INAUDIBLE] >> Okay, so I'm gonna get my arm and let 's go. I 'm going to start with the rock. I'm going to start with the rock. I'm going to start with the old book, and now the old book is very",1.05,42,40,"Okay, so I'm gonna get my arm and let's go. I'm going to start with the rock. I'm going to start with the rock. I'm going to start with the old book, and now the old book is very",1.0,40,40
322,4,"1,2,3,4",mic_fileid_322_doa9_3spk_1.wav|mic_fileid_322_doa9_3spk_2.wav|mic_fileid_322_doa9_3spk_3.wav|mic_fileid_322_doa9_3spk_4.wav,5620.0,5636.0,16.0,9,text_fileid_322_doa9_spk1.txt,mean_all_channels,AND THE STORM BROKE THEM OFF AND CAST THEM ON THE GROUND THE OLD OAK HAD NOW ONLY A FEW LEAVES LEFT AT THE VERY TOP THE END IS NEAR HE SAID GRAVELY,well . Always made me feel some radical change in my life where I 'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not .,1.1818181818181819,39,33,well. Always made me feel some radical change in my life where I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not. I'm not.,1.1515151515151516,38,33
323,4,"1,2,3,4",mic_fileid_323_doa100_3spk_1.wav|mic_fileid_323_doa100_3spk_2.wav|mic_fileid_323_doa100_3spk_3.wav|mic_fileid_323_doa100_3spk_4.wav,5636.0,5652.0,16.0,189,text_fileid_323_doa189_spk1.txt,mean_all_channels,BETWEEN MUNICIPAL AND INTERNATIONAL LAW MOREOVER THE QUESTIONS WHICH SOMETIMES INVOLVE NATIONS IN WAR ARE FAR MORE DIFFICULT AND COMPLEX THAN ANY QUESTIONS THAT AFFECT MERELY INDIVIDUALS,"The missions for sometimes the five nations of war are far more disillusioned complex than any question that affects merely individual. And he never visits. He took quite a lot of this, which is really long and a lot of the left hand is sealed.",1.4814814814814814,40,27,"The missions for sometimes the five nations of war are far more disillusioned complex than any question that affects merely individual. And he never visits. He took quite a lot of this, which is really long and a lot of the left hand is sealed.",1.4814814814814814,40,27
324,4,"1,2,3,4",mic_fileid_324_doa14_3spk_1.wav|mic_fileid_324_doa14_3spk_2.wav|mic_fileid_324_doa14_3spk_3.wav|mic_fileid_324_doa14_3spk_4.wav,5652.0,5668.0,16.0,14,text_fileid_324_doa14_spk1.txt,mean_all_channels,WHICH HE TOOK FOR THE OCEAN HE NO LONGER KNEW IN WHAT DIRECTION THE SEA LAY HE RETRACED HIS STEPS STRUCK TO THE LEFT BY MAIDEN STREET AND RETURNED AS FAR AS SAINT ALBAN'S ROW,You can trace this. It's not doing that. It 's a great scene to engulf her [Spanish ] [inaudible,0.9714285714285714,34,35,You can trace this. It's not doing that. It's a great scene to engulf her inaudible,0.9714285714285714,34,35
325,5,"1,2,3,4,5",mic_fileid_325_doa27_3spk_1.wav|mic_fileid_325_doa27_3spk_2.wav|mic_fileid_325_doa27_3spk_3.wav|mic_fileid_325_doa27_3spk_4.wav|mic_fileid_325_doa27_3spk_5.wav,5668.0,5688.0,20.0,340,text_fileid_325_doa340_spk1.txt,mean_all_channels,ALL HIS GLOOM AND MISERY VANISHED IN A MOMENT AND HE ANXIOUSLY QUESTIONED THE WELCOME MESSENGER AS TO THE FATE OF THE PRINCESS BUT THE MAGPIE KNEW NO MORE THAN THE LESSON HE HAD LEARNT SO HE SOON FLUTTERED AWAY,"] [ INTERPOSING VOICES] [BLANK _ Oh , she's got a voice to turn to himself.",0.95,38,40,"BLANK _ Oh, she's got a voice to turn to himself.",0.95,38,40
326,5,"1,2,3,4,5",mic_fileid_326_doa143_3spk_1.wav|mic_fileid_326_doa143_3spk_2.wav|mic_fileid_326_doa143_3spk_3.wav|mic_fileid_326_doa143_3spk_4.wav|mic_fileid_326_doa143_3spk_5.wav,5688.0,5708.0,20.0,143,text_fileid_326_doa143_spk1.txt,mean_all_channels,I'M SURE THAT IS ALL YOU COULD EXPECT FROM US THAT'S A MEASLY SHAME FRANK OBJECTED BLUFF IMPETUOUSLY WHEN IT WAS ANDY LASHER WHO BROKE THE WINDOW ADDED JERRY FILLED WITH RIGHTEOUS INDIGNATION YOU ONLY DUCKED FRANK WHEN YOU SAW IT HEADED YOUR WAY,"Simply to guide him to sleep at once. When it was ambidextrous, the most essential thing about joy filled with life is a different version. You only don 't, Frank, when you saw it headed your way . The real is every year we have been able to make after an exhaustion of constant , saying he would not seem to be walking",1.2954545454545454,57,44,"Simply to guide him to sleep at once. When it was ambidextrous, the most essential thing about joy filled with life is a different version. You only don't, Frank, when you saw it headed your way. The real is every year we have been able to make after an exhaustion of constant, saying he would not seem to be walking",1.2727272727272727,56,44
327,4,"1,2,3,4",mic_fileid_327_doa189_3spk_1.wav|mic_fileid_327_doa189_3spk_2.wav|mic_fileid_327_doa189_3spk_3.wav|mic_fileid_327_doa189_3spk_4.wav,5708.0,5724.0,16.0,303,text_fileid_327_doa303_spk1.txt,mean_all_channels,THRILLED EVERY NERVE AND MADE ABSOLUTE EXHAUSTION IMPOSSIBLE I SEEMED TO BE WALKING AND WALLOWING IN A CLOUD BUT HOLDING STEADILY ONWARD BY HALF PAST TEN O'CLOCK I HAD GAINED THE HIGHEST SUMMIT,on a power line cloud . The whole ring is steadily going. I have to pass through this one. I have to see if I can correct me. [INAUDIBLE] [ BLANK_AUDIO,0.9696969696969697,32,33,on a power line cloud. The whole ring is steadily going. I have to pass through this one. I have to see if I can correct me. BLANK_AUDIO,0.9696969696969697,32,33
328,5,"1,2,3,4,5",mic_fileid_328_doa119_3spk_1.wav|mic_fileid_328_doa119_3spk_2.wav|mic_fileid_328_doa119_3spk_3.wav|mic_fileid_328_doa119_3spk_4.wav|mic_fileid_328_doa119_3spk_5.wav,5724.0,5744.0,20.0,119,text_fileid_328_doa119_spk1.txt,mean_all_channels,LEAVING HARD BROWN DEPOSITS IN THE BOWL IT WAS NOT SO BAD WHERE THERE WERE ONLY MEN OR ELSE ONLY WOMEN IT WAS WHEN THEY WERE VILELY HERDED THAT IT ALL SEEMED SO ROTTEN IT WAS SOME SHAME THAT WOMEN GAVE OFF AT HAVING MEN SEE THEM TIRED AND POOR,women. It was when they were finally heard that it all seemed so rotten. It was some shame that women gave up at having men's even tired and poor. What might be on the hills? He did not care for the leaps in the way of a family or not . And when caps are blown,1.04,52,50,women. It was when they were finally heard that it all seemed so rotten. It was some shame that women gave up at having men's even tired and poor. What might be on the hills? He did not care for the leaps in the way of a family or not. And when caps are blown,1.04,52,50
329,5,"1,2,3,4,5",mic_fileid_329_doa12_3spk_1.wav|mic_fileid_329_doa12_3spk_2.wav|mic_fileid_329_doa12_3spk_3.wav|mic_fileid_329_doa12_3spk_4.wav|mic_fileid_329_doa12_3spk_5.wav,5744.0,5764.0,20.0,196,text_fileid_329_doa196_spk1.txt,mean_all_channels,HE DID NOT CARE IN THE LEAST WHETHER THEY FOUND OR NOT AND WHEN CAPTAIN GLOMAX WAS HELD TO HAVE DISGRACED HIMSELF THOROUGHLY BY WASTING AN HOUR IN DIGGING OUT AND THEN KILLING A VIXEN HE HAD NOT A WORD TO SAY ABOUT IT,"back, it's held to have to see itself in the Holy by wasting hours and killing him. He had that word to say about it. [Indistinct chatter] So he would not let me tell me who's able to venture himself without",0.9772727272727273,43,44,"back, it's held to have to see itself in the Holy by wasting hours and killing him. He had that word to say about it. So he would not let me tell me who's able to venture himself without",0.9772727272727273,43,44
330,3,"1,2,3",mic_fileid_330_doa67_3spk_1.wav|mic_fileid_330_doa67_3spk_2.wav|mic_fileid_330_doa67_3spk_3.wav,5764.0,5776.0,12.0,67,text_fileid_330_doa67_spk1.txt,mean_all_channels,AND I WOULD HAVE REMOVED MY PALLET BED BUT HE WOULD NOT LET ME TILL HE WAS ABLE TO VENTURE HIMSELF WITHOUT ANYBODY TO SIT UP WITH HIM AND THEN I REMOVED TO MY OWN CHAMBER,anybody to sit past with him and then I will read you to my own chair . It's the five degrees that gives the clear conception of a miserable situation.,0.9722222222222222,35,36,anybody to sit past with him and then I will read you to my own chair. It's the five degrees that gives the clear conception of a miserable situation.,0.9722222222222222,35,36
331,5,"1,2,3,4,5",mic_fileid_331_doa39_3spk_1.wav|mic_fileid_331_doa39_3spk_2.wav|mic_fileid_331_doa39_3spk_3.wav|mic_fileid_331_doa39_3spk_4.wav|mic_fileid_331_doa39_3spk_5.wav,5776.0,5796.0,20.0,39,text_fileid_331_doa39_spk1.txt,mean_all_channels,MELANCHOLY FOLLOWED BUT BY DEGREES I GAINED A CLEAR CONCEPTION OF MY MISERIES AND SITUATION AND WAS THEN RELEASED FROM MY PRISON FOR THEY HAD CALLED ME MAD AND DURING MANY MONTHS AS I UNDERSTOOD A SOLITARY CELL HAD BEEN MY HABITATION,"And was then released from my prison where they called me mad during the eight months as I entered school at the Salute y Salutey in my habitation . Thank We, the commercial AP folks, we're trying such schemes under consideration",0.9523809523809523,40,42,"And was then released from my prison where they called me mad during the eight months as I entered school at the Salute y Salutey in my habitation. Thank We, the commercial AP folks, we're trying such schemes under consideration",0.9523809523809523,40,42
332,4,"1,2,3,4",mic_fileid_332_doa4_3spk_1.wav|mic_fileid_332_doa4_3spk_2.wav|mic_fileid_332_doa4_3spk_3.wav|mic_fileid_332_doa4_3spk_4.wav,5796.0,5812.0,16.0,152,text_fileid_332_doa152_spk1.txt,mean_all_channels,WE A COMMERCIAL PEOPLE WERE OBLIGED TO BRING SUCH SCHEMES UNDER CONSIDERATION AND THE QUESTION OF CONTAGION BECAME MATTER OF EARNEST DISQUISITION,and the question of that is caging became matter of this about this explanation to this. These departments are right now . They have been transferred into my name and they can never again afford you accommodation,1.5909090909090908,35,22,and the question of that is caging became matter of this about this explanation to this. These departments are right now. They have been transferred into my name and they can never again afford you accommodation,1.5909090909090908,35,22
333,4,"1,2,3,4",mic_fileid_333_doa167_3spk_1.wav|mic_fileid_333_doa167_3spk_2.wav|mic_fileid_333_doa167_3spk_3.wav|mic_fileid_333_doa167_3spk_4.wav,5812.0,5828.0,16.0,167,text_fileid_333_doa167_spk1.txt,mean_all_channels,THESE APARTMENTS ARE MINE NOW THEY HAVE BEEN TRANSFERRED INTO MY NAME AND THEY CAN NEVER AGAIN AFFORD YOU ACCOMMODATION WILL YOU BE SO OBLIGING I AM NOT STRONG AS TO HAND ME THAT WRITING CASE SIR FRANCIS WALKED TO THE TABLE SHE INDICATED,. Will you be so bludgeoned that I am not strong as to hand me that writing case . Sir Francis walked to the table she indicated but reminded possession of mech he may deal with the center of worship and,0.8181818181818182,36,44,. Will you be so bludgeoned that I am not strong as to hand me that writing case. Sir Francis walked to the table she indicated but reminded possession of mech he may deal with the center of worship and,0.8181818181818182,36,44
334,4,"1,2,3,4",mic_fileid_334_doa122_3spk_1.wav|mic_fileid_334_doa122_3spk_2.wav|mic_fileid_334_doa122_3spk_3.wav|mic_fileid_334_doa122_3spk_4.wav,5828.0,5844.0,16.0,245,text_fileid_334_doa245_spk1.txt,mean_all_channels,BUT WHEN HE TOOK POSSESSION OF MECCA HE MADE THE OLD TEMPLE THE CENTRE OF WORSHIP FOR HIS OWN RELIGION AFTER MOHAMMED DIED A PERSON WAS APPOINTED TO BE HIS SUCCESSOR AS HEAD OF THE MOSLEM CHURCH,"the law of the world to address ast ral Muhammad. as successful as the head of the Muslim Church. But I was actually a desirous to discover next what Lady Rachel had said , and I asked to speak with",1.0,37,37,"the law of the world to address ast ral Muhammad. as successful as the head of the Muslim Church. But I was actually a desirous to discover next what Lady Rachel had said, and I asked to speak with",1.0,37,37
335,4,"1,2,3,4",mic_fileid_335_doa43_3spk_1.wav|mic_fileid_335_doa43_3spk_2.wav|mic_fileid_335_doa43_3spk_3.wav|mic_fileid_335_doa43_3spk_4.wav,5844.0,5860.0,16.0,104,text_fileid_335_doa104_spk1.txt,mean_all_channels,BUT I WAS NATURALLY DESIROUS OF DISCOVERING NEXT WHAT LADY RACHEL HAD SAID AND I ASKED TO SPEAK WITH CRISTEL HER FAR SEEING FATHER MIGHT OR MIGHT NOT HAVE PERCEIVED A CHANCE OF LISTENING TO OUR CONVERSATION,Christian. Father. Might or might not have perceived the chance of listening to our conversation. But the McKess thing now was all about human society. It was not for my own sake that I got,0.972972972972973,36,37,Christian. Father. Might or might not have perceived the chance of listening to our conversation. But the McKess thing now was all about human society. It was not for my own sake that I got,0.972972972972973,36,37
336,5,"1,2,3,4,5",mic_fileid_336_doa91_3spk_1.wav|mic_fileid_336_doa91_3spk_2.wav|mic_fileid_336_doa91_3spk_3.wav|mic_fileid_336_doa91_3spk_4.wav|mic_fileid_336_doa91_3spk_5.wav,5860.0,5880.0,20.0,91,text_fileid_336_doa91_spk1.txt,mean_all_channels,BUT THE MAJESTIC AND IMPOSING ORDER OF HUMAN SOCIETIES THAT I SOMETIMES FIND MYSELF EMBARRASSED IN ATTACKING CERTAIN ABUSES I LIKE TO REBUILD WITH ONE HAND WHEN I AM COMPELLED TO DESTROY WITH THE OTHER,"to do that. But it was not made . How can a child's inheritance is that a solution we build. Glory to the other. Which he makes for me not, in truth. I'm sorry my dear. Nobody said their",1.0571428571428572,37,35,"to do that. But it was not made. How can a child's inheritance is that a solution we build. Glory to the other. Which he makes for me not, in truth. I'm sorry my dear. Nobody said their",1.0571428571428572,37,35
337,5,"1,2,3,4,5",mic_fileid_337_doa165_3spk_1.wav|mic_fileid_337_doa165_3spk_2.wav|mic_fileid_337_doa165_3spk_3.wav|mic_fileid_337_doa165_3spk_4.wav|mic_fileid_337_doa165_3spk_5.wav,5880.0,5900.0,20.0,302,text_fileid_337_doa302_spk1.txt,mean_all_channels,WHICH YOU MUST ACKNOWLEDGE TO BE TRUE CERTAINLY MY DEAR NOBODY SAID THERE WERE BUT AS TO NOT MEETING WITH MANY PEOPLE IN THIS NEIGHBOURHOOD I BELIEVE THERE ARE FEW NEIGHBOURHOODS LARGER I KNOW WE DINE WITH FOUR AND TWENTY FAMILIES,"word. But I do not mean with many people in this neighborhood , I believe there are a few neighborhoods in Russia. I know he died when he was born. He had families. [S ounds .",0.7804878048780488,32,41,"word. But I do not mean with many people in this neighborhood, I believe there are a few neighborhoods in Russia. I know he died when he was born. He had families. S ounds.",0.7804878048780488,32,41
338,4,"1,2,3,4",mic_fileid_338_doa129_3spk_1.wav|mic_fileid_338_doa129_3spk_2.wav|mic_fileid_338_doa129_3spk_3.wav|mic_fileid_338_doa129_3spk_4.wav,5900.0,5916.0,16.0,175,text_fileid_338_doa175_spk1.txt,mean_all_channels,SHALL MY FEAR SHALL MY ZEAL SHALL MY JEALOUSY HAVE LEAVE TO SAY TO THEE HAST THOU CONSIDERED MY HEART THAT THERE IS NOT SO PERVERSE A HEART UPON EARTH,I don't consider my heart that there is not so much of a threat to the Earth. Nobody. But it has always caused it to be proved or to disparate something that was conceived of or suspected.,1.1666666666666667,35,30,I don't consider my heart that there is not so much of a threat to the Earth. Nobody. But it has always caused it to be proved or to disparate something that was conceived of or suspected.,1.1666666666666667,35,30
339,5,"1,2,3,4,5",mic_fileid_339_doa48_3spk_1.wav|mic_fileid_339_doa48_3spk_2.wav|mic_fileid_339_doa48_3spk_3.wav|mic_fileid_339_doa48_3spk_4.wav|mic_fileid_339_doa48_3spk_5.wav,5916.0,5936.0,20.0,48,text_fileid_339_doa48_spk1.txt,mean_all_channels,BUT HAS ALWAYS SOUGHT POSITIVELY TO PROVE OR TO DISPROVE SOMETHING THAT WAS CONCEIVED OF OR SUSPECTED IN ADVANCE AS I SUSPECTED SAYS THIS CORRESPONDENT I FOUND THAT THE SNAILS WERE OF A FAMILIAR LAND SPECIES THAT THEY HAD BEEN UPON THE GROUND,"As I suspected, it says this course on end. familiar land species that they had been upon the ground . Though she found something of Ghan am as the object she beheld. In other respects he",0.9534883720930233,41,43,"As I suspected, it says this course on end. familiar land species that they had been upon the ground. Though she found something of Ghan am as the object she beheld. In other respects he",0.9534883720930233,41,43
340,5,"1,2,3,4,5",mic_fileid_340_doa68_3spk_1.wav|mic_fileid_340_doa68_3spk_2.wav|mic_fileid_340_doa68_3spk_3.wav|mic_fileid_340_doa68_3spk_4.wav|mic_fileid_340_doa68_3spk_5.wav,5936.0,5956.0,20.0,68,text_fileid_340_doa68_spk1.txt,mean_all_channels,THOUGH SHE FOUND SOMETHING OF GANEM IN THE OBJETS SHE BEHELD YET IN OTHER RESPECTS HE APPEARED SO DIFFERENT THAT SHE DURST NOT IMAGINE IT WAS HE THAT LAY BEFORE HER UNABLE HOWEVER TO WITHSTAND THE EARNEST DESIRE OF BEING SATISFIED,"appeared so different that she durst not imagine it was he that laid before her, unable, however , to withstand the earnest desire of being satisfied. [BLANK Are poofs slender? Sharknose? Sweepery people . With a fringe of fiddlers along",0.7317073170731707,30,41,"appeared so different that she durst not imagine it was he that laid before her, unable, however, to withstand the earnest desire of being satisfied. BLANK Are poofs slender? Sharknose? Sweepery people. With a fringe of fiddlers along",0.7317073170731707,30,41
341,4,"1,2,3,4",mic_fileid_341_doa16_3spk_1.wav|mic_fileid_341_doa16_3spk_2.wav|mic_fileid_341_doa16_3spk_3.wav|mic_fileid_341_doa16_3spk_4.wav,5956.0,5972.0,16.0,196,text_fileid_341_doa196_spk1.txt,mean_all_channels,ARE LONG SLENDER SHARP NOSED SLIPPERY PEOPLE WITH A FRINGE OF FINS ALONG THEIR BACKS AND ANOTHER FRINGE ALONG THEIR BELLIES THEY BREATHE THROUGH VERY SMALL GILL OPENINGS IN THE BACKS OF THEIR HEADS,"their backs and another fringe along their bellies. They breathe through very small guilt openings in the backs of their heads . As I was going along, my heart was in overwhelming with the thoughts and my conditions .",0.8823529411764706,30,34,"their backs and another fringe along their bellies. They breathe through very small guilt openings in the backs of their heads. As I was going along, my heart was in overwhelming with the thoughts and my conditions.",0.8823529411764706,30,34
342,5,"1,2,3,4,5",mic_fileid_342_doa2_3spk_1.wav|mic_fileid_342_doa2_3spk_2.wav|mic_fileid_342_doa2_3spk_3.wav|mic_fileid_342_doa2_3spk_4.wav|mic_fileid_342_doa2_3spk_5.wav,5972.0,5992.0,20.0,60,text_fileid_342_doa60_spk1.txt,mean_all_channels,AND AS I WAS GOING ALONG MY HEART WAS EVEN OVERWHELMED WITH THE THOUGHTS OF MY CONDITION AND THAT I SHOULD HAVE CHILDREN AND A NATION WHICH I KNEW NOT RULED OVER THEM WHEREUPON I EARNESTLY ENTREATED THE LORD THAT HE WOULD CONSIDER MY LOW ESTATE AND SHOW ME A TOKEN FOR GOOD AND IF IT WERE HIS BLESSED WILL,"I should have children and a nation which I knew not yet. We're upon an earnest entry to the Lord, but he would consider my law of state and show me a token for good and if it were his blessed will. Fails and boons and outbodies are scarcely ever-incense. So long as she enjoys herself, she says .",0.7666666666666667,46,60,"I should have children and a nation which I knew not yet. We're upon an earnest entry to the Lord, but he would consider my law of state and show me a token for good and if it were his blessed will. Fails and boons and outbodies are scarcely ever-incense. So long as she enjoys herself, she says.",0.7666666666666667,46,60
343,5,"1,2,3,4,5",mic_fileid_343_doa17_3spk_1.wav|mic_fileid_343_doa17_3spk_2.wav|mic_fileid_343_doa17_3spk_3.wav|mic_fileid_343_doa17_3spk_4.wav|mic_fileid_343_doa17_3spk_5.wav,5992.0,6012.0,20.0,53,text_fileid_343_doa53_spk1.txt,mean_all_channels,THEO'S IN GOINGS AND OUT GOINGS ARE SCARCELY OUR BUSINESS SO LONG AS SHE ENJOYS HERSELF SHE SAID PRESENT MY REGARDS TO THE MISS GOWERS MY DEAR AND SAY I REGRET THAT MY HEALTH DOES NOT PERMIT ME TO ACCOMPANY YOU A POLITE FICTION BY THE WAY AS MY LADY WAS LOOKING HER BEST,"I am sorry. I regret that my trust does not commit me to a couple of years of abl ution. By the way, as my lady was looking at her best . One spring after they have been in that land for four years .",0.9444444444444444,51,54,"I am sorry. I regret that my trust does not commit me to a couple of years of abl ution. By the way, as my lady was looking at her best. One spring after they have been in that land for four years.",0.9444444444444444,51,54
344,4,"1,2,3,4",mic_fileid_344_doa9_3spk_1.wav|mic_fileid_344_doa9_3spk_2.wav|mic_fileid_344_doa9_3spk_3.wav|mic_fileid_344_doa9_3spk_4.wav,6012.0,6028.0,16.0,314,text_fileid_344_doa314_spk1.txt,mean_all_channels,ONE SPRING AFTER THEY HAD BEEN IN THAT LAND FOR FOUR YEARS ERIC SAID MY EYES ARE HUNGRY FOR THE SIGHT OF MEN AND GREEN FIELDS AGAIN MY STOMACH IS SICK OF SEAL AND WHALE AND BEAR MY THROAT,"My eyes are hungry for the sight of men and green fields again . My stomach is sick of seedle and whale and bear. And now, let us go to breakfast, Seki. In such a world, the mental or the physical status of any piece of experience with any unequiv",1.0512820512820513,41,39,"My eyes are hungry for the sight of men and green fields again. My stomach is sick of seedle and whale and bear. And now, let us go to breakfast, Seki. In such a world, the mental or the physical status of any piece of experience with any unequiv",1.0512820512820513,41,39
345,4,"1,2,3,4",mic_fileid_345_doa61_3spk_1.wav|mic_fileid_345_doa61_3spk_2.wav|mic_fileid_345_doa61_3spk_3.wav|mic_fileid_345_doa61_3spk_4.wav,6028.0,6044.0,16.0,61,text_fileid_345_doa61_spk1.txt,mean_all_channels,IN SUCH A WORLD THE MENTAL OR THE PHYSICAL STATUS OF ANY PIECE OF EXPERIENCE WOULD BE UNEQUIVOCAL WHEN ACTIVE IT WOULD FIGURE IN THE PHYSICAL AND WHEN INACTIVE IN THE MENTAL GROUP,"ocal, when active , it would figure out the physical and would inhabit his mental civilry. These were the same day that the three boys were in Brighton for the first time assigned to the Travelling Order Unit of the",1.0606060606060606,35,33,"ocal, when active, it would figure out the physical and would inhabit his mental civilry. These were the same day that the three boys were in Brighton for the first time assigned to the Travelling Order Unit of the",1.0606060606060606,35,33
