fileid,chunk_count,chunk_indices,chunk_mic_files,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,selected_doas,mean_selected_doa_error_deg
302,5,"1,2,3,4,5",mic_fileid_302_doa36_3spk_1.wav|mic_fileid_302_doa36_3spk_2.wav|mic_fileid_302_doa36_3spk_3.wav|mic_fileid_302_doa36_3spk_4.wav|mic_fileid_302_doa36_3spk_5.wav,20.0,36,text_fileid_302_doa36_spk1.txt,0.08108108108108109,3,37,SO THAT NOW ALL OUR EXTENUATIONS ABATED AND IT WAS NO MORE TO BE CONCEALED NAY IT QUICKLY APPEARED THAT THE INFECTION HAD SPREAD ITSELF BEYOND ALL HOPES OF ABATEMENT THAT IN THE PARISH OF SAINT GILES,"so that now all our extensions abated. and it was no more to be concealed, nay. appeared that the infection had spread itself beyond all hopes. of abatement. That in the parish of Saint Giles.","38,36,33,36,36",1.0
303,4,"1,2,3,4",mic_fileid_303_doa40_3spk_1.wav|mic_fileid_303_doa40_3spk_2.wav|mic_fileid_303_doa40_3spk_3.wav|mic_fileid_303_doa40_3spk_4.wav,16.0,40,text_fileid_303_doa40_spk1.txt,0.6551724137931034,19,29,AND THERE'S ONLY A WAY OUT OF IT FOR ONE OF US MAC DO YOU UNDERSTAND I WAS PUT OUT OF THE WAY ARRESTED I FOUND EM ALONE TOGETHER,"And there's only a way out of it for one of us. Do you understand? I was put out of the- Blend right, alright that is one glance to my arc at its Swiss. On Sunday at 20 general","38,37,154,110",47.25
304,4,"1,2,3,4",mic_fileid_304_doa128_3spk_1.wav|mic_fileid_304_doa128_3spk_2.wav|mic_fileid_304_doa128_3spk_3.wav|mic_fileid_304_doa128_3spk_4.wav,16.0,343,text_fileid_304_doa343_spk1.txt,0.16,8,50,THE OLD WOMAN'S FACE BRIGHTENED SHE SHOWED HIM WHERE TO SEEK THE WATER AND WHEN HE RETURNED A FEW MINUTES LATER WITH HIS POT FILLED TO THE BRIM SHE LED THE WAY WITHOUT A WORD AND HE FOLLOWED IN A SHORT WHILE THEY CAME TO A HUT IN THE FOREST,"the old woman's face brightened. She showed him where to seek the water and went... He returned a few minutes later, with his pot felled to the brim. She left the wing. without a word, and he followed. In a short while, they came to I'm going to hide in the forest.","347,347,345,343",2.5
305,4,"1,2,3,4",mic_fileid_305_doa32_3spk_1.wav|mic_fileid_305_doa32_3spk_2.wav|mic_fileid_305_doa32_3spk_3.wav|mic_fileid_305_doa32_3spk_4.wav,16.0,276,text_fileid_305_doa276_spk1.txt,1.096774193548387,34,31,THE APPLICATION AND DISBURSEMENT OF THE PUBLIC MONEYS IN CONFORMITY TO THE GENERAL APPROPRIATIONS OF THE LEGISLATURE THE ARRANGEMENT OF THE ARMY AND NAVY THE DIRECTIONS OF THE OPERATIONS OF WAR,"In order to avoid leather, which usually becomes stiff and easily crumpled, and the coal. He was to use a combination of leather and thin can... for the Ubers, Leather nearest Seoul and campus above it. Thank you.","31,29,32,194",106.5
306,5,"1,2,3,4,5",mic_fileid_306_doa57_3spk_1.wav|mic_fileid_306_doa57_3spk_2.wav|mic_fileid_306_doa57_3spk_3.wav|mic_fileid_306_doa57_3spk_4.wav|mic_fileid_306_doa57_3spk_5.wav,20.0,57,text_fileid_306_doa57_spk1.txt,0.40384615384615385,21,52,ABOUT CRISTEL AFTER LOOKING ROUND THE KITCHEN AGAIN I ASKED WHERE SHE WAS SITTING FORLORN IN HER BEDROOM CRYING HER FATHER TOLD ME I WENT OUT FOR A WALK BY THE RIVER AND I SAT DOWN AND BEING SUNDAY I FELL ASLEEP WHEN I WOKE AND GOT HOME AGAIN JUST NOW THAT,"about crystal. After looking around the kitchen again, I asked where she was. She was sticking funds in a vajum, crying told me. I'm not a poor walk woman and I sat down and they Again, Sunday I fell asleep When I woke and got home again just now","56,53,54,55,52",3.0
307,5,"1,2,3,4,5",mic_fileid_307_doa86_3spk_1.wav|mic_fileid_307_doa86_3spk_2.wav|mic_fileid_307_doa86_3spk_3.wav|mic_fileid_307_doa86_3spk_4.wav|mic_fileid_307_doa86_3spk_5.wav,20.0,86,text_fileid_307_doa86_spk1.txt,0.075,3,40,HE WAS IMMEDIATELY RECOGNIZED AS ONE OF THEM THE HANDKERCHIEF WAS THROWN DOWN AND THE IRON HEELED SHOE REPLACED ON THE FOOT OF THE WRETCH TO WHOM IT BELONGED SOME VOICES WERE HEARD TO SAY THAT THE GENTLEMAN WAS RIGHT,He was immediately recognized as one of them. The handkerchief was thrown down and the iron-nut shoe replaced on the... foot of the wretch to whom it belonged. Some voices were her to say that the gentleman was right.,"80,81,86,81,1",20.2
308,5,"1,2,3,4,5",mic_fileid_308_doa107_3spk_1.wav|mic_fileid_308_doa107_3spk_2.wav|mic_fileid_308_doa107_3spk_3.wav|mic_fileid_308_doa107_3spk_4.wav|mic_fileid_308_doa107_3spk_5.wav,20.0,107,text_fileid_308_doa107_spk1.txt,0.11428571428571428,4,35,AND YOU STAY YOUNG YOUTH IS GROWTH KEEP GROWING AND YOU KEEP YOUNG A NEW IDEA WILL MAKE YOU FEEL YOUNGER DEVELOP IT AND IT WILL DEVELOP YOU QUICKEN YOUR MENTAL THROB WITH NEW IDEAS,And you stay young. Use this growth. Keep growing and you keep young. A new idea will make you feel younger. Develop it and it will develop you. Waken your mental throg with new ideas.,"104,106,107,106,86",5.2
309,5,"1,2,3,4,5",mic_fileid_309_doa45_3spk_1.wav|mic_fileid_309_doa45_3spk_2.wav|mic_fileid_309_doa45_3spk_3.wav|mic_fileid_309_doa45_3spk_4.wav|mic_fileid_309_doa45_3spk_5.wav,20.0,45,text_fileid_309_doa45_spk1.txt,0.043478260869565216,2,46,THE SUN SHONE ON THEM AND THE RAIN FELL ON THEM SO IT WAS NOT LONG BEFORE THEY GREW TALL OH HOW PRETTY THEY ARE SAID THE GREAT OAK AND STOOPED HIS CROOKED BOUGHS STILL MORE SO THAT THEY COULD GET A GOOD VIEW OF THEM,"The sun shone on them and the rain fell on them. So it was not long before they grew tall. Oh! How pretty they are, said the great oak, and stooped his crooked bow. still warm so that they could get a good view of them.","44,47,42,43,59",4.4
310,5,"1,2,3,4,5",mic_fileid_310_doa57_3spk_1.wav|mic_fileid_310_doa57_3spk_2.wav|mic_fileid_310_doa57_3spk_3.wav|mic_fileid_310_doa57_3spk_4.wav|mic_fileid_310_doa57_3spk_5.wav,20.0,57,text_fileid_310_doa57_spk1.txt,0.5333333333333333,16,30,THOU HAST PUT ALL THINGS UNDER HIS FEET SAYS THE PSALMIST GOD ACCOMPANIED THIS GIFT WITH THESE WORDS ADDRESSED TO OUR FIRST PARENTS AFTER THE CREATION BE FRUITFUL AND MULTIPLY,"Now has propulsion under his feet. says the souls God, they're coming this g- with these words addressed to our first parents. being taken by them. What that says.","54,58,54,152,23",27.2
311,4,"1,2,3,4",mic_fileid_311_doa16_3spk_1.wav|mic_fileid_311_doa16_3spk_2.wav|mic_fileid_311_doa16_3spk_3.wav|mic_fileid_311_doa16_3spk_4.wav,16.0,102,text_fileid_311_doa102_spk1.txt,0.42857142857142855,15,35,AND WE CONCLUDED THAT HE HAD PUSHED ON DOWN THE STREAM I DETERMINED TO KEEP OUT FROM THE RIVER ALONG WHICH IT WAS NEARLY IMPRACTICABLE TO TRAVEL WITH ANIMALS UNTIL IT SHOULD FORM A VALLEY,"And we concluded that he had pushed on down the street. Constant was her only servant, and a thousand servants. to travel with animals until it should form a valley.","97,14,95,20",45.5
312,4,"1,2,3,4",mic_fileid_312_doa88_3spk_1.wav|mic_fileid_312_doa88_3spk_2.wav|mic_fileid_312_doa88_3spk_3.wav|mic_fileid_312_doa88_3spk_4.wav,16.0,181,text_fileid_312_doa181_spk1.txt,0.8387096774193549,26,31,ALL ITS LETHARGIES MINGLE THEIR NIGHTMARES ITS SLUMBERS ARE A CROWD AND FROM ITS HUMAN BODIES LYING PRONE THERE ARISES A VAPOUR OF DREAMS SLEEP HAS GLOOMY ASSOCIATES BEYOND THIS LIFE,"All its lethargy's bangle their nightmares. are a crowd and from its human bodies lying in the ground. Even such a banklet of Bob with got ready in the time, remained in rhythm. There's some of the evidence beyond this slide.","181,181,84,181",24.25
313,5,"1,2,3,4,5",mic_fileid_313_doa50_3spk_1.wav|mic_fileid_313_doa50_3spk_2.wav|mic_fileid_313_doa50_3spk_3.wav|mic_fileid_313_doa50_3spk_4.wav|mic_fileid_313_doa50_3spk_5.wav,20.0,113,text_fileid_313_doa113_spk1.txt,0.28,14,50,HERE I FEEL UNEASY ABOUT THE NAME OF THIS LILY FOR THE COMPOSITORS HAVE A PERVERSE TRICK OF MAKING ME SAY ALL KINDS OF ABSURD THINGS WHOLLY UNWARRANTED BY PLAIN COPY AND I FEAR THAT THE LILY OF SAN PITCH WILL APPEAR IN PRINT AS THE WIDOW OF SAM PATCH,"Here I feel uneasy about the game with this limit, but the composite... computers have a perverse trick of making me say all kinds of absurd things. Holy unwaranted by plain copy. And I fear that the lily... of Sandpige will appear and print as the winner of Sandpige.","113,112,110,116,101",3.8
314,4,"1,2,3,4",mic_fileid_314_doa25_3spk_1.wav|mic_fileid_314_doa25_3spk_2.wav|mic_fileid_314_doa25_3spk_3.wav|mic_fileid_314_doa25_3spk_4.wav,16.0,25,text_fileid_314_doa25_spk1.txt,0.22857142857142856,8,35,NONE I'VE NO MORE VIRTUE TO LOSE JUST AS A COOLING POT GIVES OFF HEAT SO ALL THROUGH YOUTH AND ADOLESCENCE WE GIVE OFF CALORIES OF VIRTUE THAT'S WHAT'S CALLED INGENUOUSNESS QUESTION AN INTERESTING IDEA,None. I've no more virtue to lose. Just as a cool- Park is off heat. She'll all through youth and adolescence will give off calories. virtue. That's what's called ingeniousness. Question and interesting idea.,"23,23,31,23",3.0
315,5,"1,2,3,4,5",mic_fileid_315_doa207_3spk_1.wav|mic_fileid_315_doa207_3spk_2.wav|mic_fileid_315_doa207_3spk_3.wav|mic_fileid_315_doa207_3spk_4.wav|mic_fileid_315_doa207_3spk_5.wav,20.0,207,text_fileid_315_doa207_spk1.txt,0.7037037037037037,38,54,HE DID NOT CONCERN HIMSELF WITH THE INTERESTS OF HIS OWN CLASS AND CONSEQUENTLY SOME THOUGHT HIM PROUD AND OTHERS THOUGHT HIM STUPID THE WHOLE SUMMER FROM SPRING SOWING TO HARVEST HE WAS BUSY WITH THE WORK ON HIS FARM IN AUTUMN HE GAVE HIMSELF UP TO HUNTING WITH THE SAME BUSINESS LIKE SERIOUSNESS,The lady who just now spoke to you will acquaint you with the rest. Bring Zoey to harvest. He was busy with the work on his farm. I want to begin his welcome to hunting with the same business life series as Thank you.,"347,6,207,203,90",84.0
316,4,"1,2,3,4",mic_fileid_316_doa105_3spk_1.wav|mic_fileid_316_doa105_3spk_2.wav|mic_fileid_316_doa105_3spk_3.wav|mic_fileid_316_doa105_3spk_4.wav,16.0,105,text_fileid_316_doa105_spk1.txt,0.5365853658536586,22,41,IT WILL BE SEEN THEN THAT THE COLLEGE EDUCATED MEN AND WOMEN OF MY RACE HAVE ACCOMPLISHED QUITE A FEAT CONSIDERING THEIR ANTECEDENTS AND WHOLLY FOREIGN POINT OF VIEW THEY HAVE HAD TO ADJUST THEMSELVES TO A NEW WAY OF THINKING,"It will be seen then that the college educated men and women are pirated. a self accomplished whiner feet and sinnering there as a Satan sent. only for a point of view. They've had to adjust themselves to a Up, 2, 3.","101,102,99,183",22.75
317,5,"1,2,3,4,5",mic_fileid_317_doa4_3spk_1.wav|mic_fileid_317_doa4_3spk_2.wav|mic_fileid_317_doa4_3spk_3.wav|mic_fileid_317_doa4_3spk_4.wav|mic_fileid_317_doa4_3spk_5.wav,20.0,180,text_fileid_317_doa180_spk1.txt,0.7142857142857143,20,28,IN THE ORDINARILY ACCEPTED SENSE IN THE REALM OF CONJECTURE IN THE SCHEME OF THINGS IN THE TONE OF ONE WHO MORALIZES IN THE TWINKLING OF AN EYE,"If you do, you will cover my life with a dark cloud. Whoa. in the realm of conjecture. And the scheme of things And the tone of one woman realizes, and the dark link of an eye.","114,179,180,181,179",13.8
318,4,"1,2,3,4",mic_fileid_318_doa38_3spk_1.wav|mic_fileid_318_doa38_3spk_2.wav|mic_fileid_318_doa38_3spk_3.wav|mic_fileid_318_doa38_3spk_4.wav,16.0,38,text_fileid_318_doa38_spk1.txt,0.5416666666666666,13,24,NAY EDWARD RECOLLECT THAT I HAVE AS EDITH OBSERVED PASSED MY LIFE IN THE WOODS EDWARD WAS MOST KINDLY RECEIVED BY MISTER HEATHERSTONE EDWARD,Today I'm going to recommend that I have as he does observe pets. my life in the woods. was most kindly received by Mr. Evershaw. Ever!,"36,33,34,194",41.75
319,4,"1,2,3,4",mic_fileid_319_doa41_3spk_1.wav|mic_fileid_319_doa41_3spk_2.wav|mic_fileid_319_doa41_3spk_3.wav|mic_fileid_319_doa41_3spk_4.wav,16.0,198,text_fileid_319_doa198_spk1.txt,0.3888888888888889,14,36,THE NEWS FLEW LIKE WILDFIRE GILBERT BLYTHE PORING OVER A TEXT BOOK AT HOME HEARD IT FROM HIS FATHER'S HIRED BOY AT SUNSET AND RUSHED BREATHLESSLY TO GREEN GABLES JOINED ON THE WAY BY FRED WRIGHT,"The news flew like wildfire. Gilbert Blithe pouring over a... textbook at home, heard it as Father's Hierarch Boy at sunset. breathlessly to green gubbles, dried on the way by a friend right.","198,198,198,160",9.5
320,4,"1,2,3,4",mic_fileid_320_doa73_3spk_1.wav|mic_fileid_320_doa73_3spk_2.wav|mic_fileid_320_doa73_3spk_3.wav|mic_fileid_320_doa73_3spk_4.wav,16.0,73,text_fileid_320_doa73_spk1.txt,0.18421052631578946,7,38,EACH TIME THE FLY TOUCHED HIS FACE IT GAVE HIM A BURNING SENSATION AND YET TO HIS SURPRISE IT DID NOT DESTROY THE STRUCTURE THOUGH IT KNOCKED AGAINST THE VERY REGION OF HIS FACE WHERE IT WAS RISING,"Each time the fly touched his face, it gave him a burning sensation. and yet to be surprised it did not destroy the structure. but not against the very region of the space where it was rising.","72,73,73,329",26.25
321,4,"1,2,3,4",mic_fileid_321_doa43_3spk_1.wav|mic_fileid_321_doa43_3spk_2.wav|mic_fileid_321_doa43_3spk_3.wav|mic_fileid_321_doa43_3spk_4.wav,16.0,301,text_fileid_321_doa301_spk1.txt,1.05,42,40,IT WAS FORTUNATE THAT JAMES COULD GO A LONG TIME WITHOUT FOOD FOR IT TOOK NEARLY ALL HE COULD EARN FROM HIS PICTURES TO BUY PAINT AND CANVAS FOR OTHERS I DARE SAY THAT QUITE OFTEN WHEN IT WAS SAID,"Not so it is only a rundown of the dish of the Ritz the hare. What? I'll set the automatic steering gear now, Mr. David, and then you! Saria, it's look of age and pairs your usefulness and popularity. It's a sight. business","200,42,192,192",105.0
322,4,"1,2,3,4",mic_fileid_322_doa9_3spk_1.wav|mic_fileid_322_doa9_3spk_2.wav|mic_fileid_322_doa9_3spk_3.wav|mic_fileid_322_doa9_3spk_4.wav,16.0,9,text_fileid_322_doa9_spk1.txt,0.06060606060606061,2,33,AND THE STORM BROKE THEM OFF AND CAST THEM ON THE GROUND THE OLD OAK HAD NOW ONLY A FEW LEAVES LEFT AT THE VERY TOP THE END IS NEAR HE SAID GRAVELY,"And the storm broke them off and cast them on the ground. The old oak had now only a few leaves left at the very The end is near, he said greatly.","5,6,4,242",34.75
323,4,"1,2,3,4",mic_fileid_323_doa100_3spk_1.wav|mic_fileid_323_doa100_3spk_2.wav|mic_fileid_323_doa100_3spk_3.wav|mic_fileid_323_doa100_3spk_4.wav,16.0,189,text_fileid_323_doa189_spk1.txt,0.4444444444444444,12,27,BETWEEN MUNICIPAL AND INTERNATIONAL LAW MOREOVER THE QUESTIONS WHICH SOMETIMES INVOLVE NATIONS IN WAR ARE FAR MORE DIFFICULT AND COMPLEX THAN ANY QUESTIONS THAT AFFECT MERELY INDIVIDUALS,between the municipal and international wealth. More ever! The questions which sometimes involve nations in war are are more difficult and complex than any questions that affect murals. time here and he never visits.,"189,186,185,96",25.0
324,4,"1,2,3,4",mic_fileid_324_doa14_3spk_1.wav|mic_fileid_324_doa14_3spk_2.wav|mic_fileid_324_doa14_3spk_3.wav|mic_fileid_324_doa14_3spk_4.wav,16.0,14,text_fileid_324_doa14_spk1.txt,0.9428571428571428,33,35,WHICH HE TOOK FOR THE OCEAN HE NO LONGER KNEW IN WHAT DIRECTION THE SEA LAY HE RETRACED HIS STEPS STRUCK TO THE LEFT BY MAIDEN STREET AND RETURNED AS FAR AS SAINT ALBAN'S ROW,"A single glance at the landscape was sufficient to show me how widely different... And assume, like, Henry Tristan Stents Strong life Strong life left by main industry. And we turn this far, the signal Thanks for watching.","47,11,18,17",10.75
325,5,"1,2,3,4,5",mic_fileid_325_doa27_3spk_1.wav|mic_fileid_325_doa27_3spk_2.wav|mic_fileid_325_doa27_3spk_3.wav|mic_fileid_325_doa27_3spk_4.wav|mic_fileid_325_doa27_3spk_5.wav,20.0,340,text_fileid_325_doa340_spk1.txt,0.725,29,40,ALL HIS GLOOM AND MISERY VANISHED IN A MOMENT AND HE ANXIOUSLY QUESTIONED THE WELCOME MESSENGER AS TO THE FATE OF THE PRINCESS BUT THE MAGPIE KNEW NO MORE THAN THE LESSON HE HAD LEARNT SO HE SOON FLUTTERED AWAY,"from which the joy dazzled agent might take his choice. He anxiously questioned the welcome messenger as to the fate of the prince. Barbara Bell was rather a successful agent. But Susan, I don't... They say, Thope never made large returns.","24,339,23,22,179",58.2
326,5,"1,2,3,4,5",mic_fileid_326_doa143_3spk_1.wav|mic_fileid_326_doa143_3spk_2.wav|mic_fileid_326_doa143_3spk_3.wav|mic_fileid_326_doa143_3spk_4.wav|mic_fileid_326_doa143_3spk_5.wav,20.0,143,text_fileid_326_doa143_spk1.txt,0.6136363636363636,27,44,I'M SURE THAT IS ALL YOU COULD EXPECT FROM US THAT'S A MEASLY SHAME FRANK OBJECTED BLUFF IMPETUOUSLY WHEN IT WAS ANDY LASHER WHO BROKE THE WINDOW ADDED JERRY FILLED WITH RIGHTEOUS INDIGNATION YOU ONLY DUCKED FRANK WHEN YOU SAW IT HEADED YOUR WAY,"We'll support the physician and accordingly his examination. It's not a blight. to drop the paper. That's simply to guide him to important points. It was any ratchet who broke the window, added Jerry filled with righteous... You only ducked Frank when you saw it headed your way.","315,317,144,144,74",83.4
327,4,"1,2,3,4",mic_fileid_327_doa189_3spk_1.wav|mic_fileid_327_doa189_3spk_2.wav|mic_fileid_327_doa189_3spk_3.wav|mic_fileid_327_doa189_3spk_4.wav,16.0,303,text_fileid_327_doa303_spk1.txt,0.9090909090909091,30,33,THRILLED EVERY NERVE AND MADE ABSOLUTE EXHAUSTION IMPOSSIBLE I SEEMED TO BE WALKING AND WALLOWING IN A CLOUD BUT HOLDING STEADILY ONWARD BY HALF PAST TEN O'CLOCK I HAD GAINED THE HIGHEST SUMMIT,"That's it. If I had been a stranger and had a loss for my- I seem to be walking and wobbling in a cloud. street I mean of the by streets and see No buzz, directly.","190,310,187,186",88.25
328,5,"1,2,3,4,5",mic_fileid_328_doa119_3spk_1.wav|mic_fileid_328_doa119_3spk_2.wav|mic_fileid_328_doa119_3spk_3.wav|mic_fileid_328_doa119_3spk_4.wav|mic_fileid_328_doa119_3spk_5.wav,20.0,119,text_fileid_328_doa119_spk1.txt,0.14,7,50,LEAVING HARD BROWN DEPOSITS IN THE BOWL IT WAS NOT SO BAD WHERE THERE WERE ONLY MEN OR ELSE ONLY WOMEN IT WAS WHEN THEY WERE VILELY HERDED THAT IT ALL SEEMED SO ROTTEN IT WAS SOME SHAME THAT WOMEN GAVE OFF AT HAVING MEN SEE THEM TIRED AND POOR,leaving hard ground deposits in the bowl. It was not so bad where there were only men or else only women. It was when they were violently hurt that it all seemed so rotten. It was... Some shame that women gave up at having men seen and tarred and poor.,"116,118,119,120,38",17.2
329,5,"1,2,3,4,5",mic_fileid_329_doa12_3spk_1.wav|mic_fileid_329_doa12_3spk_2.wav|mic_fileid_329_doa12_3spk_3.wav|mic_fileid_329_doa12_3spk_4.wav|mic_fileid_329_doa12_3spk_5.wav,20.0,196,text_fileid_329_doa196_spk1.txt,0.38636363636363635,17,44,HE DID NOT CARE IN THE LEAST WHETHER THEY FOUND OR NOT AND WHEN CAPTAIN GLOMAX WAS HELD TO HAVE DISGRACED HIMSELF THOROUGHLY BY WASTING AN HOUR IN DIGGING OUT AND THEN KILLING A VIXEN HE HAD NOT A WORD TO SAY ABOUT IT,"He did not care in the least whether they fat or not. and when Catherine Glomax was held to have disgraced to self- sin, but at least are within us and... killing the big son. He had not a word to say about it. Thank you.","196,199,192,196,177",5.2
330,3,"1,2,3",mic_fileid_330_doa67_3spk_1.wav|mic_fileid_330_doa67_3spk_2.wav|mic_fileid_330_doa67_3spk_3.wav,12.0,67,text_fileid_330_doa67_spk1.txt,0.4722222222222222,17,36,AND I WOULD HAVE REMOVED MY PALLET BED BUT HE WOULD NOT LET ME TILL HE WAS ABLE TO VENTURE HIMSELF WITHOUT ANYBODY TO SIT UP WITH HIM AND THEN I REMOVED TO MY OWN CHAMBER,"as the Lucius tail, or the longest fur, or the... Tali was able to venture himself without anybody to sit up with him. and then I removed my own chamber.","355,61,66",26.333333333333332
331,5,"1,2,3,4,5",mic_fileid_331_doa39_3spk_1.wav|mic_fileid_331_doa39_3spk_2.wav|mic_fileid_331_doa39_3spk_3.wav|mic_fileid_331_doa39_3spk_4.wav|mic_fileid_331_doa39_3spk_5.wav,20.0,39,text_fileid_331_doa39_spk1.txt,0.3333333333333333,14,42,MELANCHOLY FOLLOWED BUT BY DEGREES I GAINED A CLEAR CONCEPTION OF MY MISERIES AND SITUATION AND WAS THEN RELEASED FROM MY PRISON FOR THEY HAD CALLED ME MAD AND DURING MANY MONTHS AS I UNDERSTOOD A SOLITARY CELL HAD BEEN MY HABITATION,"Melon call me Folo, but by degrees I can't get clear conceptual... of my miseries and situation, and was then released from my... prison. For they had called me mad during many months. that I understood a solitary cell that they might have attention.","38,39,35,34,64",7.0
332,4,"1,2,3,4",mic_fileid_332_doa4_3spk_1.wav|mic_fileid_332_doa4_3spk_2.wav|mic_fileid_332_doa4_3spk_3.wav|mic_fileid_332_doa4_3spk_4.wav,16.0,152,text_fileid_332_doa152_spk1.txt,0.5909090909090909,13,22,WE A COMMERCIAL PEOPLE WERE OBLIGED TO BRING SUCH SCHEMES UNDER CONSIDERATION AND THE QUESTION OF CONTAGION BECAME MATTER OF EARNEST DISQUISITION,"When a commercial people were obliged to bring such a sc… under consideration. And the question of containing became mannered, oppressed, disquieted. So, that is explanation of this.","154,151,154,74",20.75
333,4,"1,2,3,4",mic_fileid_333_doa167_3spk_1.wav|mic_fileid_333_doa167_3spk_2.wav|mic_fileid_333_doa167_3spk_3.wav|mic_fileid_333_doa167_3spk_4.wav,16.0,167,text_fileid_333_doa167_spk1.txt,0.09090909090909091,4,44,THESE APARTMENTS ARE MINE NOW THEY HAVE BEEN TRANSFERRED INTO MY NAME AND THEY CAN NEVER AGAIN AFFORD YOU ACCOMMODATION WILL YOU BE SO OBLIGING I AM NOT STRONG AS TO HAND ME THAT WRITING CASE SIR FRANCIS WALKED TO THE TABLE SHE INDICATED,These apartments are mine now. They have been transferred into my name and they can never again afford you a combination. Will you be so bludgeoned? I am not strong as to hand me that writing case. Mr Francis walked to the table she indicated.,"170,170,166,170",2.5
334,4,"1,2,3,4",mic_fileid_334_doa122_3spk_1.wav|mic_fileid_334_doa122_3spk_2.wav|mic_fileid_334_doa122_3spk_3.wav|mic_fileid_334_doa122_3spk_4.wav,16.0,245,text_fileid_334_doa245_spk1.txt,1.2972972972972974,48,37,BUT WHEN HE TOOK POSSESSION OF MECCA HE MADE THE OLD TEMPLE THE CENTRE OF WORSHIP FOR HIS OWN RELIGION AFTER MOHAMMED DIED A PERSON WAS APPOINTED TO BE HIS SUCCESSOR AS HEAD OF THE MOSLEM CHURCH,"...and a pilot will store active dioxide on batteries at physical pinビ.... lifees compugnas li Cake 2 drive li o appealing functions, consists in allowing her maid to dress her. Yes, the way it has changed amazingly in the revolutions of... That's it, I told you it was a joke.","114,118,118,241",97.25
335,4,"1,2,3,4",mic_fileid_335_doa43_3spk_1.wav|mic_fileid_335_doa43_3spk_2.wav|mic_fileid_335_doa43_3spk_3.wav|mic_fileid_335_doa43_3spk_4.wav,16.0,104,text_fileid_335_doa104_spk1.txt,0.1891891891891892,7,37,BUT I WAS NATURALLY DESIROUS OF DISCOVERING NEXT WHAT LADY RACHEL HAD SAID AND I ASKED TO SPEAK WITH CRISTEL HER FAR SEEING FATHER MIGHT OR MIGHT NOT HAVE PERCEIVED A CHANCE OF LISTENING TO OUR CONVERSATION,But I was naturally desirous of discovering next what Lady Rachel had said. and I asked to speak with Crystal. father might or might not have perceived a chance of listening to our call. for station.,"102,104,103,106",1.25
336,5,"1,2,3,4,5",mic_fileid_336_doa91_3spk_1.wav|mic_fileid_336_doa91_3spk_2.wav|mic_fileid_336_doa91_3spk_3.wav|mic_fileid_336_doa91_3spk_4.wav|mic_fileid_336_doa91_3spk_5.wav,20.0,91,text_fileid_336_doa91_spk1.txt,0.5714285714285714,20,35,BUT THE MAJESTIC AND IMPOSING ORDER OF HUMAN SOCIETIES THAT I SOMETIMES FIND MYSELF EMBARRASSED IN ATTACKING CERTAIN ABUSES I LIKE TO REBUILD WITH ONE HAND WHEN I AM COMPELLED TO DESTROY WITH THE OTHER,but the majestic and the quality order of human societies that I sometimes find myself embarrassed in a swimming. They are kind of toxic for can- but especially for the way one hand when I am compelled to destroy one of the other. Thank you.,"87,91,202,87,21",37.8
337,5,"1,2,3,4,5",mic_fileid_337_doa165_3spk_1.wav|mic_fileid_337_doa165_3spk_2.wav|mic_fileid_337_doa165_3spk_3.wav|mic_fileid_337_doa165_3spk_4.wav|mic_fileid_337_doa165_3spk_5.wav,20.0,302,text_fileid_337_doa302_spk1.txt,0.975609756097561,40,41,WHICH YOU MUST ACKNOWLEDGE TO BE TRUE CERTAINLY MY DEAR NOBODY SAID THERE WERE BUT AS TO NOT MEETING WITH MANY PEOPLE IN THIS NEIGHBOURHOOD I BELIEVE THERE ARE FEW NEIGHBOURHOODS LARGER I KNOW WE DINE WITH FOUR AND TWENTY FAMILIES,That's it for the long splatter on which the telegraph came with. Where multiple super news have been a controversial threat. the train would not most act as Thank you.,"173,155,157,96,181",139.2
338,4,"1,2,3,4",mic_fileid_338_doa129_3spk_1.wav|mic_fileid_338_doa129_3spk_2.wav|mic_fileid_338_doa129_3spk_3.wav|mic_fileid_338_doa129_3spk_4.wav,16.0,175,text_fileid_338_doa175_spk1.txt,0.4,12,30,SHALL MY FEAR SHALL MY ZEAL SHALL MY JEALOUSY HAVE LEAVE TO SAY TO THEE HAST THOU CONSIDERED MY HEART THAT THERE IS NOT SO PERVERSE A HEART UPON EARTH,"Shall my fear, shall my zeal, shall my... in my heart that there is not so perverse a heart. All right.","176,178,177,176",1.75
339,5,"1,2,3,4,5",mic_fileid_339_doa48_3spk_1.wav|mic_fileid_339_doa48_3spk_2.wav|mic_fileid_339_doa48_3spk_3.wav|mic_fileid_339_doa48_3spk_4.wav|mic_fileid_339_doa48_3spk_5.wav,20.0,48,text_fileid_339_doa48_spk1.txt,0.16279069767441862,7,43,BUT HAS ALWAYS SOUGHT POSITIVELY TO PROVE OR TO DISPROVE SOMETHING THAT WAS CONCEIVED OF OR SUSPECTED IN ADVANCE AS I SUSPECTED SAYS THIS CORRESPONDENT I FOUND THAT THE SNAILS WERE OF A FAMILIAR LAND SPECIES THAT THEY HAD BEEN UPON THE GROUND,"but has always thought positively to prove or to disprove something that was conceived of are suspected in advance. As I suspected, says this course my moves. I found that this nail's were of a familiar land species that they had been upon the ground.","47,47,46,45,78",7.4
