fileid,mic_file,method,speaker_id,duration_sec,gt_doa,mic_channel,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,whisper_sec,total_sec,whisper_rtf,total_rtf,under_realtime
296,mic_fileid_296_doa65_3spk.wav,NoEnhancement-NoisyMixture,1,15.861625,203,1,text_fileid_296_doa203_spk1.txt,0.78125,25,32,THE TARTAR TRIBE WHO DWELT EAST OF THE SEA OF AZOF WITH THIS PRINCE THE EXILE SO INGRATIATED HIMSELF THAT HE RECEIVED IN MARRIAGE HIS SISTER WHO WAS BAPTIZED AND CHRISTENED THEODORA,"The Tardor tribe who was well to be seen at the sea last year, was this prince, the exiled, so enraged she married himself, and he received a marriage with his soul's heart, who was baptized and person-fated. May, Henry. Rejoin the May.",0.77581572499912,0.77581572499912,0.04891149078351808,0.04891149078351808,1
297,mic_fileid_297_doa40_3spk.wav,NoEnhancement-NoisyMixture,1,16.89175,40,1,text_fileid_297_doa40_spk1.txt,0.30434782608695654,14,46,THEY HAD HEARD OUR SHOT AND CAME ACROSS TO SEE WHAT LUCK WHAT IVER IS THE MATTER WITH YE ASKED MISSUS O'SHAUGHNESSY MISTER HAYNES TOLD HER THEY HAD HEARD THE NOISE BUT HAD THOUGHT IT THUNDER MISTER HAYNES TOLD ME THAT IF I WOULD CHIRK UP,They had heard our shah and came across to see what luck. What difference does matter with the ass-misses of Shaan's youth? Mr. Haynes told us they had heard the noise but had thought it thunder. Mr. Haynes told me that if I would cheer God.,0.7262913560007291,0.7262913560007291,0.04299680944844254,0.04299680944844254,1
298,mic_fileid_298_doa53_3spk.wav,NoEnhancement-NoisyMixture,1,16.131,113,1,text_fileid_298_doa113_spk1.txt,0.22580645161290322,7,31,WHAT HAVE YOU DONE HAVE YOU GIVEN HIM ANYTHING BROKE IN THE BOY HURRIEDLY I TOOK A BLEEDING FROM HIM LITTLE SHORT OF SIXTEEN OUNCES FROM THE TEMPORIAL SAID BILLY PROUDLY,"What have you done? Have you given him anything? Broke in the water hardly. I took a blade from him, a little short of 16 ounces from the temporal, said William, proudly.",0.5169227219994355,0.5169227219994355,0.032045299237458025,0.032045299237458025,1
299,mic_fileid_299_doa50_3spk.wav,NoEnhancement-NoisyMixture,1,16.634375,134,1,text_fileid_299_doa134_spk1.txt,0.5128205128205128,20,39,INDEED MAMMA YOU ARE MISTAKEN SAID ELIZABETH BLUSHING FOR HER MOTHER YOU QUITE MISTOOK MISTER DARCY HE ONLY MEANT THAT THERE WAS NOT SUCH A VARIETY OF PEOPLE TO BE MET WITH IN THE COUNTRY AS IN THE TOWN,"Tell us indeed, Salman, you are mistaken. You had some alibi to pass you there for a while, but you quite mistook, Mr. Dutch gentleman, he only meant that there was not such a variety of peoples to be met within the country as in the town.",0.7867154700015817,0.7867154700015817,0.04729456141283227,0.04729456141283227,1
300,mic_fileid_300_doa68_3spk.wav,NoEnhancement-NoisyMixture,1,16.464375,219,1,text_fileid_300_doa219_spk1.txt,0.6333333333333333,19,30,UNDER COLOR OF REDRESSING GRIEVANCES WHICH DURING THIS SHORT REIGN COULD NOT BE VERY NUMEROUS THEY WERE TO PROCEED IN REGULATING AND CONTROLLING EVERY PART OF GOVERNMENT WHICH DISPLEASED THEM,"And a color of possessing grievances, which during this short reign did not deter us, they were to proceed with everything in calling every part of government which faced it with a possible mildness, declined interfering.",0.5306191339986981,0.5306191339986981,0.03222831926500083,0.03222831926500083,1
301,mic_fileid_301_doa9_3spk.wav,NoEnhancement-NoisyMixture,1,16.061,230,1,text_fileid_301_doa230_spk1.txt,0.5789473684210527,22,38,FIVE WERE TO BE TRIED TOGETHER NEXT AS ENEMIES OF THE REPUBLIC FORASMUCH AS THEY HAD NOT ASSISTED IT BY WORD OR DEED SO QUICK WAS THE TRIBUNAL TO COMPENSATE ITSELF AND THE NATION FOR A CHANCE LOST,"And the five will be tried together. Next, the three will be turned to Republic. For as much as they have the opportunity to go by one or two. So quick was the term warned to compensate itself and the nation for a chance lost.",0.6150381150000612,0.6150381150000612,0.03829388674429122,0.03829388674429122,1
302,mic_fileid_302_doa36_3spk.wav,NoEnhancement-NoisyMixture,1,16.232375,36,1,text_fileid_302_doa36_spk1.txt,0.08108108108108109,3,37,SO THAT NOW ALL OUR EXTENUATIONS ABATED AND IT WAS NO MORE TO BE CONCEALED NAY IT QUICKLY APPEARED THAT THE INFECTION HAD SPREAD ITSELF BEYOND ALL HOPES OF ABATEMENT THAT IN THE PARISH OF SAINT GILES,"So that now all our extensions abated, and it was no more to be concealed. Nay, it quickly appeared that the infection had spread itself beyond all hopes of abatement. Debt in the parish of St. Giles.",0.5505548429991904,0.5505548429991904,0.0339170850229366,0.0339170850229366,1
303,mic_fileid_303_doa40_3spk.wav,NoEnhancement-NoisyMixture,1,16.790875,40,1,text_fileid_303_doa40_spk1.txt,0.1724137931034483,5,29,AND THERE'S ONLY A WAY OUT OF IT FOR ONE OF US MAC DO YOU UNDERSTAND I WAS PUT OUT OF THE WAY ARRESTED I FOUND EM ALONE TOGETHER,"And there's only a way out of it for one of us. Matt, do you understand? I was put out of the way, arrest one way. I found him alone together.",0.5250849120002385,0.5250849120002385,0.03127203984308373,0.03127203984308373,1
304,mic_fileid_304_doa128_3spk.wav,NoEnhancement-NoisyMixture,1,15.235625,343,1,text_fileid_304_doa343_spk1.txt,0.14,7,50,THE OLD WOMAN'S FACE BRIGHTENED SHE SHOWED HIM WHERE TO SEEK THE WATER AND WHEN HE RETURNED A FEW MINUTES LATER WITH HIS POT FILLED TO THE BRIM SHE LED THE WAY WITHOUT A WORD AND HE FOLLOWED IN A SHORT WHILE THEY CAME TO A HUT IN THE FOREST,"The old woman's face frightened. She showed him where to sit to water, and when he returned fifteen minutes later with his pot filled to the brim, she left the way without a word that he followed. In a short while, they came to a hut in the forest.",0.6409977869989234,0.6409977869989234,0.04207230008607611,0.04207230008607611,1
305,mic_fileid_305_doa32_3spk.wav,NoEnhancement-NoisyMixture,1,15.938625,276,1,text_fileid_305_doa276_spk1.txt,0.6129032258064516,19,31,THE APPLICATION AND DISBURSEMENT OF THE PUBLIC MONEYS IN CONFORMITY TO THE GENERAL APPROPRIATIONS OF THE LEGISLATURE THE ARRANGEMENT OF THE ARMY AND NAVY THE DIRECTIONS OF THE OPERATIONS OF WAR,"The application and dispersion of the public bodies in the form of the general appropriations of the legislature, the arrangement of the department, the directions of the operations and the work of it, the measurements were taken from my foot.",0.5337937160002184,0.5337937160002184,0.03349057500256254,0.03349057500256254,1
306,mic_fileid_306_doa57_3spk.wav,NoEnhancement-NoisyMixture,1,17.956625,57,1,text_fileid_306_doa57_spk1.txt,0.6538461538461539,34,52,ABOUT CRISTEL AFTER LOOKING ROUND THE KITCHEN AGAIN I ASKED WHERE SHE WAS SITTING FORLORN IN HER BEDROOM CRYING HER FATHER TOLD ME I WENT OUT FOR A WALK BY THE RIVER AND I SAT DOWN AND BEING SUNDAY I FELL ASLEEP WHEN I WOKE AND GOT HOME AGAIN JUST NOW THAT,"I went out for a walk while I was a bit of a whore, but a nice tap down is Jane. Sunday I fell asleep. When I woke and got home again just now, that...",0.46630890599954,0.46630890599954,0.025968627512104308,0.025968627512104308,1
307,mic_fileid_307_doa86_3spk.wav,NoEnhancement-NoisyMixture,1,17.69675,86,1,text_fileid_307_doa86_spk1.txt,0.25,10,40,HE WAS IMMEDIATELY RECOGNIZED AS ONE OF THEM THE HANDKERCHIEF WAS THROWN DOWN AND THE IRON HEELED SHOE REPLACED ON THE FOOT OF THE WRETCH TO WHOM IT BELONGED SOME VOICES WERE HEARD TO SAY THAT THE GENTLEMAN WAS RIGHT,"He was immediately recognized as one of them. The anchorage was thrown down, and the iron-heeled shoe replaced on the foot of the rat shut to the belong work. Some words were to say that the gentleman was right.",0.6231768829984503,0.6231768829984503,0.0352141993868055,0.0352141993868055,1
308,mic_fileid_308_doa107_3spk.wav,NoEnhancement-NoisyMixture,1,16.237625,107,1,text_fileid_308_doa107_spk1.txt,0.11428571428571428,4,35,AND YOU STAY YOUNG YOUTH IS GROWTH KEEP GROWING AND YOU KEEP YOUNG A NEW IDEA WILL MAKE YOU FEEL YOUNGER DEVELOP IT AND IT WILL DEVELOP YOU QUICKEN YOUR MENTAL THROB WITH NEW IDEAS,And you stay young. View this growth. Keep growing and you can keep young. A new idea will make you feel younger. Develop it and it will develop you. Quicken your mental draw with new ideas.,0.4611825520005368,0.4611825520005368,0.02840209402548321,0.02840209402548321,1
309,mic_fileid_309_doa45_3spk.wav,NoEnhancement-NoisyMixture,1,16.827125,45,1,text_fileid_309_doa45_spk1.txt,0.2391304347826087,11,46,THE SUN SHONE ON THEM AND THE RAIN FELL ON THEM SO IT WAS NOT LONG BEFORE THEY GREW TALL OH HOW PRETTY THEY ARE SAID THE GREAT OAK AND STOOPED HIS CROOKED BOUGHS STILL MORE SO THAT THEY COULD GET A GOOD VIEW OF THEM,"The sun shone on them, the rain fell on them, and it was not long before they grew tall. Oh how pretty they are, said the great oath of earth's duty as a crooked bow was still warm, so that they could get a good view of them.",0.5296578779998526,0.5296578779998526,0.03147643331822,0.03147643331822,1
310,mic_fileid_310_doa57_3spk.wav,NoEnhancement-NoisyMixture,1,17.172375,57,1,text_fileid_310_doa57_spk1.txt,0.9333333333333333,28,30,THOU HAST PUT ALL THINGS UNDER HIS FEET SAYS THE PSALMIST GOD ACCOMPANIED THIS GIFT WITH THESE WORDS ADDRESSED TO OUR FIRST PARENTS AFTER THE CREATION BE FRUITFUL AND MULTIPLY,About the story of King Hallfinch under being a man set forth songs de드� all the tired and causing Serv IX off his word addressed to a person considered Dawnshot stripping her creation Be fruitful and multiply,6.538889471999937,6.538889471999937,0.3807795643875665,0.3807795643875665,1
311,mic_fileid_311_doa16_3spk.wav,NoEnhancement-NoisyMixture,1,16.474125,102,1,text_fileid_311_doa102_spk1.txt,0.6285714285714286,22,35,AND WE CONCLUDED THAT HE HAD PUSHED ON DOWN THE STREAM I DETERMINED TO KEEP OUT FROM THE RIVER ALONG WHICH IT WAS NEARLY IMPRACTICABLE TO TRAVEL WITH ANIMALS UNTIL IT SHOULD FORM A VALLEY,"And we can call it a walkie-talkie, which runs down the street, I determined to keep backwards the plot on which it was nearly impossible to travel within until it should fall down. Window panes, furniture, and people.",0.5388359190001211,0.5388359190001211,0.032708014477255756,0.032708014477255756,1
312,mic_fileid_312_doa88_3spk.wav,NoEnhancement-NoisyMixture,1,14.87775,181,1,text_fileid_312_doa181_spk1.txt,1.0,31,31,ALL ITS LETHARGIES MINGLE THEIR NIGHTMARES ITS SLUMBERS ARE A CROWD AND FROM ITS HUMAN BODIES LYING PRONE THERE ARISES A VAPOUR OF DREAMS SLEEP HAS GLOOMY ASSOCIATES BEYOND THIS LIFE,D anybody slide,2.9507850509999116,2.9507850509999116,0.19833543721328234,0.19833543721328234,1
313,mic_fileid_313_doa50_3spk.wav,NoEnhancement-NoisyMixture,1,17.7145,113,1,text_fileid_313_doa113_spk1.txt,0.4,20,50,HERE I FEEL UNEASY ABOUT THE NAME OF THIS LILY FOR THE COMPOSITORS HAVE A PERVERSE TRICK OF MAKING ME SAY ALL KINDS OF ABSURD THINGS WHOLLY UNWARRANTED BY PLAIN COPY AND I FEAR THAT THE LILY OF SAN PITCH WILL APPEAR IN PRINT AS THE WIDOW OF SAM PATCH,"Here I feel uneasy about the need of this link, for the compositors have a perverse threat of making me say all kinds of absurd facts, holding on more into this plight of war, and I feel that the ruling of Sand Patch will pair in prayer as the win of Sand Patch.",0.5038484769993374,0.5038484769993374,0.028442715120344204,0.028442715120344204,1
314,mic_fileid_314_doa25_3spk.wav,NoEnhancement-NoisyMixture,1,15.247375,25,1,text_fileid_314_doa25_spk1.txt,0.17142857142857143,6,35,NONE I'VE NO MORE VIRTUE TO LOSE JUST AS A COOLING POT GIVES OFF HEAT SO ALL THROUGH YOUTH AND ADOLESCENCE WE GIVE OFF CALORIES OF VIRTUE THAT'S WHAT'S CALLED INGENUOUSNESS QUESTION AN INTERESTING IDEA,"None. I've no more virtues or omens. Just as a cool and pot gives off heat, so all through youth and adolescence we give off calories of virtue. That's what's called ingeniousness. Question. An interesting idea.",0.45418712300124753,0.45418712300124753,0.029787889587633776,0.029787889587633776,1
315,mic_fileid_315_doa207_3spk.wav,NoEnhancement-NoisyMixture,1,17.059875,207,1,text_fileid_315_doa207_spk1.txt,0.2777777777777778,15,54,HE DID NOT CONCERN HIMSELF WITH THE INTERESTS OF HIS OWN CLASS AND CONSEQUENTLY SOME THOUGHT HIM PROUD AND OTHERS THOUGHT HIM STUPID THE WHOLE SUMMER FROM SPRING SOWING TO HARVEST HE WAS BUSY WITH THE WORK ON HIS FARM IN AUTUMN HE GAVE HIMSELF UP TO HUNTING WITH THE SAME BUSINESS LIKE SERIOUSNESS,"The lady did not concern himself with the interests of his own class, and consequently some thought proud of another's thought of stupid. The whole summer, from Supreme Selling to Marcus, he was busy with the work on his part, and Autumny gave himself up to hunting with the same business-like seriousness.",0.5475834290009516,0.5475834290009516,0.03209773981350693,0.03209773981350693,1
316,mic_fileid_316_doa105_3spk.wav,NoEnhancement-NoisyMixture,1,16.557375,105,1,text_fileid_316_doa105_spk1.txt,0.7317073170731707,30,41,IT WILL BE SEEN THEN THAT THE COLLEGE EDUCATED MEN AND WOMEN OF MY RACE HAVE ACCOMPLISHED QUITE A FEAT CONSIDERING THEIR ANTECEDENTS AND WHOLLY FOREIGN POINT OF VIEW THEY HAVE HAD TO ADJUST THEMSELVES TO A NEW WAY OF THINKING,"Let's talk about the fact that the college-educated men and women of my race have a complex point of view. Considering their antecedent, their entire population is born in a point of view. They have to adjust themselves to a new way of thinking. How sweet her voice sounded as she said it.",0.5795088390004821,0.5795088390004821,0.03500004312280673,0.03500004312280673,1
317,mic_fileid_317_doa4_3spk.wav,NoEnhancement-NoisyMixture,1,17.430125,180,1,text_fileid_317_doa180_spk1.txt,0.25,7,28,IN THE ORDINARILY ACCEPTED SENSE IN THE REALM OF CONJECTURE IN THE SCHEME OF THINGS IN THE TONE OF ONE WHO MORALIZES IN THE TWINKLING OF AN EYE,"In the ordinary accepted seats, In the realm of conjecture, In the skin of things, In the tone of one moralized, In the tonic blend of an eye.",0.3713561139993544,0.3713561139993544,0.021305418865289517,0.021305418865289517,1
318,mic_fileid_318_doa38_3spk.wav,NoEnhancement-NoisyMixture,1,17.539,38,1,text_fileid_318_doa38_spk1.txt,1.6666666666666667,40,24,NAY EDWARD RECOLLECT THAT I HAVE AS EDITH OBSERVED PASSED MY LIFE IN THE WOODS EDWARD WAS MOST KINDLY RECEIVED BY MISTER HEATHERSTONE EDWARD,"What may Edward recollect that I have as he did observe the past, my life, and the world's close and unliked of such as you? Edward was most kindly received by Mr. Hebergin. Edward, you know what my mother ever did for me, he'd begin his treat on the Lord, and when I was a baby.",0.672375647998706,0.672375647998706,0.038336031016517814,0.038336031016517814,1
319,mic_fileid_319_doa41_3spk.wav,NoEnhancement-NoisyMixture,1,17.095125,198,1,text_fileid_319_doa198_spk1.txt,0.1111111111111111,4,36,THE NEWS FLEW LIKE WILDFIRE GILBERT BLYTHE PORING OVER A TEXT BOOK AT HOME HEARD IT FROM HIS FATHER'S HIRED BOY AT SUNSET AND RUSHED BREATHLESSLY TO GREEN GABLES JOINED ON THE WAY BY FRED WRIGHT,"The news flew like wildfire. Gilbert Blythe, pouring over a textbook at home, heard it from his father's hired boy at Sunset, and rushed breathlessly to Green Gables, joined on the way by Fred Rice.",0.41482855300091614,0.41482855300091614,0.02426589761706429,0.02426589761706429,1
320,mic_fileid_320_doa73_3spk.wav,NoEnhancement-NoisyMixture,1,15.801625,73,1,text_fileid_320_doa73_spk1.txt,0.15789473684210525,6,38,EACH TIME THE FLY TOUCHED HIS FACE IT GAVE HIM A BURNING SENSATION AND YET TO HIS SURPRISE IT DID NOT DESTROY THE STRUCTURE THOUGH IT KNOCKED AGAINST THE VERY REGION OF HIS FACE WHERE IT WAS RISING,"Each time the fly touched his face, it gave him a burning sensation, and yet to his surprise, it did not destroy his structure. Though it knocked against the very region of space where it was rising, it struck him.",0.43441025399988575,0.43441025399988575,0.027491492425613554,0.027491492425613554,1
321,mic_fileid_321_doa43_3spk.wav,NoEnhancement-NoisyMixture,1,18.1805,301,1,text_fileid_321_doa301_spk1.txt,0.9,36,40,IT WAS FORTUNATE THAT JAMES COULD GO A LONG TIME WITHOUT FOOD FOR IT TOOK NEARLY ALL HE COULD EARN FROM HIS PICTURES TO BUY PAINT AND CANVAS FOR OTHERS I DARE SAY THAT QUITE OFTEN WHEN IT WAS SAID,"This is what you expect to happen. Well, go a long time to have food. For it to take you a long time to get out of here, and you end this reality. I guess we'll get right out of here. When it's done.",1.3852319449997594,1.3852319449997594,0.0761932809878584,0.0761932809878584,1
322,mic_fileid_322_doa9_3spk.wav,NoEnhancement-NoisyMixture,1,15.829625,9,1,text_fileid_322_doa9_spk1.txt,1.1515151515151516,38,33,AND THE STORM BROKE THEM OFF AND CAST THEM ON THE GROUND THE OLD OAK HAD NOW ONLY A FEW LEAVES LEFT AT THE VERY TOP THE END IS NEAR HE SAID GRAVELY,"And the story brought them out, cast them on the ground. The old open love, the old showing to the spread, has brought us any external event. All of our crystals have always made me feel as though some radical change in my life were a hand.",0.4953761190008663,0.4953761190008663,0.03129424221994307,0.03129424221994307,1
323,mic_fileid_323_doa100_3spk.wav,NoEnhancement-NoisyMixture,1,15.22175,189,1,text_fileid_323_doa189_spk1.txt,0.48148148148148145,13,27,BETWEEN MUNICIPAL AND INTERNATIONAL LAW MOREOVER THE QUESTIONS WHICH SOMETIMES INVOLVE NATIONS IN WAR ARE FAR MORE DIFFICULT AND COMPLEX THAN ANY QUESTIONS THAT AFFECT MERELY INDIVIDUALS,"and to act in support of an international law. However, the questions of some such fightations of war are far more difficult and complex than any questions that affect merely individuals.",0.3328493070002878,0.3328493070002878,0.02186669121489236,0.02186669121489236,1
324,mic_fileid_324_doa14_3spk.wav,NoEnhancement-NoisyMixture,1,15.503375,14,1,text_fileid_324_doa14_spk1.txt,0.9714285714285714,34,35,WHICH HE TOOK FOR THE OCEAN HE NO LONGER KNEW IN WHAT DIRECTION THE SEA LAY HE RETRACED HIS STEPS STRUCK TO THE LEFT BY MAIDEN STREET AND RETURNED AS FAR AS SAINT ALBAN'S ROW,"We just took a quick ocean. We were walking out of the wide, the left-wing sea. We retraced the steps, stuck to a land where there would be squalls. We were turned out strong. A safe album of the world.",0.486971366999569,0.486971366999569,0.031410668128686106,0.031410668128686106,1
325,mic_fileid_325_doa27_3spk.wav,NoEnhancement-NoisyMixture,1,16.922,340,1,text_fileid_325_doa340_spk1.txt,1.0,40,40,ALL HIS GLOOM AND MISERY VANISHED IN A MOMENT AND HE ANXIOUSLY QUESTIONED THE WELCOME MESSENGER AS TO THE FATE OF THE PRINCESS BUT THE MAGPIE KNEW NO MORE THAN THE LESSON HE HAD LEARNT SO HE SOON FLUTTERED AWAY,Narrator.,1.5789047689995641,1.5789047689995641,0.09330485574988559,0.09330485574988559,1
326,mic_fileid_326_doa143_3spk.wav,NoEnhancement-NoisyMixture,1,17.102125,143,1,text_fileid_326_doa143_spk1.txt,0.7954545454545454,35,44,I'M SURE THAT IS ALL YOU COULD EXPECT FROM US THAT'S A MEASLY SHAME FRANK OBJECTED BLUFF IMPETUOUSLY WHEN IT WAS ANDY LASHER WHO BROKE THE WINDOW ADDED JERRY FILLED WITH RIGHTEOUS INDIGNATION YOU ONLY DUCKED FRANK WHEN YOU SAW IT HEADED YOUR WAY,"I'm sure that's all you can according to the examination. That wasn't a fact. But simply to guide him to his right points. And it was an irrational process for him to have a jury filled with a right to seek differentiation. You only don't, Frank, when you saw it headed your way.",0.5688495929989585,0.5688495929989585,0.03326192464380646,0.03326192464380646,1
327,mic_fileid_327_doa189_3spk.wav,NoEnhancement-NoisyMixture,1,15.22,303,1,text_fileid_327_doa303_spk1.txt,0.6363636363636364,21,33,THRILLED EVERY NERVE AND MADE ABSOLUTE EXHAUSTION IMPOSSIBLE I SEEMED TO BE WALKING AND WALLOWING IN A CLOUD BUT HOLDING STEADILY ONWARD BY HALF PAST TEN O'CLOCK I HAD GAINED THE HIGHEST SUMMIT,"Thrill of every note that made absolute exhaustion be possible. I seem to be walking a while in the clouds, but holding steadily on my hand can't transform. I have gained the highest of my energy.",0.38368511500084423,0.38368511500084423,0.02520927168205284,0.02520927168205284,1
328,mic_fileid_328_doa119_3spk.wav,NoEnhancement-NoisyMixture,1,17.21725,119,1,text_fileid_328_doa119_spk1.txt,0.3,15,50,LEAVING HARD BROWN DEPOSITS IN THE BOWL IT WAS NOT SO BAD WHERE THERE WERE ONLY MEN OR ELSE ONLY WOMEN IT WAS WHEN THEY WERE VILELY HERDED THAT IT ALL SEEMED SO ROTTEN IT WAS SOME SHAME THAT WOMEN GAVE OFF AT HAVING MEN SEE THEM TIRED AND POOR,It was hard for them to pause a football. It was not so bad when there were only men or only women. It was when they were violently hurted that it all seemed so rotten. It was some shame that women gave up having men see even tired and poor.,0.5761375410002074,0.5761375410002074,0.0334628085786178,0.0334628085786178,1
329,mic_fileid_329_doa12_3spk.wav,NoEnhancement-NoisyMixture,1,17.304125,196,1,text_fileid_329_doa196_spk1.txt,0.38636363636363635,17,44,HE DID NOT CARE IN THE LEAST WHETHER THEY FOUND OR NOT AND WHEN CAPTAIN GLOMAX WAS HELD TO HAVE DISGRACED HIMSELF THOROUGHLY BY WASTING AN HOUR IN DIGGING OUT AND THEN KILLING A VIXEN HE HAD NOT A WORD TO SAY ABOUT IT,"He did not dare to flee, sitting within a family or not. And when Captain Glomax was held to have disgraced himself thoroughly by wasting power, he did account and then killed her basically. He had no word to say about it.",0.5718688779998047,0.5718688779998047,0.03304812453676824,0.03304812453676824,1
330,mic_fileid_330_doa67_3spk.wav,NoEnhancement-NoisyMixture,1,16.471375,67,1,text_fileid_330_doa67_spk1.txt,0.8611111111111112,31,36,AND I WOULD HAVE REMOVED MY PALLET BED BUT HE WOULD NOT LET ME TILL HE WAS ABLE TO VENTURE HIMSELF WITHOUT ANYBODY TO SIT UP WITH HIM AND THEN I REMOVED TO MY OWN CHAMBER,"Everybody, I was happy to move my pal with that, but you would not let me tell you I was able to venture into something without anybody to sit with me. And then I removed all my own chairs. We will go to a place where nobody can hear what we say.",0.682810613001493,0.682810613001493,0.041454378459691014,0.041454378459691014,1
331,mic_fileid_331_doa39_3spk.wav,NoEnhancement-NoisyMixture,1,17.568875,39,1,text_fileid_331_doa39_spk1.txt,0.40476190476190477,17,42,MELANCHOLY FOLLOWED BUT BY DEGREES I GAINED A CLEAR CONCEPTION OF MY MISERIES AND SITUATION AND WAS THEN RELEASED FROM MY PRISON FOR THEY HAD CALLED ME MAD AND DURING MANY MONTHS AS I UNDERSTOOD A SOLITARY CELL HAD BEEN MY HABITATION,A melancholy chorus of five degrees that gave the fear and conception of my misery a situation that was then released from my prison. For they had called me mad during the end months as I understood that the solitary cell had been my habitation.,0.6662734519995865,0.6662734519995865,0.03792351257548287,0.03792351257548287,1
332,mic_fileid_332_doa4_3spk.wav,NoEnhancement-NoisyMixture,1,15.695625,152,1,text_fileid_332_doa152_spk1.txt,0.4090909090909091,9,22,WE A COMMERCIAL PEOPLE WERE OBLIGED TO BRING SUCH SCHEMES UNDER CONSIDERATION AND THE QUESTION OF CONTAGION BECAME MATTER OF EARNEST DISQUISITION,"We, the commercial people, would like to bring such schemes under consideration. And the question of that scathing became a matter of our utmost disposition.",0.4016921279999224,0.4016921279999224,0.025592617560621027,0.025592617560621027,1
333,mic_fileid_333_doa167_3spk.wav,NoEnhancement-NoisyMixture,1,18.04875,167,1,text_fileid_333_doa167_spk1.txt,0.045454545454545456,2,44,THESE APARTMENTS ARE MINE NOW THEY HAVE BEEN TRANSFERRED INTO MY NAME AND THEY CAN NEVER AGAIN AFFORD YOU ACCOMMODATION WILL YOU BE SO OBLIGING I AM NOT STRONG AS TO HAND ME THAT WRITING CASE SIR FRANCIS WALKED TO THE TABLE SHE INDICATED,"These apartments are mine now. They have been transferred into my name and they can never again afford you accommodation. Will you be so bludging that I am not strong as to hand me that writing case? Sir Francis walked to the table, she indicated.",0.46825608600011037,0.46825608600011037,0.025943962102644803,0.025943962102644803,1
334,mic_fileid_334_doa122_3spk.wav,NoEnhancement-NoisyMixture,1,15.262375,245,1,text_fileid_334_doa245_spk1.txt,0.32432432432432434,12,37,BUT WHEN HE TOOK POSSESSION OF MECCA HE MADE THE OLD TEMPLE THE CENTRE OF WORSHIP FOR HIS OWN RELIGION AFTER MOHAMMED DIED A PERSON WAS APPOINTED TO BE HIS SUCCESSOR AS HEAD OF THE MOSLEM CHURCH,"But reminded, possession of Mecca, he made the old temple the center of worship and allowing the religion to grasp it. After Muhammad died, a person was appointed to be his successor as head of the Muslim Church.",0.4355187890014349,0.4355187890014349,0.028535453296189808,0.028535453296189808,1
335,mic_fileid_335_doa43_3spk.wav,NoEnhancement-NoisyMixture,1,14.07575,104,1,text_fileid_335_doa104_spk1.txt,0.21621621621621623,8,37,BUT I WAS NATURALLY DESIROUS OF DISCOVERING NEXT WHAT LADY RACHEL HAD SAID AND I ASKED TO SPEAK WITH CRISTEL HER FAR SEEING FATHER MIGHT OR MIGHT NOT HAVE PERCEIVED A CHANCE OF LISTENING TO OUR CONVERSATION,"But I was actually a desirous of discovering next what Lady Rachel might say, and I asked to speak with Chris Kress. Hurt far seeing father, might or might not have perceived the chance of listening to our conversation.",0.45351693900011014,0.45351693900011014,0.03221973528942402,0.03221973528942402,1
336,mic_fileid_336_doa91_3spk.wav,NoEnhancement-NoisyMixture,1,16.955,91,1,text_fileid_336_doa91_spk1.txt,0.4,14,35,BUT THE MAJESTIC AND IMPOSING ORDER OF HUMAN SOCIETIES THAT I SOMETIMES FIND MYSELF EMBARRASSED IN ATTACKING CERTAIN ABUSES I LIKE TO REBUILD WITH ONE HAND WHEN I AM COMPELLED TO DESTROY WITH THE OTHER,"But the majesty of the Holy Call of a human society, that I sometimes find myself embarrassed by attacking certain people. I like to rebuild with one hand, so that I have some power to destroy with the other.",0.39670757000021695,0.39670757000021695,0.02339767443233365,0.02339767443233365,1
337,mic_fileid_337_doa165_3spk.wav,NoEnhancement-NoisyMixture,1,17.002,302,1,text_fileid_337_doa302_spk1.txt,0.34146341463414637,14,41,WHICH YOU MUST ACKNOWLEDGE TO BE TRUE CERTAINLY MY DEAR NOBODY SAID THERE WERE BUT AS TO NOT MEETING WITH MANY PEOPLE IN THIS NEIGHBOURHOOD I BELIEVE THERE ARE FEW NEIGHBOURHOODS LARGER I KNOW WE DINE WITH FOUR AND TWENTY FAMILIES,"Which you must acknowledge and true. Certainly my dear, nobody said they're worth it. But as to not meeting with many people in this neighborhood, I believe there are few neighborhoods larger. I know who's died and was born in plenty families.",0.47721008000007714,0.47721008000007714,0.028067879073054768,0.028067879073054768,1
338,mic_fileid_338_doa129_3spk.wav,NoEnhancement-NoisyMixture,1,14.89325,175,1,text_fileid_338_doa175_spk1.txt,0.6666666666666666,20,30,SHALL MY FEAR SHALL MY ZEAL SHALL MY JEALOUSY HAVE LEAVE TO SAY TO THEE HAST THOU CONSIDERED MY HEART THAT THERE IS NOT SO PERVERSE A HEART UPON EARTH,"Show my hurry and show my zealot, show my jealousy, how Jesus ate thee. I stop considering my heart that there is not so much of a worship work upon the earth. Nobody.",0.3864775450001616,0.3864775450001616,0.025949846071217607,0.025949846071217607,1
