fileid,chunk_count,chunk_indices,chunk_mic_files,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,selected_doas,selected_doa_error_deg
305,4,"1,2,3,4",mic_fileid_305_doa32_3spk_1.wav|mic_fileid_305_doa32_3spk_2.wav|mic_fileid_305_doa32_3spk_3.wav|mic_fileid_305_doa32_3spk_4.wav,16,276,text_fileid_305_doa276_spk1.txt,0.12903225806451613,4,31,THE APPLICATION AND DISBURSEMENT OF THE PUBLIC MONEYS IN CONFORMITY TO THE GENERAL APPROPRIATIONS OF THE LEGISLATURE THE ARRANGEMENT OF THE ARMY AND NAVY THE DIRECTIONS OF THE OPERATIONS OF WAR,"The application and disbursement of the public money is in conformity to the in general appropriations of the legislature. The arrangement of the. Army and Navy, the direction of the operations of war.","276,276,276,201",18.75
306,5,"1,2,3,4,5",mic_fileid_306_doa57_3spk_1.wav|mic_fileid_306_doa57_3spk_2.wav|mic_fileid_306_doa57_3spk_3.wav|mic_fileid_306_doa57_3spk_4.wav|mic_fileid_306_doa57_3spk_5.wav,20,57,text_fileid_306_doa57_spk1.txt,0.15384615384615385,8,52,ABOUT CRISTEL AFTER LOOKING ROUND THE KITCHEN AGAIN I ASKED WHERE SHE WAS SITTING FORLORN IN HER BEDROOM CRYING HER FATHER TOLD ME I WENT OUT FOR A WALK BY THE RIVER AND I SAT DOWN AND BEING SUNDAY I FELL ASLEEP WHEN I WOKE AND GOT HOME AGAIN JUST NOW THAT,about crystal. After looking around the kitchen again I asked where she words. Sitting full on in a bedroom crying. The father told me I went out for a walk by the river and I sat down and and Sunday I fell asleep. When I woke and got home again just now. that.,"56,68,58,57,57",2.6
307,4,"1,2,3,4",mic_fileid_307_doa86_3spk_1.wav|mic_fileid_307_doa86_3spk_2.wav|mic_fileid_307_doa86_3spk_3.wav|mic_fileid_307_doa86_3spk_4.wav,16,86,text_fileid_307_doa86_spk1.txt,0.05,2,40,HE WAS IMMEDIATELY RECOGNIZED AS ONE OF THEM THE HANDKERCHIEF WAS THROWN DOWN AND THE IRON HEELED SHOE REPLACED ON THE FOOT OF THE WRETCH TO WHOM IT BELONGED SOME VOICES WERE HEARD TO SAY THAT THE GENTLEMAN WAS RIGHT,He was immediately recognized as one of them. The handkerchief was thrown down and the iron heeled shoe replaced on the front. foot of the wretch to whom it belonged. Some voices were her to say that the gentleman was right.,"85,82,87,86",1.5
308,4,"1,2,3,4",mic_fileid_308_doa107_3spk_1.wav|mic_fileid_308_doa107_3spk_2.wav|mic_fileid_308_doa107_3spk_3.wav|mic_fileid_308_doa107_3spk_4.wav,16,107,text_fileid_308_doa107_spk1.txt,0,0,35,AND YOU STAY YOUNG YOUTH IS GROWTH KEEP GROWING AND YOU KEEP YOUNG A NEW IDEA WILL MAKE YOU FEEL YOUNGER DEVELOP IT AND IT WILL DEVELOP YOU QUICKEN YOUR MENTAL THROB WITH NEW IDEAS,and you stay young. Youth is growth. Keep growing and you keep young. A new idea will make you feel younger. Develop it and it will develop you. Quicken your mental throb with new ideas.,"101,100,107,111",4.25
309,5,"1,2,3,4,5",mic_fileid_309_doa45_3spk_1.wav|mic_fileid_309_doa45_3spk_2.wav|mic_fileid_309_doa45_3spk_3.wav|mic_fileid_309_doa45_3spk_4.wav|mic_fileid_309_doa45_3spk_5.wav,20,45,text_fileid_309_doa45_spk1.txt,0.5434782608695652,25,46,THE SUN SHONE ON THEM AND THE RAIN FELL ON THEM SO IT WAS NOT LONG BEFORE THEY GREW TALL OH HOW PRETTY THEY ARE SAID THE GREAT OAK AND STOOPED HIS CROOKED BOUGHS STILL MORE SO THAT THEY COULD GET A GOOD VIEW OF THEM,"And people will gaze longer at her smile, lips and dancing. the rest of the mob had been ejected by the magistrates. But finally, how pretty they are,"" said the great oak, and stooped his crooked bow. still more so that they could get a good view of them.","94,187,47,40,327",55.2
310,5,"1,2,3,4,5",mic_fileid_310_doa57_3spk_1.wav|mic_fileid_310_doa57_3spk_2.wav|mic_fileid_310_doa57_3spk_3.wav|mic_fileid_310_doa57_3spk_4.wav|mic_fileid_310_doa57_3spk_5.wav,20,57,text_fileid_310_doa57_spk1.txt,0.03333333333333333,1,30,THOU HAST PUT ALL THINGS UNDER HIS FEET SAYS THE PSALMIST GOD ACCOMPANIED THIS GIFT WITH THESE WORDS ADDRESSED TO OUR FIRST PARENTS AFTER THE CREATION BE FRUITFUL AND MULTIPLY,Thou hast put all things under his feet. says the psalmist. God accompany this gift. with these words addressed to our first parents. after the creation. Be fruitful and multiply.,"41,56,45,37,15",18.2
311,4,"1,2,3,4",mic_fileid_311_doa16_3spk_1.wav|mic_fileid_311_doa16_3spk_2.wav|mic_fileid_311_doa16_3spk_3.wav|mic_fileid_311_doa16_3spk_4.wav,16,102,text_fileid_311_doa102_spk1.txt,0,0,35,AND WE CONCLUDED THAT HE HAD PUSHED ON DOWN THE STREAM I DETERMINED TO KEEP OUT FROM THE RIVER ALONG WHICH IT WAS NEARLY IMPRACTICABLE TO TRAVEL WITH ANIMALS UNTIL IT SHOULD FORM A VALLEY,"And we concluded that he had pushed on down the stream. I determined to keep out from the river, along which it was nearly impracticable. to travel with animals until it should form a valley.","99,100,98,16",23.75
312,4,"1,2,3,4",mic_fileid_312_doa88_3spk_1.wav|mic_fileid_312_doa88_3spk_2.wav|mic_fileid_312_doa88_3spk_3.wav|mic_fileid_312_doa88_3spk_4.wav,16,181,text_fileid_312_doa181_spk1.txt,0.25806451612903225,8,31,ALL ITS LETHARGIES MINGLE THEIR NIGHTMARES ITS SLUMBERS ARE A CROWD AND FROM ITS HUMAN BODIES LYING PRONE THERE ARISES A VAPOUR OF DREAMS SLEEP HAS GLOOMY ASSOCIATES BEYOND THIS LIFE,"All its lethargy's mingle their nightmares. It's so... are a crowd, and from its human bodies lying in the prong, there are arises a vapor of dreams. Sleep has glued associates beyond this life.","183,183,181,182",1.25
313,4,"1,2,3,4",mic_fileid_313_doa50_3spk_1.wav|mic_fileid_313_doa50_3spk_2.wav|mic_fileid_313_doa50_3spk_3.wav|mic_fileid_313_doa50_3spk_4.wav,16,113,text_fileid_313_doa113_spk1.txt,0.14,7,50,HERE I FEEL UNEASY ABOUT THE NAME OF THIS LILY FOR THE COMPOSITORS HAVE A PERVERSE TRICK OF MAKING ME SAY ALL KINDS OF ABSURD THINGS WHOLLY UNWARRANTED BY PLAIN COPY AND I FEAR THAT THE LILY OF SAN PITCH WILL APPEAR IN PRINT AS THE WIDOW OF SAM PATCH,"Here, I feel uneasy about the name of this lily for the composite computers have a perverse trick of making me say all kinds of absurd things. wholly unwarranted by plain copy, and I fear that the lily... of Sandpitch will appear in print as the winner of Sandpitch.","114,114,114,114",1
314,4,"1,2,3,4",mic_fileid_314_doa25_3spk_1.wav|mic_fileid_314_doa25_3spk_2.wav|mic_fileid_314_doa25_3spk_3.wav|mic_fileid_314_doa25_3spk_4.wav,16,25,text_fileid_314_doa25_spk1.txt,0.17142857142857143,6,35,NONE I'VE NO MORE VIRTUE TO LOSE JUST AS A COOLING POT GIVES OFF HEAT SO ALL THROUGH YOUTH AND ADOLESCENCE WE GIVE OFF CALORIES OF VIRTUE THAT'S WHAT'S CALLED INGENUOUSNESS QUESTION AN INTERESTING IDEA,"I've no more virtue to lose. pot gives off heat, so all through youth and adolescence we give off calories. of virtue. That's what's called ingeniousness. Question. An interesting idea.","23,24,23,23",1.75
315,5,"1,2,3,4,5",mic_fileid_315_doa207_3spk_1.wav|mic_fileid_315_doa207_3spk_2.wav|mic_fileid_315_doa207_3spk_3.wav|mic_fileid_315_doa207_3spk_4.wav|mic_fileid_315_doa207_3spk_5.wav,20,207,text_fileid_315_doa207_spk1.txt,0.12962962962962962,7,54,HE DID NOT CONCERN HIMSELF WITH THE INTERESTS OF HIS OWN CLASS AND CONSEQUENTLY SOME THOUGHT HIM PROUD AND OTHERS THOUGHT HIM STUPID THE WHOLE SUMMER FROM SPRING SOWING TO HARVEST HE WAS BUSY WITH THE WORK ON HIS FARM IN AUTUMN HE GAVE HIMSELF UP TO HUNTING WITH THE SAME BUSINESS LIKE SERIOUSNESS,"He did not concern himself with the interests of his own class and consequently some thought of proud and others thought of stupid. The whole summer from spring, sewing to harvest. He was busy with the work on his farm. And Audemire gave himself up to hunting with the same business life seriousness.","205,206,205,206,92",24.2
316,4,"1,2,3,4",mic_fileid_316_doa105_3spk_1.wav|mic_fileid_316_doa105_3spk_2.wav|mic_fileid_316_doa105_3spk_3.wav|mic_fileid_316_doa105_3spk_4.wav,16,105,text_fileid_316_doa105_spk1.txt,0.14634146341463414,6,41,IT WILL BE SEEN THEN THAT THE COLLEGE EDUCATED MEN AND WOMEN OF MY RACE HAVE ACCOMPLISHED QUITE A FEAT CONSIDERING THEIR ANTECEDENTS AND WHOLLY FOREIGN POINT OF VIEW THEY HAVE HAD TO ADJUST THEMSELVES TO A NEW WAY OF THINKING,It will be seen then that the college educated men and women of my Aseph accomplished quite a feat considering their antecedents. holy foreign point of view. They've had to adjust themselves to a new way of thinking.,"101,105,105,105",1
317,4,"1,2,3,4",mic_fileid_317_doa4_3spk_1.wav|mic_fileid_317_doa4_3spk_2.wav|mic_fileid_317_doa4_3spk_3.wav|mic_fileid_317_doa4_3spk_4.wav,16,180,text_fileid_317_doa180_spk1.txt,0.07142857142857142,2,28,IN THE ORDINARILY ACCEPTED SENSE IN THE REALM OF CONJECTURE IN THE SCHEME OF THINGS IN THE TONE OF ONE WHO MORALIZES IN THE TWINKLING OF AN EYE,"in the ordinarily accepted sense. in the realm of conjecture. in the scheme of things, in the tone of one who more in the dunkling of an eye.","185,204,180,180",7.25
318,4,"1,2,3,4",mic_fileid_318_doa38_3spk_1.wav|mic_fileid_318_doa38_3spk_2.wav|mic_fileid_318_doa38_3spk_3.wav|mic_fileid_318_doa38_3spk_4.wav,16,38,text_fileid_318_doa38_spk1.txt,0.3333333333333333,8,24,NAY EDWARD RECOLLECT THAT I HAVE AS EDITH OBSERVED PASSED MY LIFE IN THE WOODS EDWARD WAS MOST KINDLY RECEIVED BY MISTER HEATHERSTONE EDWARD,"Nay, Edward, recollect that I have as Edith observed, path my life in the woods. It was most kindly received by Mr. Hellerstone. Edward. My mother really did.","35,33,36,326",20.5
319,3,"1,2,3",mic_fileid_319_doa41_3spk_1.wav|mic_fileid_319_doa41_3spk_2.wav|mic_fileid_319_doa41_3spk_3.wav,12,198,text_fileid_319_doa198_spk1.txt,0.2222222222222222,8,36,THE NEWS FLEW LIKE WILDFIRE GILBERT BLYTHE PORING OVER A TEXT BOOK AT HOME HEARD IT FROM HIS FATHER'S HIRED BOY AT SUNSET AND RUSHED BREATHLESSLY TO GREEN GABLES JOINED ON THE WAY BY FRED WRIGHT,"The news flew like wildfire. Gilbert Blithe pouring over a textbook at home, heard it from his father's hired boy at Sunset, and wrote breathlessly to Green Gables, joined on the way by a friend right.","207,197,197",3.6666666666666665
320,4,"1,2,3,4",mic_fileid_320_doa73_3spk_1.wav|mic_fileid_320_doa73_3spk_2.wav|mic_fileid_320_doa73_3spk_3.wav|mic_fileid_320_doa73_3spk_4.wav,16,73,text_fileid_320_doa73_spk1.txt,0.05263157894736842,2,38,EACH TIME THE FLY TOUCHED HIS FACE IT GAVE HIM A BURNING SENSATION AND YET TO HIS SURPRISE IT DID NOT DESTROY THE STRUCTURE THOUGH IT KNOCKED AGAINST THE VERY REGION OF HIS FACE WHERE IT WAS RISING,"Each time the fly touched his face, it gave him a burning sensation. and yet to his surprise it did not destroy the structure. though it knocked against the very region of his face where it was rising. Always strong.","75,74,74,336",25.25
321,4,"1,2,3,4",mic_fileid_321_doa43_3spk_1.wav|mic_fileid_321_doa43_3spk_2.wav|mic_fileid_321_doa43_3spk_3.wav|mic_fileid_321_doa43_3spk_4.wav,16,301,text_fileid_321_doa301_spk1.txt,0.15,6,40,IT WAS FORTUNATE THAT JAMES COULD GO A LONG TIME WITHOUT FOOD FOR IT TOOK NEARLY ALL HE COULD EARN FROM HIS PICTURES TO BUY PAINT AND CANVAS FOR OTHERS I DARE SAY THAT QUITE OFTEN WHEN IT WAS SAID,It was fortunate that James could go a long time without food. for it took nearly all he could earn from his pictures to buy paint and canvas. this for others. I dare say that quite often when it was It was dead. The end...,"293,293,295,295",7
322,4,"1,2,3,4",mic_fileid_322_doa9_3spk_1.wav|mic_fileid_322_doa9_3spk_2.wav|mic_fileid_322_doa9_3spk_3.wav|mic_fileid_322_doa9_3spk_4.wav,16,9,text_fileid_322_doa9_spk1.txt,0.30303030303030304,10,33,AND THE STORM BROKE THEM OFF AND CAST THEM ON THE GROUND THE OLD OAK HAD NOW ONLY A FEW LEAVES LEFT AT THE VERY TOP THE END IS NEAR HE SAID GRAVELY,"and the storm broke them off and cast them on the ground. The old oak had now only a few leaves left at the very the end is near,"" he said greatly. though some radical change in my life were...","18,8,20,232",39.5
323,4,"1,2,3,4",mic_fileid_323_doa100_3spk_1.wav|mic_fileid_323_doa100_3spk_2.wav|mic_fileid_323_doa100_3spk_3.wav|mic_fileid_323_doa100_3spk_4.wav,16,189,text_fileid_323_doa189_spk1.txt,0.14814814814814814,4,27,BETWEEN MUNICIPAL AND INTERNATIONAL LAW MOREOVER THE QUESTIONS WHICH SOMETIMES INVOLVE NATIONS IN WAR ARE FAR MORE DIFFICULT AND COMPLEX THAN ANY QUESTIONS THAT AFFECT MERELY INDIVIDUALS,between municipal and international law. More ever! The questions which sometimes involve nations in war are far more are more difficult and complex than any questions that affect merely individuals.,"189,188,189,188",0.5
324,4,"1,2,3,4",mic_fileid_324_doa14_3spk_1.wav|mic_fileid_324_doa14_3spk_2.wav|mic_fileid_324_doa14_3spk_3.wav|mic_fileid_324_doa14_3spk_4.wav,16,14,text_fileid_324_doa14_spk1.txt,0.5714285714285714,20,35,WHICH HE TOOK FOR THE OCEAN HE NO LONGER KNEW IN WHAT DIRECTION THE SEA LAY HE RETRACED HIS STEPS STRUCK TO THE LEFT BY MAIDEN STREET AND RETURNED AS FAR AS SAINT ALBAN'S ROW,"But she took for the ocean, no longer knew in what direction. in a similar way. He retraces steps, structure, To the left by favorites. grief seemed to engulf her.","14,16,17,282",24.25
325,5,"1,2,3,4,5",mic_fileid_325_doa27_3spk_1.wav|mic_fileid_325_doa27_3spk_2.wav|mic_fileid_325_doa27_3spk_3.wav|mic_fileid_325_doa27_3spk_4.wav|mic_fileid_325_doa27_3spk_5.wav,20,340,text_fileid_325_doa340_spk1.txt,0.225,9,40,ALL HIS GLOOM AND MISERY VANISHED IN A MOMENT AND HE ANXIOUSLY QUESTIONED THE WELCOME MESSENGER AS TO THE FATE OF THE PRINCESS BUT THE MAGPIE KNEW NO MORE THAN THE LESSON HE HAD LEARNT SO HE SOON FLUTTERED AWAY,"All his gloom and misery vanished in a moment. He anxiously questioned the welcome messenger, as to the fate of the prince. But the MacPie, you know more than the less and he had a lard. So he soon fluttered away.","339,338,339,325,2",8.2
326,5,"1,2,3,4,5",mic_fileid_326_doa143_3spk_1.wav|mic_fileid_326_doa143_3spk_2.wav|mic_fileid_326_doa143_3spk_3.wav|mic_fileid_326_doa143_3spk_4.wav|mic_fileid_326_doa143_3spk_5.wav,20,143,text_fileid_326_doa143_spk1.txt,0.25,11,44,I'M SURE THAT IS ALL YOU COULD EXPECT FROM US THAT'S A MEASLY SHAME FRANK OBJECTED BLUFF IMPETUOUSLY WHEN IT WAS ANDY LASHER WHO BROKE THE WINDOW ADDED JERRY FILLED WITH RIGHTEOUS INDIGNATION YOU ONLY DUCKED FRANK WHEN YOU SAW IT HEADED YOUR WAY,"I'm sure that is all you could expect from us. That's amazing! Shame Frank. Objective bluff, impetuously. It was Andy Ratcher who broke the window at a jerry filled with righteousness. in Dignation. You only dumped Frank when you saw it headed your way.","140,141,141,144,270",27
327,4,"1,2,3,4",mic_fileid_327_doa189_3spk_1.wav|mic_fileid_327_doa189_3spk_2.wav|mic_fileid_327_doa189_3spk_3.wav|mic_fileid_327_doa189_3spk_4.wav,16,303,text_fileid_327_doa303_spk1.txt,0.36363636363636365,12,33,THRILLED EVERY NERVE AND MADE ABSOLUTE EXHAUSTION IMPOSSIBLE I SEEMED TO BE WALKING AND WALLOWING IN A CLOUD BUT HOLDING STEADILY ONWARD BY HALF PAST TEN O'CLOCK I HAD GAINED THE HIGHEST SUMMIT,"thrilled every nerve and made absolute exhaustion impossible. I seem to be walking and wallowing in a cloud, but... holding steadily onward by half past 10 o'clock I had gait I see and hear it, but I've told you.","305,305,311,265",12.5
328,5,"1,2,3,4,5",mic_fileid_328_doa119_3spk_1.wav|mic_fileid_328_doa119_3spk_2.wav|mic_fileid_328_doa119_3spk_3.wav|mic_fileid_328_doa119_3spk_4.wav|mic_fileid_328_doa119_3spk_5.wav,20,119,text_fileid_328_doa119_spk1.txt,0.1,5,50,LEAVING HARD BROWN DEPOSITS IN THE BOWL IT WAS NOT SO BAD WHERE THERE WERE ONLY MEN OR ELSE ONLY WOMEN IT WAS WHEN THEY WERE VILELY HERDED THAT IT ALL SEEMED SO ROTTEN IT WAS SOME SHAME THAT WOMEN GAVE OFF AT HAVING MEN SEE THEM TIRED AND POOR,"leaving hard, brown deposits in the bowl. It was not so bad where there were only men or else only women. It was when they were violently hurted that it all seemed so rotten. some shame that women gave off it having men see them tired and poor.","122,121,118,121,307",36
329,5,"1,2,3,4,5",mic_fileid_329_doa12_3spk_1.wav|mic_fileid_329_doa12_3spk_2.wav|mic_fileid_329_doa12_3spk_3.wav|mic_fileid_329_doa12_3spk_4.wav|mic_fileid_329_doa12_3spk_5.wav,20,196,text_fileid_329_doa196_spk1.txt,0.09090909090909091,4,44,HE DID NOT CARE IN THE LEAST WHETHER THEY FOUND OR NOT AND WHEN CAPTAIN GLOMAX WAS HELD TO HAVE DISGRACED HIMSELF THOROUGHLY BY WASTING AN HOUR IN DIGGING OUT AND THEN KILLING A VIXEN HE HAD NOT A WORD TO SAY ABOUT IT,"He did not care in the least whether they found or not. and when Captain Glomax was held to have disgraced him. himself thoroughly by wasting an hour and digging out and then... killing a vixen, he had not a word to say about it. Thank you.","194,195,192,195,194",2
330,3,"1,2,3",mic_fileid_330_doa67_3spk_1.wav|mic_fileid_330_doa67_3spk_2.wav|mic_fileid_330_doa67_3spk_3.wav,12,67,text_fileid_330_doa67_spk1.txt,0.1111111111111111,4,36,AND I WOULD HAVE REMOVED MY PALLET BED BUT HE WOULD NOT LET ME TILL HE WAS ABLE TO VENTURE HIMSELF WITHOUT ANYBODY TO SIT UP WITH HIM AND THEN I REMOVED TO MY OWN CHAMBER,"and I would have removed my palette then, but he would not let me. Tell he was able to venture himself without anybody to sit up with him. and then I removed my own chamber.","67,67,68",0.3333333333333333
331,5,"1,2,3,4,5",mic_fileid_331_doa39_3spk_1.wav|mic_fileid_331_doa39_3spk_2.wav|mic_fileid_331_doa39_3spk_3.wav|mic_fileid_331_doa39_3spk_4.wav|mic_fileid_331_doa39_3spk_5.wav,20,39,text_fileid_331_doa39_spk1.txt,0.023809523809523808,1,42,MELANCHOLY FOLLOWED BUT BY DEGREES I GAINED A CLEAR CONCEPTION OF MY MISERIES AND SITUATION AND WAS THEN RELEASED FROM MY PRISON FOR THEY HAD CALLED ME MAD AND DURING MANY MONTHS AS I UNDERSTOOD A SOLITARY CELL HAD BEEN MY HABITATION,"Melancholy followed, but by degrees I gained a clear conception. of my miseries and situation, and was then released from my... prison. For they had called me mad and during many months. as I understood, a solitary cell had been my habitation. you","25,30,44,34,297",27
332,4,"1,2,3,4",mic_fileid_332_doa4_3spk_1.wav|mic_fileid_332_doa4_3spk_2.wav|mic_fileid_332_doa4_3spk_3.wav|mic_fileid_332_doa4_3spk_4.wav,16,152,text_fileid_332_doa152_spk1.txt,0.22727272727272727,5,22,WE A COMMERCIAL PEOPLE WERE OBLIGED TO BRING SUCH SCHEMES UNDER CONSIDERATION AND THE QUESTION OF CONTAGION BECAME MATTER OF EARNEST DISQUISITION,commercial people were obliged to bring such schemes. under consideration. And the question of contagion agent became matter of earnest disquieting. position.,"151,151,153,151",1
333,4,"1,2,3,4",mic_fileid_333_doa167_3spk_1.wav|mic_fileid_333_doa167_3spk_2.wav|mic_fileid_333_doa167_3spk_3.wav|mic_fileid_333_doa167_3spk_4.wav,16,167,text_fileid_333_doa167_spk1.txt,0.06818181818181818,3,44,THESE APARTMENTS ARE MINE NOW THEY HAVE BEEN TRANSFERRED INTO MY NAME AND THEY CAN NEVER AGAIN AFFORD YOU ACCOMMODATION WILL YOU BE SO OBLIGING I AM NOT STRONG AS TO HAND ME THAT WRITING CASE SIR FRANCIS WALKED TO THE TABLE SHE INDICATED,These apartments are mine now. They have been transferred into my name and they can never again afford you accommodation. Will you be subliging? I am not strong as to hand me that writing case. So Francis walked to the table she indicated.,"166,162,166,166",2
334,4,"1,2,3,4",mic_fileid_334_doa122_3spk_1.wav|mic_fileid_334_doa122_3spk_2.wav|mic_fileid_334_doa122_3spk_3.wav|mic_fileid_334_doa122_3spk_4.wav,16,245,text_fileid_334_doa245_spk1.txt,0.10810810810810811,4,37,BUT WHEN HE TOOK POSSESSION OF MECCA HE MADE THE OLD TEMPLE THE CENTRE OF WORSHIP FOR HIS OWN RELIGION AFTER MOHAMMED DIED A PERSON WAS APPOINTED TO BE HIS SUCCESSOR AS HEAD OF THE MOSLEM CHURCH,"But when he took possession of Mecca, he made the old temple the center of worship for his own religion. When Muhammad died, a person was appointed to be his successor. as head of the Muslim Church.","241,244,246,244",1.75
335,4,"1,2,3,4",mic_fileid_335_doa43_3spk_1.wav|mic_fileid_335_doa43_3spk_2.wav|mic_fileid_335_doa43_3spk_3.wav|mic_fileid_335_doa43_3spk_4.wav,16,104,text_fileid_335_doa104_spk1.txt,0.21621621621621623,8,37,BUT I WAS NATURALLY DESIROUS OF DISCOVERING NEXT WHAT LADY RACHEL HAD SAID AND I ASKED TO SPEAK WITH CRISTEL HER FAR SEEING FATHER MIGHT OR MIGHT NOT HAVE PERCEIVED A CHANCE OF LISTENING TO OUR CONVERSATION,But I was naturally a designer as of discovering next what Lady Rachel had said. and I asked to speak with Crystal. Her farce father might or might not have perceived a chance of listening to our conversation. or mama.,"104,104,103,331",33.5
336,5,"1,2,3,4,5",mic_fileid_336_doa91_3spk_1.wav|mic_fileid_336_doa91_3spk_2.wav|mic_fileid_336_doa91_3spk_3.wav|mic_fileid_336_doa91_3spk_4.wav|mic_fileid_336_doa91_3spk_5.wav,20,91,text_fileid_336_doa91_spk1.txt,0.08571428571428572,3,35,BUT THE MAJESTIC AND IMPOSING ORDER OF HUMAN SOCIETIES THAT I SOMETIMES FIND MYSELF EMBARRASSED IN ATTACKING CERTAIN ABUSES I LIKE TO REBUILD WITH ONE HAND WHEN I AM COMPELLED TO DESTROY WITH THE OTHER,but the majestic and opposing order of human societies that I sometimes find myself embarrassed in a hacking certain abuses. I like to rebuild with one hand when I am compelled to destroy with the other.,"85,92,88,90,91",2.2
337,5,"1,2,3,4,5",mic_fileid_337_doa165_3spk_1.wav|mic_fileid_337_doa165_3spk_2.wav|mic_fileid_337_doa165_3spk_3.wav|mic_fileid_337_doa165_3spk_4.wav|mic_fileid_337_doa165_3spk_5.wav,20,302,text_fileid_337_doa302_spk1.txt,0.1951219512195122,8,41,WHICH YOU MUST ACKNOWLEDGE TO BE TRUE CERTAINLY MY DEAR NOBODY SAID THERE WERE BUT AS TO NOT MEETING WITH MANY PEOPLE IN THIS NEIGHBOURHOOD I BELIEVE THERE ARE FEW NEIGHBOURHOODS LARGER I KNOW WE DINE WITH FOUR AND TWENTY FAMILIES,"which you must acknowledge to be true. Certainly, my dear, nobody said there were. But as to not meeting... with many people in this neighborhood, I believe there are a few neighborhoods large. I know we're dying with 4 and 20 families.","299,302,303,301,87",30
338,4,"1,2,3,4",mic_fileid_338_doa129_3spk_1.wav|mic_fileid_338_doa129_3spk_2.wav|mic_fileid_338_doa129_3spk_3.wav|mic_fileid_338_doa129_3spk_4.wav,16,175,text_fileid_338_doa175_spk1.txt,0.06666666666666667,2,30,SHALL MY FEAR SHALL MY ZEAL SHALL MY JEALOUSY HAVE LEAVE TO SAY TO THEE HAST THOU CONSIDERED MY HEART THAT THERE IS NOT SO PERVERSE A HEART UPON EARTH,"Shall my fear, shall my zeal, shall my... jealousy have lewd to say to thee, hast thou considered my heart that there is not so perverse a heart of upon Earth.","174,174,175,175",0.5
339,5,"1,2,3,4,5",mic_fileid_339_doa48_3spk_1.wav|mic_fileid_339_doa48_3spk_2.wav|mic_fileid_339_doa48_3spk_3.wav|mic_fileid_339_doa48_3spk_4.wav|mic_fileid_339_doa48_3spk_5.wav,20,48,text_fileid_339_doa48_spk1.txt,0.11627906976744186,5,43,BUT HAS ALWAYS SOUGHT POSITIVELY TO PROVE OR TO DISPROVE SOMETHING THAT WAS CONCEIVED OF OR SUSPECTED IN ADVANCE AS I SUSPECTED SAYS THIS CORRESPONDENT I FOUND THAT THE SNAILS WERE OF A FAMILIAR LAND SPECIES THAT THEY HAD BEEN UPON THE GROUND,"but has always sought positively to prove or to disprove something that was conceived of or suspected in advance. As I suspected,"" says this correspondent, I found that this nails were up a familiar land species that they had been upon the ground Thank you.","48,49,47,48,47",0.6
340,5,"1,2,3,4,5",mic_fileid_340_doa68_3spk_1.wav|mic_fileid_340_doa68_3spk_2.wav|mic_fileid_340_doa68_3spk_3.wav|mic_fileid_340_doa68_3spk_4.wav|mic_fileid_340_doa68_3spk_5.wav,20,68,text_fileid_340_doa68_spk1.txt,0.07317073170731707,3,41,THOUGH SHE FOUND SOMETHING OF GANEM IN THE OBJETS SHE BEHELD YET IN OTHER RESPECTS HE APPEARED SO DIFFERENT THAT SHE DURST NOT IMAGINE IT WAS HE THAT LAY BEFORE HER UNABLE HOWEVER TO WITHSTAND THE EARNEST DESIRE OF BEING SATISFIED,"Though she found something of Ganim in the objects, she beheld... Yet, in other respects, he appeared so different that she durst not in... Imagine it was he that lay before her. Unable, however. to withstand the earnest desire of being satisfied.","68,68,68,68,269",31.8
341,4,"1,2,3,4",mic_fileid_341_doa16_3spk_1.wav|mic_fileid_341_doa16_3spk_2.wav|mic_fileid_341_doa16_3spk_3.wav|mic_fileid_341_doa16_3spk_4.wav,16,196,text_fileid_341_doa196_spk1.txt,0.4411764705882353,15,34,ARE LONG SLENDER SHARP NOSED SLIPPERY PEOPLE WITH A FRINGE OF FINS ALONG THEIR BACKS AND ANOTHER FRINGE ALONG THEIR BELLIES THEY BREATHE THROUGH VERY SMALL GILL OPENINGS IN THE BACKS OF THEIR HEADS,"our long, slender, sharp-nosed, slippery people. with a fringe of fins along their backs and another fringe. along their bellies. They breathe through very small gills. man is thankful today that some petty success for which he","195,193,194,141",15.25
342,4,"1,2,3,4",mic_fileid_342_doa2_3spk_1.wav|mic_fileid_342_doa2_3spk_2.wav|mic_fileid_342_doa2_3spk_3.wav|mic_fileid_342_doa2_3spk_4.wav,16,60,text_fileid_342_doa60_spk1.txt,0.16666666666666666,10,60,AND AS I WAS GOING ALONG MY HEART WAS EVEN OVERWHELMED WITH THE THOUGHTS OF MY CONDITION AND THAT I SHOULD HAVE CHILDREN AND A NATION WHICH I KNEW NOT RULED OVER THEM WHEREUPON I EARNESTLY ENTREATED THE LORD THAT HE WOULD CONSIDER MY LOW ESTATE AND SHOW ME A TOKEN FOR GOOD AND IF IT WERE HIS BLESSED WILL,"And as I was going along, my heart was even overwhelmed with the thoughts of my condi- and that I should have children and a nation which I knew not. We were upon an earnest retreat of the Lord, that he would consider my life. and show me a token for good. And if it were His blessed will.","59,60,58,59",1
