fileid,mic_file,method,audio_stage,speaker_id,duration_sec,gt_doa,selected_wav,selection_strategy,selected_source_index,predicted_doa,doa_error_deg,separated_wav_count,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,pesq_error,reference,hypothesis,whisper_sec,total_sec,whisper_rtf,total_rtf,under_realtime
360,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_360_doa3_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.78425,104,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_360/odas_separated_preddoa098_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,98.09450985679636,5.905490143203622,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_360_doa104_spk1.txt,0.23529411764705882,8,34,5.0547820057632995,-0.6737643612002353,-5.728546366963535,4.0611312660667265,-24.723270880077905,-28.784402146144632,1.3852643966674805,1.2492951154708862,-0.13596928119659424,,WHOSE EYES WERE CLOSED HIS COUNTENANCE PALE DISFIGURED AND BATHED IN TEARS SHE GAZED EARNESTLY ON HIM HER HEART BEAT AND SHE FANCIED SHE BEHELD GANEM BUT YET SHE WOULD NOT BELIEVE HER EYES,"Eyes were slowly with this countenance pale, disfigured and bathed in tears. She gazed earnestly on him, her heart beat, and she fancied to be held guns, but yet she would not believe her eyes.",0.34310855500007165,0.34310855500007165,0.020442292923429504,0.020442292923429504,1
361,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_361_doa8_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,15.306875,230,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_361/odas_separated_preddoa228_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,228.02216429571925,1.97783570428075,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_361_doa230_spk1.txt,0.07692307692307693,3,39,4.9041509358733935,-0.9478407885055352,-5.851991724378928,3.7651280361206756,-40.71738917572983,-44.48251721185051,1.213366985321045,1.2406617403030396,0.02729475498199463,,MODE BEARD THE OYSTERS AND SCALD THEM IN THEIR OWN LIQUOR THEN ADD IT WELL STRAINED TO THE BROTH THICKEN WITH THE BUTTER AND FLOUR AND SIMMER FOR ONE QUARTER OF AN HOUR PUT IN THE OYSTERS STIR WELL,"So, beard the oysters and scald them in their own liquor. Then add it well strained to the broth. Thick it with the butter and flour and simmer for one quarter of an hour. Put in the oysters, stir well.",0.3477094300014869,0.3477094300014869,0.022715899228385083,0.022715899228385083,1
362,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_362_doa47_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.986,265,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_362/odas_separated_preddoa264_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,264.258691978892,0.7413080211080114,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_362_doa265_spk1.txt,0.14583333333333334,7,48,7.796241990520744,-0.23788767888223283,-8.034129669402976,7.0095786092655175,-19.430325159948822,-26.43990376921434,1.3284977674484253,1.1766189336776733,-0.15187883377075195,,QUITE REPLIED THORNDYKE I HAVE ENTERTAINED IT FROM THE FIRST AND THE NEW FACTS THAT YOU HAVE GATHERED INCREASE ITS PROBABILITY YOU REMEMBER I SAID THAT FOUR HYPOTHESES WERE POSSIBLE THAT THE ROBBERY WAS COMMITTED EITHER BY REUBEN BY WALTER BY JOHN HORNBY OR BY SOME OTHER PERSON,"I have entertained it from the first and the new facts that you have gathered increase its probabilities. You remember I said that four hypotheses were possible. That the robbery was committed either by Walter, by John Fordeva, or by some other person.",0.3415905309993832,0.3415905309993832,0.020110121923901048,0.020110121923901048,1
363,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_363_doa95_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.91775,336,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_363/odas_separated_preddoa337_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,337.3936918071017,1.3936918071016748,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_363_doa336_spk1.txt,0.36,9,25,2.8669688030679215,-0.9235740115477982,-3.7905428146157196,1.7994118500292988,-28.492250378526247,-30.291662228555545,1.184772253036499,1.154020071029663,-0.030752182006835938,,CHARLES GAVE THEM A GRACIOUS AND A COMPLIANT ANSWER TO ALL THEIR REMONSTRANCES HE WAS HOWEVER IN HIS HEART EXTREMELY AVERSE TO THESE FURIOUS MEASURES,"Charles gave a gracious and a compliant answer to all of his remarks, he was how it art in his heart extremely adverse to these curious measures.",0.21309867600029975,0.21309867600029975,0.012596159418380088,0.012596159418380088,1
364,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_364_doa50_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.970625,345,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_364/odas_separated_preddoa336_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,336.30823167000415,8.691768329995853,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_364_doa345_spk1.txt,0.25,8,32,4.834621744316882,-0.9245592660687325,-5.759181010385615,3.375964955636574,-31.380802978461396,-34.75676793409797,1.3257536888122559,1.2369273900985718,-0.08882629871368408,,DEAR ME IT IS A SAD PITY YOU CANNOT FLY YOURSELF BUT I HAVE NO TIME TO LOOK FOR ANOTHER NURSE NOW SO YOU WILL DO YOUR BEST I HOPE DEAR DEAR,"It is a sad pity you cannot rely on yourself, but I have no time to look for another nurse now. So you will do your best, I hope. Dear, dear, I hope you're well.",0.31804219300101977,0.31804219300101977,0.018740747202947435,0.018740747202947435,1
365,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_365_doa174_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.051875,212,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_365/odas_separated_preddoa206_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,205.95152329667616,6.048476703323843,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_365_doa212_spk1.txt,0.12195121951219512,5,41,5.9880374873852285,-2.0971017529598552,-8.085139240345084,6.0477158099633845,-25.533714706375186,-31.58143051633857,1.2826874256134033,1.292496919631958,0.009809494018554688,,THIS THIRD BOOK THE STORY OF ANCIENT IRISH CIVILISATION GIVES IN SIMPLE PLAIN LANGUAGE AN ACCOUNT OF THE CONDITION OF THE COUNTRY IN THE OLDEN TIME BUT AS IT IS HERE TO SPEAK FOR ITSELF I NEED NOT DESCRIBE IT FURTHER,"Third, the story of ancient Irish civilization gives in simple, plain language, an account by the condition of the country in the origin time. But as it is here to speak for itself, I need not describe it further.",0.34241173200098274,0.34241173200098274,0.020080591254685056,0.020080591254685056,1
366,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_366_doa75_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,15.865125,180,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_366/odas_separated_preddoa180_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,179.918038095403,0.08196190459699437,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_366_doa180_spk1.txt,0.8157894736842105,31,38,4.384199138852763,-1.0006896684643534,-5.384888807317116,3.9495591782805413,-27.20565373163209,-31.15521290991263,1.278933048248291,1.2010453939437866,-0.0778876543045044,,UP STEPPED THE SERVANT'S COMRADE AND KNOCKED UPON THE DOOR RAP TAP TAP BY AND BY IT WAS OPENED A CRACK AND THERE STOOD AN UGLY OLD WOMAN BLEAR EYED AND CROOKED AND GNARLED AS A WINTER TWIG,"Step the students' top of their head and hop upon the door, crash, tap, tap, fall in by, and is open to crap. The ears twink, open, open, open, open. Blur-eye and hook it, and now I'll give her a hand twig.",2.3397035760008293,2.3397035760008293,0.1474746386177751,0.1474746386177751,1
367,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_367_doa110_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.839375,261,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_367/odas_separated_preddoa270_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,270.36445405583265,9.364454055832653,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_367_doa261_spk1.txt,0.2564102564102564,10,39,7.623023828677401,-1.6948448334895896,-9.31786866216699,6.824989846971041,-26.969437100038434,-33.79442694700948,1.3233562707901,1.242287278175354,-0.0810689926147461,,IT WAS HER OWN HEART SINKING WITH ALARM AND TERROR AND OVERFLOWING WITH LOVE SHE OPENED THE DOOR AND STEPPED ACROSS THE THRESHOLD AND ONTO THE COLD DAMP EARTHEN FLOOR OF THE PASSAGE THE COLD SHE FELT REFRESHED HER,"With her own heart, sinking with alarm and terror and overflowing with rational souls, she opened the door and stepped across the threshold, and on the cold desert and floor of the acid, the cold she felt refreshed and wiped.",0.3592959380002867,0.3592959380002867,0.021336655190604563,0.021336655190604563,1
368,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_368_doa76_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,15.353375,76,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_368/odas_separated_preddoa079_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,79.2408590477301,3.240859047730112,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_368_doa76_spk1.txt,0.5625,18,32,5.391430389160449,-1.1894357149528978,-6.580866104113348,4.613168282092113,-13.378976304171324,-17.992144586263436,1.3567345142364502,1.0512912273406982,-0.30544328689575195,,BUT WITH THE PROSPECT BEFORE HIM OF APPROACHING AN INEVITABLE ANNIHILATION HIS AVARICE WOULD BE LIKELY TO GET THE VICTORY OVER HIS CAUTION HIS VANITY OR HIS AMBITION AN AMBITIOUS MAN TOO,"I have a student who is likely to get the victory over his passion for his family, or his ambition. An ambitious man too.",0.3617595700015954,0.3617595700015954,0.02356221807919076,0.02356221807919076,1
369,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_369_doa27_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,15.974,75,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_369/odas_separated_preddoa030_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,30.480953018555212,44.519046981444774,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_369_doa75_spk1.txt,0.6785714285714286,19,28,6.328425808059809,-0.28397998575686434,-6.612405793816673,6.094370624321465,-23.407087619258363,-29.501458243579826,1.2303584814071655,1.1305770874023438,-0.09978139400482178,,WHEN SHE PAUSED IN HER LAMENTATIONS ADORABLE PRINCESS SAID HE WHY DO YOU MOURN YOUR TROUBLES ARE NOT WITHOUT REMEDY WHO SPEAKS TO ME SO GENTLY ASKED SHE,Why do you want to travel without reggae? Who speaks to you so gently? Act G.,0.18546246200094174,0.18546246200094174,0.011610270564726539,0.011610270564726539,1
370,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_370_doa148_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.74225,297,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_370/odas_separated_preddoa295_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,294.94072511279745,2.059274887202548,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_370_doa297_spk1.txt,0.45454545454545453,20,44,1.4293114037750163,-2.753705617646399,-4.183017021421415,0.740651082164336,-18.274070106424723,-19.01472118858906,1.1864521503448486,1.1616321802139282,-0.02481997013092041,,BY THE TIME THE WAR VESSEL HAD ARRIVED AT DE LOS CAYOS L'OLONNOIS HAD MADE HIS PREPARATION TO ATTACK THE PLACE HE HAD PROCURED TWO LARGE CANOES AND IN THESE HE HAD INTENDED TO ROW UP TO THE TOWN AND LAND WITH HIS MEN,"By the time he wore his long and wide, the dinner sky of Lorinbog had made his preparation to attack his place. He had put too large canoe lines on his shoulders, he had intended to round up to the town and land with his men.",0.3766232600009971,0.3766232600009971,0.022495379056040685,0.022495379056040685,1
371,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_371_doa68_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.5555,306,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_371/odas_separated_preddoa308_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,307.64155668005833,1.6415566800583292,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_371_doa306_spk1.txt,0.10714285714285714,6,56,4.969788837012637,-1.2068039003882958,-6.176592737400933,4.905032034594367,-39.64046855836401,-44.545500592958376,1.3585110902786255,1.4451593160629272,0.08664822578430176,,AND WHO BEGAN TO RUB A CROW BAR ON A STONE IN ORDER TO REDUCE IT TO THE PROPER SIZE BARTHOLEMY CAREFULLY KNOCKED ALL THE NAILS OUT OF THE BOARD AND THEN FINDING A LARGE FLAT STONE HE RUBBED DOWN ONE OF THEM UNTIL HE HAD FORMED IT INTO THE SHAPE OF A RUDE KNIFE BLADE,"and who began to roll crowbar on a stone in order to reduce it to proper size. Bartholome carefully knocked all the nails out of the board, and then finding a large flat stone, he rubbed down one of them until he had formed it into the shape of a rude knife blade.",0.45511044600061723,0.45511044600061723,0.02748998495971836,0.02748998495971836,1
372,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_372_doa161_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.864125,161,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_372/odas_separated_preddoa162_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,162.1835587704459,1.1835587704458987,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_372_doa161_spk1.txt,0.12121212121212122,4,33,6.144106366160891,-1.0992991661087388,-7.243405532269629,5.07946845352742,-20.460218407930427,-25.539686861457845,1.6021318435668945,1.4705090522766113,-0.1316227912902832,,AND PERHAPS LOST FOREVER TO THE COUNTRY AT LENGTH CONGRESS HAVING SANCTIONED THE ENLARGEMENT OF THEIR OWN LIBRARY THEIR LIBRARIAN MISTER SPOFFORD INDUCED THEM TO PURCHASE THE WHOLE MASS JUST AS IT STOOD,"And perhaps lost forever to the country. At late, Congress, having sanctioned the enlargement of the whole library, their librarian, Mr. Spofford, induced them to purchase the whole mass, just as it stood.",0.349430473999746,0.349430473999746,0.020720344162519312,0.020720344162519312,1
373,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_373_doa55_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,18.24525,176,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_373/odas_separated_preddoa179_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,178.5686501512967,2.5686501512967084,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_373_doa176_spk1.txt,0.696969696969697,23,33,6.148023837518134,-0.5404642963406482,-6.688488133858782,5.124997605425196,-24.83337166291634,-29.958369268341535,1.2026896476745605,1.1400234699249268,-0.06266617774963379,,A FEW REMAINED FOR THE SUMMER HERE MEN BUILT BOATS AND ROWED AWAY TO KEECHAWIK AND NEUKLUK CARRYING SUPPLIES FOR HUNTING OR PROSPECTING THE CAPTAIN'S VEGETABLE GARDEN IN THE SAND WAS GROWING RAPIDLY,The captain's vegetable garden in the sand was growing rapidly.,0.11273393900046358,0.11273393900046358,0.006178810320519784,0.006178810320519784,1
374,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_374_doa92_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.93675,253,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_374/odas_separated_preddoa256_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,256.04928284911705,3.0492828491170485,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_374_doa253_spk1.txt,0.2727272727272727,9,33,5.360862588598945,-0.20787406087471488,-5.568736649473659,4.2226649226941255,-21.231023850377287,-25.453688773071413,1.2867567539215088,1.1858315467834473,-0.10092520713806152,,CORONEL SHOOK HIM SOLEMNLY BY THE HAND I CONGRATULATE YOUR ROYAL HIGHNESS I WILL ANNOUNCE YOUR DECISION TO THE PRINCESS SHE WILL BE MUCH AMU MUCH DELIGHTED AND HE TURNED INTO THE PALACE,I congratulate your royal highness. I will announce your decision to the princess. She will be much delighted and he turned into the palace.,0.20520034000037413,0.20520034000037413,0.012115685713042593,0.012115685713042593,1
375,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_375_doa192_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.489375,336,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_375/odas_separated_preddoa328_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,328.39159745457977,7.608402545420233,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_375_doa336_spk1.txt,0.25,9,36,5.547280629662394,-1.9188780781918755,-7.4661587078542695,4.4304460248682815,-28.239065903676945,-32.66951192854523,1.2894526720046997,1.328595519065857,0.03914284706115723,,AFTER TWENTY FOUR EVENTFUL HOURS OUR TWO STUDENTS OF HUMAN MOTIVES FOUND THEMSELVES TOGETHER AGAIN BY THE FIREPLACE IN THE OLD GEORGE SMOKING ROOM THEY HAD RESUMED THEIR OVERNIGHT CONVERSATION IN A STATE OF CONSIDERABLE TENSION,"After 24 eventful hours, our two students of human bulletins found themselves together again by the fireplace near to the old George Spoken Room. They had resumed their overnight conversation in a state of considerable tension within the region.",0.33398244799900567,0.33398244799900567,0.02025440309284043,0.02025440309284043,1
376,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_376_doa40_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.916,104,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_376/odas_separated_preddoa087_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,87.18245933738362,16.81754066261638,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_376_doa104_spk1.txt,0.38461538461538464,15,39,4.207004595632226,-2.6151457866476195,-6.822150382279846,2.871920798127325,-35.13400639681774,-38.005927194945066,1.1880576610565186,1.0790656805038452,-0.10899198055267334,,I VISUALIZED THEM JUST AS I COULD CLOSE MY EYES AND VISUALIZE FOR EXAMPLE THE FIREPLACE IN THE LIVING ROOM OF MY OWN HOME I LOOKED DOWN AT THE GIRL SHE WAS FROWNING AND HER EYES WERE VERY WIDE,"I visualized them just as I could close my eyes and visualize, for example, the fireplace in the layering of my own home. I looked down at the girl, she's frowning, and her eyes were very white, but I explained their imaginations by the issue of circulars.",0.42395958099950803,0.42395958099950803,0.025062637798504848,0.025062637798504848,1
377,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_377_doa285_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,15.4635,285,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_377/odas_separated_preddoa273_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,273.29788785511715,11.702112144882847,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_377_doa285_spk1.txt,0.28125,9,32,5.282684965567038,-2.3092992913929935,-7.591984256960031,5.169925239836763,-14.580132999708567,-19.750058239545332,1.397691249847412,1.2903714179992676,-0.10731983184814453,,IN A LOW TONE AS IF NOT INTENDED FOR THE EAR OF THE VICTIM DIABOLUS FETCH ME THE RED HOT IRON THE EXPEDITION WITH WHICH THAT TONGUE WOULD DISAPPEAR WAS SIMPLY RIDICULOUS,"In a lower tone, as if not intended for the ear of the victim, the house, the bedroom, the red hot iron. The expedition of which that tone had disappeared was simply ridiculous.",0.2797180230008962,0.2797180230008962,0.018088920554912936,0.018088920554912936,1
378,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_378_doa15_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.431375,85,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_378/odas_separated_preddoa074_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,74.35475396439416,10.645246035605851,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_378_doa85_spk1.txt,0.12903225806451613,4,31,5.474130554708201,-2.1853118337445125,-7.659442388452714,4.974589520263811,-54.53879765411866,-59.51338717438247,1.2461479902267456,1.2227641344070435,-0.02338385581970215,,THE HORRIBLE GLOWING TOOL DISAPPEARED INTO THE NIGHT WHIRLING AS IT FLEW AND FELL FAR AWAY ON THE SNOW THE PRISONER RESUMED DO WHAT YOU PLEASE WITH ME HE WAS DISARMED,"The marble glowing tool disappeared into the darkness whirling as it flew and fell far away on the snow. The prisoner resumed. Do what you please, he was disarmed.",0.2913198700007342,0.2913198700007342,0.01671238614284497,0.01671238614284497,1
379,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_379_doa53_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.999125,248,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_379/odas_separated_preddoa251_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,250.90824629825795,2.90824629825795,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_379_doa248_spk1.txt,0.3142857142857143,11,35,4.887681579253308,-0.26090791029871585,-5.148589489552024,3.72641113452997,-22.698523267379905,-26.424934401909873,1.6076076030731201,1.2300803661346436,-0.37752723693847656,,HER ENMITY DID NOT STOP AT THIS ABOMINABLE ACTION BUT SHE LIKEWISE CHANGED THE SLAVE INTO A COW AND GAVE HER ALSO TO MY FARMER AT MY RETURN I ENQUIRED FOR THE MOTHER AND CHILD,"I stopped at this appointment, but she likewise changed the slave of my cow and gave her also to my farmer. At my return, I inquired for my mother and child.",0.27362962599909224,0.27362962599909224,0.01609668885893199,0.01609668885893199,1
380,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_380_doa120_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,16.50125,216,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_380/odas_separated_preddoa214_slot2.wav,nearest_predicted_doa_to_spk1_gt_doa,2,214.32023785335983,1.6797621466401722,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_380_doa216_spk1.txt,0.07894736842105263,3,38,4.838156966476196,-1.1965770109022564,-6.034733977378452,3.322532726147779,-26.075066773112937,-29.397599499260714,1.3411375284194946,1.297254204750061,-0.043883323669433594,,EVEN THE FROGS WHO ARE AFRAID OF CRANES CREPT QUIETLY NEAR TO LOOK ON IT WAS NOT LONG BEFORE ANOTHER YOUNG CRANE BEGAN TO SKIP AND HOP AND CIRCLE AROUND DROOPING HIS WINGS AND WHOOPING AS HE WENT,"Frogs who were afraid of cranes crept quietly near to look on. It was not long before another young crane began to skip and hop and circle around, drooping his wings and whooping as he went.",0.3329954249984439,0.3329954249984439,0.020180012120199618,0.020180012120199618,1
381,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_381_doa212_3spk.wav,ODAS-SSL-SST-DGSS-MS,separated,1,17.232125,246,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_381/odas_separated_preddoa241_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,240.8426745192807,5.157325480719294,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_381_doa246_spk1.txt,0.2,9,45,7.779965942561296,-1.961586582266236,-9.741552524827533,7.008356230445494,-39.19335420507464,-46.201710435520134,1.3281192779541016,1.2477688789367676,-0.08035039901733398,,AND ON THE SUCCEEDING DAY FAVOURED TO AN UNCOMMON DEGREE BY A FINE EASTERLY BREEZE WE CLOSED IN WITH THE BARNEVELTS AND RUNNING PAST CAPE DECEIT WITH ITS STONY PEAKS ABOUT THREE O'CLOCK DOUBLED THE WEATHER BEATEN CAPE HORN THE EVENING WAS CALM AND BRIGHT,"Succeeding day, favored to an uncommon degree by a fine easterly breeze, we closed in with the barnabounds and runny past Cape Deceit with its stony peaks about 3 o'clock, doubled the weather-beaten Cape Horn. The evening was calm and bright.",0.4347292969996488,0.4347292969996488,0.025227840269244146,0.025227840269244146,1
