fileid,speaker_id,gt_doa,selected_predicted_doa,selected_source_index,doa_error_deg,candidate_predicted_doas,candidate_wavs,selected_wav
281,3,319,319,2,0.0,"221,319,354",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_281/enhanced_fileid_281_preddoa221_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_281/enhanced_fileid_281_preddoa319_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_281/enhanced_fileid_281_preddoa354_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_281/enhanced_fileid_281_preddoa319_src2.wav
282,1,276,276,3,0.0,"128,276,71",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_282/enhanced_fileid_282_preddoa128_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_282/enhanced_fileid_282_preddoa276_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_282/enhanced_fileid_282_preddoa71_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_282/enhanced_fileid_282_preddoa276_src3.wav
282,2,128,128,2,0.0,"128,276,71",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_282/enhanced_fileid_282_preddoa128_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_282/enhanced_fileid_282_preddoa276_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_282/enhanced_fileid_282_preddoa71_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_282/enhanced_fileid_282_preddoa128_src2.wav
282,3,55,71,1,16.0,"128,276,71",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_282/enhanced_fileid_282_preddoa128_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_282/enhanced_fileid_282_preddoa276_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_282/enhanced_fileid_282_preddoa71_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_282/enhanced_fileid_282_preddoa71_src1.wav
283,1,302,314,3,12.0,"126,177,314",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_283/enhanced_fileid_283_preddoa126_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_283/enhanced_fileid_283_preddoa177_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_283/enhanced_fileid_283_preddoa314_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_283/enhanced_fileid_283_preddoa314_src3.wav
283,2,177,177,2,0.0,"126,177,314",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_283/enhanced_fileid_283_preddoa126_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_283/enhanced_fileid_283_preddoa177_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_283/enhanced_fileid_283_preddoa314_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_283/enhanced_fileid_283_preddoa177_src2.wav
283,3,126,126,1,0.0,"126,177,314",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_283/enhanced_fileid_283_preddoa126_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_283/enhanced_fileid_283_preddoa177_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_283/enhanced_fileid_283_preddoa314_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_283/enhanced_fileid_283_preddoa126_src1.wav
284,1,256,257,2,1.0,"210,257,357",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_284/enhanced_fileid_284_preddoa210_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_284/enhanced_fileid_284_preddoa257_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_284/enhanced_fileid_284_preddoa357_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_284/enhanced_fileid_284_preddoa257_src2.wav
284,2,214,210,1,4.0,"210,257,357",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_284/enhanced_fileid_284_preddoa210_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_284/enhanced_fileid_284_preddoa257_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_284/enhanced_fileid_284_preddoa357_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_284/enhanced_fileid_284_preddoa210_src1.wav
284,3,4,357,3,7.0,"210,257,357",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_284/enhanced_fileid_284_preddoa210_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_284/enhanced_fileid_284_preddoa257_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_284/enhanced_fileid_284_preddoa357_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_284/enhanced_fileid_284_preddoa357_src3.wav
285,1,274,276,3,2.0,"228,276,43",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_285/enhanced_fileid_285_preddoa228_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_285/enhanced_fileid_285_preddoa276_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_285/enhanced_fileid_285_preddoa43_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_285/enhanced_fileid_285_preddoa276_src3.wav
285,2,48,43,1,5.0,"228,276,43",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_285/enhanced_fileid_285_preddoa228_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_285/enhanced_fileid_285_preddoa276_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_285/enhanced_fileid_285_preddoa43_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_285/enhanced_fileid_285_preddoa43_src1.wav
285,3,229,228,2,1.0,"228,276,43",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_285/enhanced_fileid_285_preddoa228_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_285/enhanced_fileid_285_preddoa276_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_285/enhanced_fileid_285_preddoa43_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_285/enhanced_fileid_285_preddoa228_src2.wav
286,1,62,56,1,6.0,"224,355,56",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_286/enhanced_fileid_286_preddoa224_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_286/enhanced_fileid_286_preddoa355_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_286/enhanced_fileid_286_preddoa56_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_286/enhanced_fileid_286_preddoa56_src1.wav
286,2,357,355,3,2.0,"224,355,56",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_286/enhanced_fileid_286_preddoa224_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_286/enhanced_fileid_286_preddoa355_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_286/enhanced_fileid_286_preddoa56_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_286/enhanced_fileid_286_preddoa355_src3.wav
286,3,213,224,2,11.0,"224,355,56",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_286/enhanced_fileid_286_preddoa224_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_286/enhanced_fileid_286_preddoa355_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_286/enhanced_fileid_286_preddoa56_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_286/enhanced_fileid_286_preddoa224_src2.wav
287,1,147,148,3,1.0,"148,42,98",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_287/enhanced_fileid_287_preddoa148_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_287/enhanced_fileid_287_preddoa42_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_287/enhanced_fileid_287_preddoa98_src2.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_287/enhanced_fileid_287_preddoa148_src3.wav
287,2,99,98,2,1.0,"148,42,98",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_287/enhanced_fileid_287_preddoa148_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_287/enhanced_fileid_287_preddoa42_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_287/enhanced_fileid_287_preddoa98_src2.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_287/enhanced_fileid_287_preddoa98_src2.wav
287,3,345,42,1,57.0,"148,42,98",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_287/enhanced_fileid_287_preddoa148_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_287/enhanced_fileid_287_preddoa42_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_287/enhanced_fileid_287_preddoa98_src2.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_287/enhanced_fileid_287_preddoa42_src1.wav
288,1,139,139,2,0.0,"139,229,72",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_288/enhanced_fileid_288_preddoa139_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_288/enhanced_fileid_288_preddoa229_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_288/enhanced_fileid_288_preddoa72_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_288/enhanced_fileid_288_preddoa139_src2.wav
288,2,72,72,1,0.0,"139,229,72",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_288/enhanced_fileid_288_preddoa139_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_288/enhanced_fileid_288_preddoa229_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_288/enhanced_fileid_288_preddoa72_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_288/enhanced_fileid_288_preddoa72_src1.wav
288,3,227,229,3,2.0,"139,229,72",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_288/enhanced_fileid_288_preddoa139_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_288/enhanced_fileid_288_preddoa229_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_288/enhanced_fileid_288_preddoa72_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_288/enhanced_fileid_288_preddoa229_src3.wav
289,1,232,231,2,1.0,"177,231,357",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_289/enhanced_fileid_289_preddoa177_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_289/enhanced_fileid_289_preddoa231_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_289/enhanced_fileid_289_preddoa357_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_289/enhanced_fileid_289_preddoa231_src2.wav
289,2,174,177,1,3.0,"177,231,357",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_289/enhanced_fileid_289_preddoa177_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_289/enhanced_fileid_289_preddoa231_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_289/enhanced_fileid_289_preddoa357_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_289/enhanced_fileid_289_preddoa177_src1.wav
289,3,358,357,3,1.0,"177,231,357",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_289/enhanced_fileid_289_preddoa177_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_289/enhanced_fileid_289_preddoa231_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_289/enhanced_fileid_289_preddoa357_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_289/enhanced_fileid_289_preddoa357_src3.wav
290,1,137,136,2,1.0,"136,22,315",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_290/enhanced_fileid_290_preddoa136_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_290/enhanced_fileid_290_preddoa22_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_290/enhanced_fileid_290_preddoa315_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_290/enhanced_fileid_290_preddoa136_src2.wav
290,2,23,22,1,1.0,"136,22,315",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_290/enhanced_fileid_290_preddoa136_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_290/enhanced_fileid_290_preddoa22_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_290/enhanced_fileid_290_preddoa315_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_290/enhanced_fileid_290_preddoa22_src1.wav
290,3,312,315,3,3.0,"136,22,315",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_290/enhanced_fileid_290_preddoa136_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_290/enhanced_fileid_290_preddoa22_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_290/enhanced_fileid_290_preddoa315_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_290/enhanced_fileid_290_preddoa315_src3.wav
291,1,263,263,2,0.0,"166,263,357",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_291/enhanced_fileid_291_preddoa166_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_291/enhanced_fileid_291_preddoa263_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_291/enhanced_fileid_291_preddoa357_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_291/enhanced_fileid_291_preddoa263_src2.wav
291,2,157,166,1,9.0,"166,263,357",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_291/enhanced_fileid_291_preddoa166_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_291/enhanced_fileid_291_preddoa263_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_291/enhanced_fileid_291_preddoa357_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_291/enhanced_fileid_291_preddoa166_src1.wav
291,3,357,357,3,0.0,"166,263,357",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_291/enhanced_fileid_291_preddoa166_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_291/enhanced_fileid_291_preddoa263_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_291/enhanced_fileid_291_preddoa357_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_291/enhanced_fileid_291_preddoa357_src3.wav
292,1,338,338,3,0.0,"186,223,338",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_292/enhanced_fileid_292_preddoa186_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_292/enhanced_fileid_292_preddoa223_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_292/enhanced_fileid_292_preddoa338_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_292/enhanced_fileid_292_preddoa338_src3.wav
292,2,184,186,1,2.0,"186,223,338",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_292/enhanced_fileid_292_preddoa186_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_292/enhanced_fileid_292_preddoa223_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_292/enhanced_fileid_292_preddoa338_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_292/enhanced_fileid_292_preddoa186_src1.wav
292,3,44,338,3,66.0,"186,223,338",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_292/enhanced_fileid_292_preddoa186_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_292/enhanced_fileid_292_preddoa223_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_292/enhanced_fileid_292_preddoa338_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_292/enhanced_fileid_292_preddoa338_src3.wav
293,1,340,339,3,1.0,"181,251,339",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_293/enhanced_fileid_293_preddoa181_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_293/enhanced_fileid_293_preddoa251_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_293/enhanced_fileid_293_preddoa339_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_293/enhanced_fileid_293_preddoa339_src3.wav
