fileid,chunk_count,chunk_indices,chunk_clean_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,input_audio_type,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
330,3,"1,2,3",clean_fileid_330_doa67_spk1_1.wav|clean_fileid_330_doa67_spk1_2.wav|clean_fileid_330_doa67_spk1_3.wav,5764.0,5776.0,12.0,67,text_fileid_330_doa67_spk1.txt,clean_spk1,AND I WOULD HAVE REMOVED MY PALLET BED BUT HE WOULD NOT LET ME TILL HE WAS ABLE TO VENTURE HIMSELF WITHOUT ANYBODY TO SIT UP WITH HIM AND THEN I REMOVED TO MY OWN CHAMBER,"And I would have removed my palette then, but he would not let me tell he was able to venture himself without anybody to sit up with him. And then I removed my own chamber.",0.1111111111111111,4,36,"And I would have removed my palette then, but he would not let me tell he was able to venture himself without anybody to sit up with him. And then I removed my own chamber.",0.1111111111111111,4,36
331,5,"1,2,3,4,5",clean_fileid_331_doa39_spk1_1.wav|clean_fileid_331_doa39_spk1_2.wav|clean_fileid_331_doa39_spk1_3.wav|clean_fileid_331_doa39_spk1_4.wav|clean_fileid_331_doa39_spk1_5.wav,5776.0,5796.0,20.0,39,text_fileid_331_doa39_spk1.txt,clean_spk1,MELANCHOLY FOLLOWED BUT BY DEGREES I GAINED A CLEAR CONCEPTION OF MY MISERIES AND SITUATION AND WAS THEN RELEASED FROM MY PRISON FOR THEY HAD CALLED ME MAD AND DURING MANY MONTHS AS I UNDERSTOOD A SOLITARY CELL HAD BEEN MY HABITATION,"Melancholy followed, but by degrees I gained a clear conception of my miseries and situation and was then released from my prison . For they had called me mad and during many months as I understood, the solitary cell had been my habitation.",0.023809523809523808,1,42,"Melancholy followed, but by degrees I gained a clear conception of my miseries and situation and was then released from my prison. For they had called me mad and during many months as I understood, the solitary cell had been my habitation.",0.023809523809523808,1,42
332,4,"1,2,3,4",clean_fileid_332_doa152_spk1_1.wav|clean_fileid_332_doa152_spk1_2.wav|clean_fileid_332_doa152_spk1_3.wav|clean_fileid_332_doa152_spk1_4.wav,5796.0,5812.0,16.0,152,text_fileid_332_doa152_spk1.txt,clean_spk1,WE A COMMERCIAL PEOPLE WERE OBLIGED TO BRING SUCH SCHEMES UNDER CONSIDERATION AND THE QUESTION OF CONTAGION BECAME MATTER OF EARNEST DISQUISITION,"We, a commercial people, were obliged to bring such schemes under consideration . And the question of contag ion became matter of earnest disquis ition.",0.18181818181818182,4,22,"We, a commercial people, were obliged to bring such schemes under consideration. And the question of contag ion became matter of earnest disquis ition.",0.18181818181818182,4,22
333,4,"1,2,3,4",clean_fileid_333_doa167_spk1_1.wav|clean_fileid_333_doa167_spk1_2.wav|clean_fileid_333_doa167_spk1_3.wav|clean_fileid_333_doa167_spk1_4.wav,5812.0,5828.0,16.0,167,text_fileid_333_doa167_spk1.txt,clean_spk1,THESE APARTMENTS ARE MINE NOW THEY HAVE BEEN TRANSFERRED INTO MY NAME AND THEY CAN NEVER AGAIN AFFORD YOU ACCOMMODATION WILL YOU BE SO OBLIGING I AM NOT STRONG AS TO HAND ME THAT WRITING CASE SIR FRANCIS WALKED TO THE TABLE SHE INDICATED,These apartments are mine now. They have been transferred into my name and they can never again afford you accommodation . Will you be sub-lighting? I am not strong as to hand me that writing case? Sir Francis walked to the table she indicated .,0.045454545454545456,2,44,These apartments are mine now. They have been transferred into my name and they can never again afford you accommodation. Will you be sub-lighting? I am not strong as to hand me that writing case? Sir Francis walked to the table she indicated.,0.045454545454545456,2,44
334,4,"1,2,3,4",clean_fileid_334_doa245_spk1_1.wav|clean_fileid_334_doa245_spk1_2.wav|clean_fileid_334_doa245_spk1_3.wav|clean_fileid_334_doa245_spk1_4.wav,5828.0,5844.0,16.0,245,text_fileid_334_doa245_spk1.txt,clean_spk1,BUT WHEN HE TOOK POSSESSION OF MECCA HE MADE THE OLD TEMPLE THE CENTRE OF WORSHIP FOR HIS OWN RELIGION AFTER MOHAMMED DIED A PERSON WAS APPOINTED TO BE HIS SUCCESSOR AS HEAD OF THE MOSLEM CHURCH,"possession of Mecca, he made the Old Temple the center of worship for his own religion. After Muhammad died, a person was appointed to be his successor as head of the Muslim Church.",0.1891891891891892,7,37,"possession of Mecca, he made the Old Temple the center of worship for his own religion. After Muhammad died, a person was appointed to be his successor as head of the Muslim Church.",0.1891891891891892,7,37
335,4,"1,2,3,4",clean_fileid_335_doa104_spk1_1.wav|clean_fileid_335_doa104_spk1_2.wav|clean_fileid_335_doa104_spk1_3.wav|clean_fileid_335_doa104_spk1_4.wav,5844.0,5860.0,16.0,104,text_fileid_335_doa104_spk1.txt,clean_spk1,BUT I WAS NATURALLY DESIROUS OF DISCOVERING NEXT WHAT LADY RACHEL HAD SAID AND I ASKED TO SPEAK WITH CRISTEL HER FAR SEEING FATHER MIGHT OR MIGHT NOT HAVE PERCEIVED A CHANCE OF LISTENING TO OUR CONVERSATION,But I was naturally desirous of discovering next what Lady Rachel had said and I asked to speak with Crystal . Her far-seeing father might or might not have perceived a chance of listening to our conversation .,0.08108108108108109,3,37,But I was naturally desirous of discovering next what Lady Rachel had said and I asked to speak with Crystal. Her far-seeing father might or might not have perceived a chance of listening to our conversation.,0.08108108108108109,3,37
336,5,"1,2,3,4,5",clean_fileid_336_doa91_spk1_1.wav|clean_fileid_336_doa91_spk1_2.wav|clean_fileid_336_doa91_spk1_3.wav|clean_fileid_336_doa91_spk1_4.wav|clean_fileid_336_doa91_spk1_5.wav,5860.0,5880.0,20.0,91,text_fileid_336_doa91_spk1.txt,clean_spk1,BUT THE MAJESTIC AND IMPOSING ORDER OF HUMAN SOCIETIES THAT I SOMETIMES FIND MYSELF EMBARRASSED IN ATTACKING CERTAIN ABUSES I LIKE TO REBUILD WITH ONE HAND WHEN I AM COMPELLED TO DESTROY WITH THE OTHER,But the majestic and opposing aura of human societies that I sometimes find myself embarrassed in attacking certain abuses. I like to rebuild with one hand when I am compelled to destroy with the other. you,0.08571428571428572,3,35,But the majestic and opposing aura of human societies that I sometimes find myself embarrassed in attacking certain abuses. I like to rebuild with one hand when I am compelled to destroy with the other. you,0.08571428571428572,3,35
337,5,"1,2,3,4,5",clean_fileid_337_doa302_spk1_1.wav|clean_fileid_337_doa302_spk1_2.wav|clean_fileid_337_doa302_spk1_3.wav|clean_fileid_337_doa302_spk1_4.wav|clean_fileid_337_doa302_spk1_5.wav,5880.0,5900.0,20.0,302,text_fileid_337_doa302_spk1.txt,clean_spk1,WHICH YOU MUST ACKNOWLEDGE TO BE TRUE CERTAINLY MY DEAR NOBODY SAID THERE WERE BUT AS TO NOT MEETING WITH MANY PEOPLE IN THIS NEIGHBOURHOOD I BELIEVE THERE ARE FEW NEIGHBOURHOODS LARGER I KNOW WE DINE WITH FOUR AND TWENTY FAMILIES,"Which you must acknowledge to be true . Certainly , my dear, nobody said there were , but asked not meeting with many people in this neighborhood, I believe there are a few neighborhoods larger . I know we dined with 4 and 20 families. [BLANK",0.21951219512195122,9,41,"Which you must acknowledge to be true. Certainly, my dear, nobody said there were, but asked not meeting with many people in this neighborhood, I believe there are a few neighborhoods larger. I know we dined with 4 and 20 families. BLANK",0.21951219512195122,9,41
338,4,"1,2,3,4",clean_fileid_338_doa175_spk1_1.wav|clean_fileid_338_doa175_spk1_2.wav|clean_fileid_338_doa175_spk1_3.wav|clean_fileid_338_doa175_spk1_4.wav,5900.0,5916.0,16.0,175,text_fileid_338_doa175_spk1.txt,clean_spk1,SHALL MY FEAR SHALL MY ZEAL SHALL MY JEALOUSY HAVE LEAVE TO SAY TO THEE HAST THOU CONSIDERED MY HEART THAT THERE IS NOT SO PERVERSE A HEART UPON EARTH,"Shall my fear shall my zeal shall my jealousy have led to say to thee hast thou considered my heart, that there is not so perverse a heart upon earth.",0.03333333333333333,1,30,"Shall my fear shall my zeal shall my jealousy have led to say to thee hast thou considered my heart, that there is not so perverse a heart upon earth.",0.03333333333333333,1,30
339,5,"1,2,3,4,5",clean_fileid_339_doa48_spk1_1.wav|clean_fileid_339_doa48_spk1_2.wav|clean_fileid_339_doa48_spk1_3.wav|clean_fileid_339_doa48_spk1_4.wav|clean_fileid_339_doa48_spk1_5.wav,5916.0,5936.0,20.0,48,text_fileid_339_doa48_spk1.txt,clean_spk1,BUT HAS ALWAYS SOUGHT POSITIVELY TO PROVE OR TO DISPROVE SOMETHING THAT WAS CONCEIVED OF OR SUSPECTED IN ADVANCE AS I SUSPECTED SAYS THIS CORRESPONDENT I FOUND THAT THE SNAILS WERE OF A FAMILIAR LAND SPECIES THAT THEY HAD BEEN UPON THE GROUND,"but has always sought positively to prove or to disprove something that was conceived of or suspected in advance. As I suspected, says this correspondent . I found that the snails were of a familiar land species that they had been upon the ground .",0.0,0,43,"but has always sought positively to prove or to disprove something that was conceived of or suspected in advance. As I suspected, says this correspondent. I found that the snails were of a familiar land species that they had been upon the ground.",0.0,0,43
340,5,"1,2,3,4,5",clean_fileid_340_doa68_spk1_1.wav|clean_fileid_340_doa68_spk1_2.wav|clean_fileid_340_doa68_spk1_3.wav|clean_fileid_340_doa68_spk1_4.wav|clean_fileid_340_doa68_spk1_5.wav,5936.0,5956.0,20.0,68,text_fileid_340_doa68_spk1.txt,clean_spk1,THOUGH SHE FOUND SOMETHING OF GANEM IN THE OBJETS SHE BEHELD YET IN OTHER RESPECTS HE APPEARED SO DIFFERENT THAT SHE DURST NOT IMAGINE IT WAS HE THAT LAY BEFORE HER UNABLE HOWEVER TO WITHSTAND THE EARNEST DESIRE OF BEING SATISFIED,"Though she found something of Gannam in the objects should be held, yet in other respects he appeared so different that she durst not imagine it was he that lay before her , unable, however, to withstand the earnest desire of being satisfied. you",0.14634146341463414,6,41,"Though she found something of Gannam in the objects should be held, yet in other respects he appeared so different that she durst not imagine it was he that lay before her, unable, however, to withstand the earnest desire of being satisfied. you",0.14634146341463414,6,41
341,4,"1,2,3,4",clean_fileid_341_doa196_spk1_1.wav|clean_fileid_341_doa196_spk1_2.wav|clean_fileid_341_doa196_spk1_3.wav|clean_fileid_341_doa196_spk1_4.wav,5956.0,5972.0,16.0,196,text_fileid_341_doa196_spk1.txt,clean_spk1,ARE LONG SLENDER SHARP NOSED SLIPPERY PEOPLE WITH A FRINGE OF FINS ALONG THEIR BACKS AND ANOTHER FRINGE ALONG THEIR BELLIES THEY BREATHE THROUGH VERY SMALL GILL OPENINGS IN THE BACKS OF THEIR HEADS,Our long slender sharp -nosed slippery people with a fringe of fins along their backs and another fringe along their bellies. They breathe through very small gill openings in the backs of their heads .,0.029411764705882353,1,34,Our long slender sharp -nosed slippery people with a fringe of fins along their backs and another fringe along their bellies. They breathe through very small gill openings in the backs of their heads.,0.029411764705882353,1,34
342,5,"1,2,3,4,5",clean_fileid_342_doa60_spk1_1.wav|clean_fileid_342_doa60_spk1_2.wav|clean_fileid_342_doa60_spk1_3.wav|clean_fileid_342_doa60_spk1_4.wav|clean_fileid_342_doa60_spk1_5.wav,5972.0,5992.0,20.0,60,text_fileid_342_doa60_spk1.txt,clean_spk1,AND AS I WAS GOING ALONG MY HEART WAS EVEN OVERWHELMED WITH THE THOUGHTS OF MY CONDITION AND THAT I SHOULD HAVE CHILDREN AND A NATION WHICH I KNEW NOT RULED OVER THEM WHEREUPON I EARNESTLY ENTREATED THE LORD THAT HE WOULD CONSIDER MY LOW ESTATE AND SHOW ME A TOKEN FOR GOOD AND IF IT WERE HIS BLESSED WILL,"going along my heart was even overwhelmed with the thoughts of my condition , and that I should have children and a nation which I knew not ruled over them . Whereupon I earnestly insured the Lord, that he would consider my lower state and show me a token for good , and if it were his blessed will. (music fades",0.15,9,60,"going along my heart was even overwhelmed with the thoughts of my condition, and that I should have children and a nation which I knew not ruled over them. Whereupon I earnestly insured the Lord, that he would consider my lower state and show me a token for good, and if it were his blessed will. (music fades",0.15,9,60
343,5,"1,2,3,4,5",clean_fileid_343_doa53_spk1_1.wav|clean_fileid_343_doa53_spk1_2.wav|clean_fileid_343_doa53_spk1_3.wav|clean_fileid_343_doa53_spk1_4.wav|clean_fileid_343_doa53_spk1_5.wav,5992.0,6012.0,20.0,53,text_fileid_343_doa53_spk1.txt,clean_spk1,THEO'S IN GOINGS AND OUT GOINGS ARE SCARCELY OUR BUSINESS SO LONG AS SHE ENJOYS HERSELF SHE SAID PRESENT MY REGARDS TO THE MISS GOWERS MY DEAR AND SAY I REGRET THAT MY HEALTH DOES NOT PERMIT ME TO ACCOMPANY YOU A POLITE FICTION BY THE WAY AS MY LADY WAS LOOKING HER BEST,") Theo's ingoings and outgoings are scar cely our business so long as she enjoys herself,"" she said. ""Present my regards to the miscours, my dear, and say I regret that my health does not permit me to accompany you. A polite fiction , by the way, as my lady was looking her best.",0.14814814814814814,8,54,") Theo's ingoings and outgoings are scar cely our business so long as she enjoys herself,""she said.""Present my regards to the miscours, my dear, and say I regret that my health does not permit me to accompany you. A polite fiction, by the way, as my lady was looking her best.",0.2222222222222222,12,54
344,4,"1,2,3,4",clean_fileid_344_doa314_spk1_1.wav|clean_fileid_344_doa314_spk1_2.wav|clean_fileid_344_doa314_spk1_3.wav|clean_fileid_344_doa314_spk1_4.wav,6012.0,6028.0,16.0,314,text_fileid_344_doa314_spk1.txt,clean_spk1,ONE SPRING AFTER THEY HAD BEEN IN THAT LAND FOR FOUR YEARS ERIC SAID MY EYES ARE HUNGRY FOR THE SIGHT OF MEN AND GREEN FIELDS AGAIN MY STOMACH IS SICK OF SEAL AND WHALE AND BEAR MY THROAT,"One spring after they had been in that land for four years, Eric said. My eyes are hungry for the sight of men in green fields again. My stomach is sick of seal and whale and bear. My throat .",0.02564102564102564,1,39,"One spring after they had been in that land for four years, Eric said. My eyes are hungry for the sight of men in green fields again. My stomach is sick of seal and whale and bear. My throat.",0.02564102564102564,1,39
345,4,"1,2,3,4",clean_fileid_345_doa61_spk1_1.wav|clean_fileid_345_doa61_spk1_2.wav|clean_fileid_345_doa61_spk1_3.wav|clean_fileid_345_doa61_spk1_4.wav,6028.0,6044.0,16.0,61,text_fileid_345_doa61_spk1.txt,clean_spk1,IN SUCH A WORLD THE MENTAL OR THE PHYSICAL STATUS OF ANY PIECE OF EXPERIENCE WOULD BE UNEQUIVOCAL WHEN ACTIVE IT WOULD FIGURE IN THE PHYSICAL AND WHEN INACTIVE IN THE MENTAL GROUP,"In such a world, the mental or the physical status of any piece of experience would be unequivocal . When active , it would figure into physical. And when inactive, in the mental group .",0.06060606060606061,2,33,"In such a world, the mental or the physical status of any piece of experience would be unequivocal. When active, it would figure into physical. And when inactive, in the mental group.",0.06060606060606061,2,33
346,5,"1,2,3,4,5",clean_fileid_346_doa292_spk1_1.wav|clean_fileid_346_doa292_spk1_2.wav|clean_fileid_346_doa292_spk1_3.wav|clean_fileid_346_doa292_spk1_4.wav|clean_fileid_346_doa292_spk1_5.wav,6044.0,6064.0,20.0,292,text_fileid_346_doa292_spk1.txt,clean_spk1,IT WAS THAT SAME DAY THAT THE THREE BOYS FROM BRIGHTON WERE FOR THE FIRST TIME ASSIGNED TO A REGULAR UNIT OF THE SIGNAL CORPS ALSO WITH A REAL THRILL THEY LEARNED THAT THEY WERE ALMOST IMMEDIATELY TO SEE WAR SERVICE FOR AMERICAN TROOPS WERE ALREADY IN THE TRENCHES,"It was that same day that the three boys from Brighton were for the first time assigned to a regular unit of the signal core . Also with a real thrill, they learned that they were almost immediately to see war service for American troops already in the trenches.",0.04081632653061224,2,49,"It was that same day that the three boys from Brighton were for the first time assigned to a regular unit of the signal core. Also with a real thrill, they learned that they were almost immediately to see war service for American troops already in the trenches.",0.04081632653061224,2,49
347,4,"1,2,3,4",clean_fileid_347_doa18_spk1_1.wav|clean_fileid_347_doa18_spk1_2.wav|clean_fileid_347_doa18_spk1_3.wav|clean_fileid_347_doa18_spk1_4.wav,6064.0,6080.0,16.0,18,text_fileid_347_doa18_spk1.txt,clean_spk1,HE REMEMBERED HAVING HEARD FROM THE OLD OLD PEOPLE OF THE TRIBE THAT THERE WAS A PATH THAT LED TO THE LAND OF SOULS THAT IF YOU SOUGHT CAREFULLY YOU COULD FIND IT,"He remembered having heard from the old, old people of the tribe, that there was a path that led to the land of souls , that if you sought carefully , you could find it .",0.0,0,33,"He remembered having heard from the old, old people of the tribe, that there was a path that led to the land of souls, that if you sought carefully, you could find it.",0.0,0,33
348,5,"1,2,3,4,5",clean_fileid_348_doa173_spk1_1.wav|clean_fileid_348_doa173_spk1_2.wav|clean_fileid_348_doa173_spk1_3.wav|clean_fileid_348_doa173_spk1_4.wav|clean_fileid_348_doa173_spk1_5.wav,6080.0,6100.0,20.0,173,text_fileid_348_doa173_spk1.txt,clean_spk1,ONLY TO FIND EVERY SEMBLANCE OF A ROAD GONE I LOST MORE THAN A HALF DAY'S PRECIOUS TIME AND AGAIN WAS THROWN INTO ANXIETY LEST I HAD MISSED THE LONG SOUGHT TRAIN THE NEXT INCIDENT THAT I REMEMBER VIVIDLY WAS MY ATTEMPT TO CROSS THE COLUMBIA,Only to find every siblings of a road gone. I had lost more than a half a day's precious time and again was throwing in the anxiety . Let's admit the longstop training . The next incident that I remembered vividly was my attempt to cross the Colombian. [BLANK,0.34782608695652173,16,46,Only to find every siblings of a road gone. I had lost more than a half a day's precious time and again was throwing in the anxiety. Let's admit the longstop training. The next incident that I remembered vividly was my attempt to cross the Colombian. BLANK,0.34782608695652173,16,46
349,4,"1,2,3,4",clean_fileid_349_doa166_spk1_1.wav|clean_fileid_349_doa166_spk1_2.wav|clean_fileid_349_doa166_spk1_3.wav|clean_fileid_349_doa166_spk1_4.wav,6100.0,6116.0,16.0,166,text_fileid_349_doa166_spk1.txt,clean_spk1,AND I FOUND NO BETTER OR MORE CONGENIAL COMPANIONS ON BOARD THE SHIP THAN THESE FOUR HONEST HARD WORKING WOMEN SO FULL OF HOPE COURAGE AND GOOD SENSE AS WELL AS CHRISTIANITY,"And I found no better or more con genial companions on board the ship, then these four honest , hardworking women , so full of hope, courage , and good sense, as well as Christianity. Very",0.1875,6,32,"And I found no better or more con genial companions on board the ship, then these four honest, hardworking women, so full of hope, courage, and good sense, as well as Christianity. Very",0.1875,6,32
350,4,"1,2,3,4",clean_fileid_350_doa216_spk1_1.wav|clean_fileid_350_doa216_spk1_2.wav|clean_fileid_350_doa216_spk1_3.wav|clean_fileid_350_doa216_spk1_4.wav,6116.0,6132.0,16.0,216,text_fileid_350_doa216_spk1.txt,clean_spk1,VERY CROSS AND I DON'T WONDER I'M A GREAT TRIAL TO HER SHE WAS TERRIBLY MORTIFIED ABOUT THE PUDDING SAUCE LAST WEEK WE HAD A PLUM PUDDING FOR DINNER ON TUESDAY AND THERE WAS HALF THE PUDDING AND A PITCHERFUL OF SAUCE LEFT OVER,cross and I don't wonder I 'm a great trial to her. She was terribly mortified about the pudding sauce last week. We had a plum pudding for dinner on Tuesday and there was half the pudding and a pitcher full of sauce left over. But,0.13636363636363635,6,44,cross and I don't wonder I'm a great trial to her. She was terribly mortified about the pudding sauce last week. We had a plum pudding for dinner on Tuesday and there was half the pudding and a pitcher full of sauce left over. But,0.09090909090909091,4,44
351,3,"1,2,3",clean_fileid_351_doa35_spk1_1.wav|clean_fileid_351_doa35_spk1_2.wav|clean_fileid_351_doa35_spk1_3.wav,6132.0,6144.0,12.0,35,text_fileid_351_doa35_spk1.txt,clean_spk1,BUT HE WAS RESOLVED TO MARRY HER HAROON THOUGHT THIS SUCH AN EXTRAORDINARY STORY THAT HE ORDERED HIS HISTORIOGRAPHER TO COMMIT IT TO WRITING WITH ALL ITS CIRCUMSTANCES,he was resolved to marry her . Harun thought this such an extraordinary story that he ordered his historiographer to commit it to writing with all its circumstances and,0.10714285714285714,3,28,he was resolved to marry her. Harun thought this such an extraordinary story that he ordered his historiographer to commit it to writing with all its circumstances and,0.10714285714285714,3,28
352,4,"1,2,3,4",clean_fileid_352_doa234_spk1_1.wav|clean_fileid_352_doa234_spk1_2.wav|clean_fileid_352_doa234_spk1_3.wav|clean_fileid_352_doa234_spk1_4.wav,6144.0,6160.0,16.0,234,text_fileid_352_doa234_spk1.txt,clean_spk1,AND TO SHOW SOME DEGREE OF PRECIPITANCY AND INDISCRETION MOVED BY THIS EXAMPLE THE HOUSE OF PEERS WERE ROUSED FROM THEIR INACTIVITY AND CLAIMED LIBERTY FOR THE EARL OF ARUNDEL WHO HAD BEEN LATELY CONFINED IN THE TOWER,"to show some degree of precipitancy and indiscretion . Moved by this example , the house of peers were roused from their inactivity and claimed liberty for the Earl of Arundel , who had been lately confined in the tower .",0.02631578947368421,1,38,"to show some degree of precipitancy and indiscretion. Moved by this example, the house of peers were roused from their inactivity and claimed liberty for the Earl of Arundel, who had been lately confined in the tower.",0.02631578947368421,1,38
353,4,"1,2,3,4",clean_fileid_353_doa354_spk1_1.wav|clean_fileid_353_doa354_spk1_2.wav|clean_fileid_353_doa354_spk1_3.wav|clean_fileid_353_doa354_spk1_4.wav,6160.0,6176.0,16.0,354,text_fileid_353_doa354_spk1.txt,clean_spk1,HOLD YOUR TONGUE SAID UNCLE JOHN I SAY I'VE GOT THREE NIECES AS FINE A TRIO OF INTELLIGENT SWEET AND ATTRACTIVE YOUNG WOMEN AS YOU'LL RUN ACROSS IN A MONTH OF SUNDAYS I DARE YOU TO DENY IT SIR,"""Hold your tongue,"" said Uncle John . ""I say I've got three nie ces as fine a trio of intellig ents, sweet and attractive young women as you'll run across in a month of Sundays, I dare you to deny it, sir.""",0.10256410256410256,4,39,"""Hold your tongue,""said Uncle John.""I say I've got three nie ces as fine a trio of intellig ents, sweet and attractive young women as you'll run across in a month of Sundays, I dare you to deny it, sir.""",0.20512820512820512,8,39
354,5,"1,2,3,4,5",clean_fileid_354_doa331_spk1_1.wav|clean_fileid_354_doa331_spk1_2.wav|clean_fileid_354_doa331_spk1_3.wav|clean_fileid_354_doa331_spk1_4.wav|clean_fileid_354_doa331_spk1_5.wav,6176.0,6196.0,20.0,331,text_fileid_354_doa331_spk1.txt,clean_spk1,A PICTURE TO WRING THE HEART OF THE ONLOOKER WITH ENVY OR SYMPATHY ACCORDING TO HIS NATURE BUT THERE WAS ONLY ONE ONLOOKER A MAN OF FORTY OR THEREABOUTS WHO PAUSED FOR AN INSTANT UNDER THE GREAT GATE OF THE CASTLE AND TOOK IN THE FULL CHARM AND MEANING OF THE SCENE,"A picture to ring the heart of the onlooker with envy or sympathy according to his nature, but there was only one on Lukr, a man of 40 or thereabouts who paused for an instant under the great gate of the castle and took in the full charm and meaning of the scene. [BLANK",0.09615384615384616,5,52,"A picture to ring the heart of the onlooker with envy or sympathy according to his nature, but there was only one on Lukr, a man of 40 or thereabouts who paused for an instant under the great gate of the castle and took in the full charm and meaning of the scene. BLANK",0.09615384615384616,5,52
355,5,"1,2,3,4,5",clean_fileid_355_doa285_spk1_1.wav|clean_fileid_355_doa285_spk1_2.wav|clean_fileid_355_doa285_spk1_3.wav|clean_fileid_355_doa285_spk1_4.wav|clean_fileid_355_doa285_spk1_5.wav,6196.0,6216.0,20.0,285,text_fileid_355_doa285_spk1.txt,clean_spk1,CARRIED DAINTY MESSES TO THEIR SICK RESOLVED BEFORE LONG TO TEACH AT THE SCHOOL WHERE HER FATHER WENT EVERY DAY AS TO AN APPOINTED TASK BUT SHE WAS CONTINUALLY TEMPTED OFF TO GO AND SEE SOME INDIVIDUAL FRIEND,"Carry dating messes to their sick, Resolved before long to teach at the school where her father went every day as to an appointed task. But she was continually tempted off to go and see some individual friend.",0.05263157894736842,2,38,"Carry dating messes to their sick, Resolved before long to teach at the school where her father went every day as to an appointed task. But she was continually tempted off to go and see some individual friend.",0.05263157894736842,2,38
356,4,"1,2,3,4",clean_fileid_356_doa181_spk1_1.wav|clean_fileid_356_doa181_spk1_2.wav|clean_fileid_356_doa181_spk1_3.wav|clean_fileid_356_doa181_spk1_4.wav,6216.0,6232.0,16.0,181,text_fileid_356_doa181_spk1.txt,clean_spk1,BUT TO WHOM THEY HAD LATTERLY ADVANCED MONEY THE LETTERS HINTED AT THE UTTER INSOLVENCY OF THIS MANUFACTURER THEY HAD URGED THEIR CORRESPONDENT TO GIVE THEM HIS NAME IN CONFIDENCE AND THIS MORNING'S LETTER HAD BROUGHT IT,But to whom they had latterly advanced money . The letters hinted at the utter ins olvency of this manufacturer . They had urged their correspondent to give them his name and confidence and this morning's letter had brought it. [BLANK,0.10810810810810811,4,37,But to whom they had latterly advanced money. The letters hinted at the utter ins olvency of this manufacturer. They had urged their correspondent to give them his name and confidence and this morning's letter had brought it. BLANK,0.10810810810810811,4,37
357,4,"1,2,3,4",clean_fileid_357_doa234_spk1_1.wav|clean_fileid_357_doa234_spk1_2.wav|clean_fileid_357_doa234_spk1_3.wav|clean_fileid_357_doa234_spk1_4.wav,6232.0,6248.0,16.0,234,text_fileid_357_doa234_spk1.txt,clean_spk1,POSSIBLY THERE IS SOMETHING YOU OUGHT TO DO AND ARE NOT DOING AND THAT IS WHY YOU CANNOT REST I THINK JESUS WOULD GIVE NO REST EXCEPT IN THE WAY OF LEARNING OF HIM HELEN'S SOBS CEASED,Possibly there is something you ought to do and are not doing and that is why you cannot rest . I think Jesus would give no rest except in the way of learning of him . Helen Sobs ceased. And,0.05405405405405406,2,37,Possibly there is something you ought to do and are not doing and that is why you cannot rest. I think Jesus would give no rest except in the way of learning of him. Helen Sobs ceased. And,0.05405405405405406,2,37
358,3,"1,2,3",clean_fileid_358_doa326_spk1_1.wav|clean_fileid_358_doa326_spk1_2.wav|clean_fileid_358_doa326_spk1_3.wav,6248.0,6260.0,12.0,326,text_fileid_358_doa326_spk1.txt,clean_spk1,AND TO WARN YO IF NEED WERE MY MOTHER NIVER BADE YO TO COME SPYING AFTER ME AND BLAMING ME FOR SEEING A LAD AS MY FEYTHER THINKS WELL ON,to warn you if need were . My mother never bade you to come spy on after me and blame me for seeing a lad as my feather thinks we're on. And,0.3333333333333333,10,30,to warn you if need were. My mother never bade you to come spy on after me and blame me for seeing a lad as my feather thinks we're on. And,0.3333333333333333,10,30
359,4,"1,2,3,4",clean_fileid_359_doa291_spk1_1.wav|clean_fileid_359_doa291_spk1_2.wav|clean_fileid_359_doa291_spk1_3.wav|clean_fileid_359_doa291_spk1_4.wav,6260.0,6276.0,16.0,291,text_fileid_359_doa291_spk1.txt,clean_spk1,AND A STORM OF LAUGHTER RIPPLED ROUND THE THRONG OF HEADS SHE HEARD AN INDRAWN HISS BEHIND HER CHAIR AND THE NEXT INSTANT AN EXCLAMATION FROM MABEL WHAT WAS THAT THERE WAS A SHARP CRACK AND THE TINY GESTICULATING FIGURE STAGGERED BACK A STEP,a storm of laughter rippled around the throng of heads. She heard an in wrong hiss behind her chair and the next instant an exclamation from Mabel. What was that? There was a sharp crack and the tiny gest iculating figure staggered back a step.,0.13636363636363635,6,44,a storm of laughter rippled around the throng of heads. She heard an in wrong hiss behind her chair and the next instant an exclamation from Mabel. What was that? There was a sharp crack and the tiny gest iculating figure staggered back a step.,0.13636363636363635,6,44
